time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
0,0,0,0,0,-1,-1,1,1,0
2,0,0,0,0,-1,-1,1,1,0
3,-0.2371053,-0.7852536,0,0,2.967682,-1,0.1721423,0.3085208,3
4,-0.3049327,-0.4562916,-0.3078009,-0.3869791,4.998779,4.040466,0.5618579,0.1268855,2
5,-0.4687291,-0.6530985,0,0,-1,-1,0.1070727,0.1,0
6,-0.5271672,-0.7453471,0,0,-1,-1,0.057815,0,2
7,-0.07264131,-0.03119493,0,0,4.667191,-1,0.3895786,0,1
8,-0.0464583,0.2077583,0.1231029,0.1650434,4.309113,3.516159,0.6977153,0.8184984,2
9,-0.02197295,0.0302884,-0.01036054,-0.05718994,-1,-1,0,0.004887307,3
10,0,0,0.04428911,0.1478356,-1,-1,0.02484629,0.0496634,1
11,-0.05075419,0.3092496,0.07842648,0.2616416,4.089447,3.548752,1,1,0
12,0.005166531,0.2731304,0.1301849,0.2115301,4.053253,3.542084,1,1,0
13,-0.01779646,0.2419137,0.1055669,0.1801283,3.896973,3.315552,1,1,0
14,-0.03785139,0.1108173,-0.003488064,0.06881803,4.287186,4.106918,0.9220302,0.8733104,0
15,0.00739634,0.3085238,0.1228873,0.2545445,4.0224,3.998138,1,1,0
16,-0.06006455,0.2569559,0.06834352,0.208804,4.059052,4.061493,1,1,0
17,-0.3188437,0.2692899,-0.1853987,0.2432147,4.445969,4.293655,0.9926702,0.9120235,0
18,-0.09024507,0.3075902,0.04139483,0.2579299,4.495255,4.307739,1,1,0
19,-0.3502292,0.2647049,-0.2331349,0.2236019,3.860062,3.790924,1,1,0
20,-0.08094424,0.273161,0.04949236,0.2304788,4.191696,4.447891,1,1,0
21,-0.2988692,0.3095859,-0.1896703,0.2668062,4.461136,4.570663,1,1,0
22,-0.2878767,0.1676683,-0.2102501,0.1410312,4.281799,4.036835,0.9712527,0.942726,0
23,-0.1424869,0.09382337,-0.0419153,0.0506084,4.095856,3.841614,0.8529079,0.7994637,0
24,-0.1297652,0.2578145,-0.005482018,0.2171446,4.390442,4.293701,1,1,0
25,-0.2568169,0.2395594,-0.1148652,0.2094429,4.438782,4.319977,1,1,0
26,-0.2343622,0.1834657,-0.1181308,0.1548641,4.095383,3.944885,0.8799579,0.9720812,0
27,-0.2486713,0.1700906,-0.1352089,0.1382451,4.00415,3.885345,1,1,0
28,-0.2384924,0.2775223,-0.106248,0.2230998,4.195175,3.970032,1,1,0
29,-0.1040149,0.1278307,-0.0460127,0.09116942,4.486969,4.483276,0.866446,0.8235116,0
30,-0.2066266,0.1666786,-0.0859561,0.1534925,4.351517,4.201187,1,1,0
31,0,0,-0.1433432,0.008259118,-1,-1,0.4118642,0,1
32,0,0,0,0,-1,-1,1,1,2
33,0,0,0,0,-1,-1,1,1,0
34,0,0,0,0,-1,-1,1,1,0
35,0,0,0,0,-1,-1,1,1,0
36,0,0,0,0,-1,-1,1,1,0
37,0,0,0,0,-1,-1,1,1,0
38,0,0,0,0,-1,-1,1,1,0
39,0,0,0,0,-1,-1,1,1,0
40,0,0,0,0,-1,-1,1,1,0
41,0,0,0,0,-1,-1,1,1,0
42,0,0,0,0,-1,-1,1,1,0
43,0,0,0,0,-1,-1,1,1,0
44,0,0,0,0,-1,-1,1,1,0
45,0,0,0,0,-1,-1,1,1,0
46,0,0,0,0,-1,-1,1,1,0
47,0,0,0,0,-1,-1,1,1,0
48,0,0,0,0,-1,-1,1,1,0
49,0,0,0,0,-1,-1,1,1,0
50,0,0,0,0,-1,-1,1,1,0
51,0,0,0,0,-1,-1,1,1,0
52,0,0,0,0,-1,-1,1,1,0
53,0,0,0,0,-1,-1,1,1,0
54,0,0,0,0,-1,-1,1,1,0
55,0,0,0,0,-1,-1,1,1,0
56,0,0,0,0,-1,-1,1,1,0
57,0,0,0,0,-1,-1,1,1,0
58,0,0,0,0,-1,-1,1,1,0
59,0,0,0,0,-1,-1,1,1,0
60,0,0,0,0,-1,-1,1,1,0
61,0,0,0,0,-1,-1,1,1,0
62,0,0,0,0,-1,-1,1,1,0
63,0,0,0,0,-1,-1,1,1,0
64,0,0,0,0,-1,-1,1,1,0
65,0,0,0,0,-1,-1,1,1,0
66,0,0,0,0,-1,-1,1,1,0
67,0,
