time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,PupilSize,LeftBlink,RightBlink
0.3533334,0,0,0,0,-1,1,1
0.472187,0,0,0,0,-1,1,1
0.5811861,0,0,0,0,-1,1,1
0.7605776,0,0,0,0,-1,1,1
0.8727503,0,0,0,0,-1,1,1
0.9812461,0,0,0,0,-1,1,1
1.08266,0,0,0,0,-1,1,1
1.183159,0,0,0,0,-1,1,1
1.290595,0,0,0,0,-1,1,1
1.394488,0,0,0,0,-1,1,1
1.497539,0,0,0,0,-1,1,1
1.601153,0,0,0,0,-1,1,1
1.71821,0,0,0,0,-1,1,1
1.838896,0.2140296,-0.3422137,-0.1319301,-0.5298938,3.167206,0,0
1.959068,0.5376567,-0.1977468,0.1630387,-0.2978837,3.878693,0,0
2.062259,0.5811633,-0.0004156828,0.2074771,-0.07789123,3.69751,1,1
2.165559,0.1559365,-0.2597508,-0.174163,0.1017592,3.676956,0.9104565,0.8749367
2.278128,0.07993317,-0.4544003,-0.2475299,-0.1529264,3.715759,0.9374114,0.9445401
2.386548,0.2633488,-0.4936632,-0.0380249,-0.3008116,4.134949,0.2148958,0.1794279
2.490722,0.4084038,-0.2429338,0.07078588,-0.4817601,3.835129,0.9285679,0.7317564
2.595444,0,0,0,0,-1,0.3392399,0.3003423
2.702041,0,0,0,0,-1,1,1
2.803285,0,0,0,0,-1,1,1
2.907999,0,0,0,0,-1,1,1
3.008186,0,0,0,0,-1,1,1
3.110473,0,0,0,0,-1,1,1
3.210658,0,0,0,0,-1,1,1
3.311354,0,0,0,0,-1,1,1
3.431355,0,0,0,0,-1,1,1
3.533024,0,0,0,0,-1,1,1
3.63353,0,0,0,0,-1,1,1
3.734257,0,0,0,0,-1,1,1
3.834372,0,0,0,0,-1,1,1
3.935135,0,0,0.02222979,-0.6171738,-1,1,1
4.03662,0.2823312,-0.2344694,-0.01204163,-0.3420157,-1,0,0
4.138378,0.2435176,-0.7232779,0,0,-1,0,0
4.258005,0.1509835,-0.6260513,-0.1215918,-0.4804605,-1,0,0
4.365382,0.2006423,-0.3163185,-0.0634166,-0.2278076,3.98439,0,0
4.467936,0.1775919,-0.2402171,0,0,-1,0.3589562,0.1638547
4.571334,0.09630752,-0.3310791,0,0,4.069138,0.5005189,0.2501906
4.671818,0,0,0,0,-1,0.1881878,0.2590268
4.772418,0,0,0,0,-1,0.1607637,0.06127377
4.872841,0,0,0,0,-1,0.07673107,0.1251357
4.980328,0,0,0,0,-1,0.1055593,0.07967883
5.090144,0.2417173,-0.2080897,0.04905415,-0.2909032,-1,0.4026544,0.4138708
5.197858,0.2296942,-0.1116793,0.005868673,-0.1447853,4.371384,0.6504127,0.6080808
5.307969,-0.3476721,-0.7271365,0,0,-1,0,0.1347008
5.416897,0.1888771,0.1106809,-0.09042144,0.006349504,-1,1,1
5.523537,0.2562684,0.228347,-0.0252614,0.06132662,4.864395,1,1
5.631697,0.2530684,0.2973688,-0.03409058,0.1816371,4.766708,1,1
5.739509,-0.3293416,-0.6714511,0.3164737,-0.701362,-1,0.1121885,0.1131632
5.846289,0,0,0.3186496,-0.6997784,-1,0,0
5.949642,0.09437191,0.1613634,-0.1242418,0.1344977,-1,0,0.3037686
6.060601,0.2236246,0.09182894,-0.07139826,0.1528777,3.208374,1,1
6.16715,0.3082304,0.1378843,0.007606387,0.160373,2.879242,1,1
6.275092,0.1526949,0.4078662,-0.1401293,0.2898889,3.069672,1,1
