time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0,0,0,0,-1,-1,1,0,null
0.4657255,0,0,0,0,-1,-1,1,0,null
0.5809702,0,0,0,0,-1,-1,1,0,null
0.6923093,0,0,0,0,-1,-1,1,0,null
0.8077092,0,0,0,0,-1,-1,1,0,null
0.9206079,0,0,0,0,-1,-1,1,0,null
1.030256,0,0,0,0,-1,-1,1,0,null
1.139689,0,0,0,0,-1,-1,1,0,null
1.25322,0,0,0,0,-1,-1,1,0,null
1.36761,0,0,0,0,-1,-1,1,0,null
1.483689,0,0,0,0,-1,-1,1,0,null
1.600666,0,0,0,0,-1,-1,1,0,null
1.7151,0,0,0,0,-1,-1,1,0,null
1.830846,0,0,0,0,-1,-1,1,0,null
1.943447,0,0,0,0,-1,-1,1,0,null
2.054949,0,0,0,0,-1,-1,1,0,null
2.166525,0,0,0,0,-1,-1,1,0,null
2.2774,0,0,0,0,-1,-1,1,0,null
2.388104,0,0,0,0,-1,-1,1,0,null
2.502059,0,0,0,0,-1,-1,1,0,null
2.615728,0,0,0,0,-1,-1,1,0,null
2.729414,0,0,0,0,-1,-1,1,0,null
2.841753,0,0,0,0,-1,-1,1,0,null
2.959363,0,0,0,0,-1,-1,1,0,null
3.072603,0,0,0,0,-1,-1,1,0,null
3.184988,0,0,0,0,-1,-1,1,0,null
3.298057,0,0,0,0,-1,-1,1,0,null
3.410154,0,0,0,0,-1,-1,1,0,null
3.524964,0,0,0,0,-1,-1,1,0,null
3.639029,0,0,0,0,-1,-1,1,0,null
3.750428,0,0,0,0,-1,-1,1,0,null
3.865619,0,0,0,0,-1,-1,1,0,null
3.979613,0,0,0,0,-1,-1,1,0,null
4.090479,0,0,0,0,-1,-1,1,0,null
4.202618,0,0,0,0,-1,-1,1,0,null
4.317536,0,0,0,0,-1,-1,1,0,null
4.429325,0,0,0,0,-1,-1,1,0,null
4.545055,0,0,0,0,-1,-1,1,0,null
4.65419,0,0,0,0,-1,-1,1,0,null
4.767777,0,0,0,0,-1,-1,1,0,null
4.883528,0,0,0,0,-1,-1,1,0,null
4.994021,0,0,0,0,-1,-1,1,0,null
5.109021,0,0,0,0,-1,-1,1,0,null
5.223628,0,0,0,0,-1,-1,1,0,null
5.337398,0,0,0,0,-1,-1,1,0,null
5.452048,0,0,0,0,-1,-1,1,0,null
5.56761,0,0,0,0,-1,-1,1,0,null
5.680346,0,0,0,0,-1,-1,1,0,null
5.793636,0,0,0,0,-1,-1,1,0,null
5.908831,0,0,0,0,-1,-1,1,0,null
6.021657,0,0,0,0,-1,-1,1,0,null
6.131214,0,0,0,0,-1,-1,1,0,null
6.243041,0,0,0,0,-1,-1,1,0,null
6.355446,0,0,0,0,-1,-1,1,0,null
6.47177,0,0,0,0,-1,-1,1,0,null
6.585214,0,0,0,0,-1,-1,1,0,null
6.697262,0,0,0,0,-1,-1,1,0,null
6.808741,0,0,0,0,-1,-1,1,0,null
6.921451,0,0,0,0,-1,-1,1,0,null
7.032169,0,0,0,0,-1,-1,1,0,null
7.145362,0,0,0,0,-1,-1,1,0,null
7.292772,0,0,0,0,-1,-1,1,0,null
7.412085,0,0,0,0,-1,-1,1,0,null
7.521685,0,0,0,0,-1,-1,1,0,null
7.635337,0,0,0,0,-1,-1,1,0,null
7.745957,0,0,0,0,-1,-1,1,0,null
7.858553,0,0,0,0,-1,-1,1,0,null
7.969007,0,0,0,0,-1,-1,1,0,null
8.081568,0,0,0,0,-1,-1,1,0,null
8.194489,0,0,0,0,-1,-1,1,0,null
8.307212,0,0,0,0,-1,-1,1,0,null
8.41844,0,0,0,0,-1,-1,1,0,null
8.527428,0,0,0,0,-1,-1,1,0,null
8.642187,0,0,0,0,-1,-1,1,0,null
8.754652,0,0,0,0,-1,-1,1,0,null
8.86825,0,0,0,0,-1,-1,1,0,null
8.981662,0,0,0,0,-1,-1,1,0,null
9.09408,0,0,0,0,-1,-1,1,0,null
9.205286,0,0,0,0,-1,-1,1,0,null
9.320127,0,0,0,0,-1,-1,1,0,null
9.432343,0,0,0,0,-1,-1,1,0,null
9.544038,0,0,0,0,-1,-1,1,0,null
9.656927,0,0,0,0,-1,-1,1,0,null
9.770668,0,0,0,0,-1,-1,1,0,null
9.882629,0,0,0,0,-1,-1,1,0,null
9.997622,0,0,0,0,-1,-1,1,0,null
10.11288,0,0,0,0,-1,-1,1,0,null
10.22671,0,0,0,0,-1,-1,1,0,null
10.33905,0,0,0,0,-1,-1,1,0,null
10.45048,0,0,0,0,-1,-1,1,0,null
10.56435,0,0,0,0,-1,-1,1,0,null
10.6794,0,0,0,0,-1,-1,1,0,null
