time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
49,-0.1662213,0.2039869,-0.1294547,0.1557727,3.297394,3.382294,1,1,0
50,-0.03984237,-0.04775894,-0.1312932,-0.101912,2.827469,3.232727,1,1,0
51,-0.1164372,0.2520526,-0.09368134,0.178727,3.134644,3.230988,1,1,1
52,-0.1459969,0.1814336,-0.1263287,0.1212751,2.886734,3.009171,1,1,0
53,-0.1885841,0.1845596,-0.1585109,0.1281931,2.894028,3.046753,1,1,0
54,-0.04845548,-0.0361563,-0.122316,-0.0888797,2.439392,3.013947,1,1,0
55,-0.2488277,0.07165754,-0.3663203,0.0220595,2.509842,2.547607,1,1,0
56,-0.2441365,0.1170805,-0.3618361,0.061342,2.394394,2.415771,1,1,0
57,-0.1186453,0.2385733,-0.113862,0.1812382,2.662445,2.426331,1,1,0
58,-0.1123692,0.231878,-0.08624136,0.1709862,3.098602,2.922623,1,1,0
59,-0.407869,0.1565692,-0.383903,0.1127203,-1,-1,0.8705822,0.4744143,0
60,-0.1946535,0.198081,-0.1636088,0.1535797,2.903854,2.984146,1,1,0
61,-0.05670667,0.1791489,-0.0286606,0.127267,2.828537,3.020248,1,1,1
62,-0.3095968,0.2099288,-0.2952585,0.1711682,3.099823,3.184647,1,1,0
63,-0.02841657,0.1693748,0.006884098,0.1008679,2.922897,3.089127,1,1,0
64,-0.09159803,0.168159,-0.06446338,0.100183,3.270248,3.1642,1,1,0
65,-0.2590068,0.1438525,-0.23122,0.09862363,3.020386,3.53688,1,1,0
66,-0.308627,0.1553236,-0.279299,0.09977692,3.364731,3.462509,1,1,0
67,-0.1043178,0.1816086,-0.06216902,0.1071112,3.074265,3.067719,1,1,1
68,-0.3814759,0.1606574,-0.350853,0.1068144,3.426147,3.155853,1,1,0
69,-0.4151401,0.06978452,-0.4028488,0.03665781,3.446167,3.191025,1,1,0
70,-0.4826248,0.1956983,-0.4468113,0.1841063,3.476135,3.166977,1,1,0
71,-0.237258,0.1687718,-0.2035372,0.1199218,3.327286,3.560944,1,1,0
72,-0.2004178,0.08681661,-0.1969946,0.0156244,3.394043,3.329514,1,1,1
73,0.005919933,0.1627976,0.02575123,0.09623426,2.968643,3.064072,1,1,0
74,-0.1477776,0.2402529,-0.1106471,0.1651132,3.04895,3.188522,1,1,0
75,0.002800345,0.2707155,0.0456177,0.1713384,3.380951,3.408325,1,1,0
76,-0.2640872,0.3414056,-0.1953296,0.2870747,3.162872,3.423172,1,1,0
77,-0.2664911,0.1694914,-0.2194424,0.1094441,3.570694,3.692383,1,1,0
78,-0.3547296,0.1350719,-0.3390906,0.09975618,3.144241,3.021103,1,1,0
79,0.04389536,0.1985983,0.07151175,0.1741344,2.533798,3.367004,0.8884385,0.8304712,0
80,-0.04128492,0.1691586,-0.03402746,0.1151123,3.127548,3.021133,1,1,0
81,-0.009785295,0.2133484,0.02575529,0.1247196,3.103485,3.092667,1,1,0
82,-0.1032635,0.1701496,-0.07733393,0.09147096,3.358276,3.378571,1,1,0
84,-0.7305452,0.1307155,0.1922821,0.08465469,-1,2.982315,1,1,0
85,-0.1164336,0.1431481,-0.09698838,0.08484942,3.138123,3.126709,1,1,0
86,-0.01876998,0.1436186,-0.001430809,0.08880919,2.841125,3.099686,1,1,0
87,-0.05713946,0.1807572,-0.02025175,0.1069922,3.066101,3.088837,1,1,0
88,-0.3128452,0.1679189,-0.2793339,0.1032839,3.116623,3.038147,1,1,0
89,-0.01455969,0.1896589,0.009223461,0.1147885,3.196426,3.122498,1,1,0
90,-0.1419955,0.1216432,-0.1101736,0.05173373,3.312683,3.081573,1,1,0
91,-0.0330379,0.1627132,-0.007433295,0.08899438,3.041656,2.98027,1,1,0
92,-0.2937273,0.1730951,-0.2604898,0.1336533,3.489349,3.542587,1,1,0
93,-0.1666039,-0.02329934,-0.2200229,-0.08156538,3.477356,3.295059,1,1,0
94,-0.2176621,0.2540235,-0.2752993,0.2135686,2.7276,2.964798,1,1,0
95,-0.04276794,0.2201221,-0.1205475,0.1557095,3.037415,2.841232,1,1,0
96,-0.09034485,0.2184035,-0.1345896,0.1505778,2.617874,2.610046,1,1,0
97,-0.2394627,0.1247013,-0.2222192,0.07573473,3.043335,3.009781,1,1,1
98,-0.03499341,0.1923861,-0.01062417,0.1121102,2.954773,3.169861,1,1,0
99,0.2143475,0.1886528,0.2812711,0.07520556,2.396393,3.487518,1,1,0
100,-0.1445823,0.137932,-0.09386945,0.08753049,3.330505,3.636261,1,1,1
101,-0.2696978,0.2348437,-0.2374151,0.2013166,2.973389,3.362915,1,1,0
102,-0.3643555,0.180106,-0.3373252,0.1429664,3.484619,3.196091,1,1,0
103,-0.1802365,0.2264606,-0.1422481,0.1844647,2.623856,3.091736,1,1,1
104,-0.2474493,0.2171849,-0.2062152,0.160532,3.003845,3.105118,1,1,0
105,-0.1028865,0.1912758,-0.07840973,0.1303995,3.232086,3.128525,1,1,0
106,-0.3876191,0.1874425,-0.3457966,0.1475686,3.425812,3.194992,1,1,0
107,-0.01864934,0.04238999,0.09775126,0.1051665,-1,2.134995,0.3738085,0.6424562,0
108,-0.05499041,0.167272,-0.01691747,0.1042953,3.206039,3.317749,1,1,0
109,-0.03567278,0.1089382,0.001948833,0.04955292,3.018112,3.413956,1,1,0
110,-0.05590212,0.1913902,-0.05245239,0.1203085,3.105606,3.053589,1,1,0
111,-0.1055025,0.2095331,-0.05180174,0.1407351,3.566055,3.748444,1,1,0
112,-0.5310383,0.1975838,-0.4579288,0.1597999,3.097946,2.878571,1,1,0
113,-0.2776257,0.1759325,-0.209001,0.1220613,-1,3.526825,0.9243351,0.6845316,0
114,-0.01942033,0.1952785,0.01177013,0.1365372,3.121735,3.382477,1,1,0
115,-0.1421594,0.1852204,-0.1105865,0.1253828,3.213913,3.41893,1,1,1
116,-0.1747047,0.1099426,-0.1594414,0.03460479,2.880203,2.82634,1,1,0
117,-0.2153859,0.1796757,-0.1985876,0.1180101,2.923645,3.152679,1,1,0
118,-0.189775,0.1458446,-0.1677442,0.09787768,2.667358,2.863113,1,1,0
119,-0.2119058,0.1201853,-0.2006302,0.06217772,2.91864,3.095306,1,1,0
120,-0.2378981,0.1886983,-0.2127109,0.133913,2.896591,3.067856,1,1,0
121,-0.2607489,0.1729791,-0.2295169,0.1305315,2.944183,3.100082,1,1,0
122,-0.3134826,0.1725222,-0.2858673,0.1214036,2.925125,2.971664,1,1,0
123,-0.167411,0.1218975,-0.140552,0.0728395,2.932938,2.986038,1,1,1
124,-0.351344,0.1317748,-0.3151205,0.09203386,3.125153,3.12204,1,1,0
125,-0.1960534,0.1269921,-0.1891713,0.07266283,2.902191,3.041214,1,1,0
126,-0.234544,0.2063259,-0.2109795,0.1564118,2.906174,3.131409,1,1,0
127,-0.1247101,0.01838607,-0.165369,-0.04667556,3.199646,3.280228,1,1,0
128,-0.1467347,0.03283417,-0.1696329,-0.0206033,3.175812,3.177139,1,1,0
129,-0.1177924,0.1465692,-0.1191185,0.09465134,3.390182,3.435364,1,1,0
130,0.05499148,0.2613063,0.05364108,0.1753746,3.142258,3.237,1,1,1
131,-0.2038083,0.1650649,-0.1823181,0.1064564,3.207092,3.311111,1,1,0
132,-0.1238637,0.1965511,-0.1021963,0.1354992,3.252045,3.28952,1,1,0
133,-0.3474597,0.1813321,-0.3067106,0.1429257,3.302643,3.453751,1,1,0
134,-0.02350354,0.2567624,-0.001836538,0.1809908,3.348816,3.548523,1,1,0
135,-0.328846,0.1936588,-0.2728097,0.1434433,3.330338,3.497681,1,1,0
136,0.005290508,0.2207165,0.03115642,0.1580064,3.042816,3.319504,1,1,0
137,0.136773,0.141504,0.1452917,0.0803526,2.16275,3.080795,1,1,0
138,-0.4535801,0.2274426,-0.3921856,0.1807121,3.621597,3.51297,1,1,1
139,-0.1171681,0.1605137,-0.08318067,0.1035222,3.222595,3.32576,1,1,0
140,-0.7473211,0.1700053,-0.2019576,0.2017467,-1,-1,0.7470224,0.5957456,0
141,-0.2135003,0.1982216,-0.180678,0.1575279,3.371567,3.788254,1,1,1
142,-0.2454935,0.205848,-0.1805987,0.1701293,3.252365,3.56012,1,1,0
143,-0.1434128,0.2162776,-0.1334565,0.1596527,3.289688,3.539963,1,1,1
144,-0.104989,0.2021852,-0.06356448,0.135813,3.806519,4.045212,1,1,0
145,-0.1588306,0.1219442,-0.160971,0.05241555,3.588837,3.785324,1,1,0
146,-0.1826968,0.1943002,-0.151107,0.1436459,2.868729,3.103302,1,1,0
147,-0.1216959,0.1571296,-0.1047233,0.09093565,3.272064,3.290588,1,1,0
148,-0.332761,0.1569397,-0.2924851,0.1016986,3.501984,3.668152,1,1,0
149,-0.2979603,0.1856714,-0.2753727,0.1455092,3.317261,3.411392,1,1,0
150,-0.1568033,0.1556081,-0.1128228,0.09025764,3.255737,3.27005,1,1,0
151,-0.1943768,0.1201298,-0.167836,0.08452576,3.101288,3.3853,1,1,0
152,-0.03426546,0.1969142,-0.010952,0.1315724,3.267456,3.604401,1,1,0
153,-0.5489161,0.1921333,-0.3161524,0.151169,3.245773,3.522614,1,1,0
154,-0.2074896,0.1863011,-0.1415747,0.1420174,3.486511,3.903183,1,1,1
155,-0.3908331,0.2067876,-0.3472464,0.1538626,3.222229,3.179413,1,1,0
156,-0.04027575,0.2440537,-0.008530259,0.1612132,3.710144,3.890915,1,1,1
157,0.01949787,0.1192624,0.0005412102,0.04042417,2.835541,3.17337,0.980322,0.7932065,0
158,-0.06978106,0.1535223,-0.04009444,0.07430601,3.128098,3.268829,1,1,0
159,-0.2486778,0.1756479,-0.2318699,0.1061178,3.304535,3.547668,1,1,0
160,-0.4526026,0.2078207,-0.38909,0.1488822,3.897568,3.412598,0.9492694,0.7873031,0
161,-0.3190847,0.2088115,-0.2819813,0.175032,3.02919,3.479645,1,1,0
162,-0.05243349,-0.09064066,-0.02055389,-0.2281399,-1,-1,0,0.1040198,1
163,-0.2138277,0.1915526,-0.180492,0.1530487,3.333923,3.543335,1,1,1
164,-0.2938433,0.248235,-0.262426,0.2190751,2.654831,3.255051,1,1,0
165,-0.325594,0.1637971,-0.2881562,0.1205792,3.379944,3.412766,1,1,1
167,-0.0835188,0.1481367,-0.05115145,0.08227569,2.949417,3.075714,1,1,0
168,0.1007428,0.1632243,0.1322461,0.08213687,2.68869,3.592316,1,1,0
169,-0.06217486,0.2287114,-0.02775252,0.1306755,3.6884,3.666718,1,1,0
170,-0.06037432,0.1704695,-0.01539421,0.08545166,3.511261,3.670609,1,1,0
171,-0.3696967,0.1910374,-0.322061,0.1258695,3.955078,3.543106,1,1,0
172,-0.2419494,0.1906955,-0.2108997,0.1432389,3.409439,3.50943,1,1,0
173,-0.07217878,0.2074974,-0.0460217,0.1443979,3.382065,3.411713,1,1,0
174,-0.2111461,0.1479906,-0.1934428,0.09940183,3.239105,3.488007,1,1,0
175,-0.2412493,0.1720296,-0.2193418,0.122668,3.537567,3.941223,1,1,1
176,-0.1672502,0.2084862,-0.1550713,0.1353706,3.754166,3.886703,1,1,0
177,-0.2100013,0.2428651,-0.1810063,0.1886619,3.655548,4.137604,1,1,0
178,-0.1752565,0.2126329,-0.1418954,0.1581547,3.425323,3.442612,1,1,0
179,-0.3866844,0.2205375,-0.3483778,0.1835016,3.783508,3.573242,1,1,0
180,-0.3339635,0.1999782,-0.3038726,0.1789017,3.090347,3.815353,1,1,0
181,-0.3535851,0.228835,-0.3249218,0.1947523,3.107056,3.358948,1,1,0
182,-0.226038,0.2537804,-0.2383505,0.1955787,3.041824,3.094971,1,1,0
183,-0.1861044,0.2199776,-0.1874976,0.1537105,3.075867,3.116928,1,1,0
184,-0.1724515,0.228954,-0.1515183,0.1621236,3.116501,3.281204,1,1,0
185,-0.5260245,0.2207624,-0.4816276,0.1596028,3.422623,2.293152,1,1,0
186,-0.1776866,0.1931818,-0.1336547,0.1379579,3.239288,3.371414,1,1,0
187,-0.178056,0.3163885,-0.1608053,0.2673787,3.274216,3.457199,1,1,0
188,-0.2023354,0.1978229,-0.1598611,0.1333801,3.521011,3.75325,1,1,0
189,-0.1792839,0.2506591,-0.1277492,0.1885577,3.67836,3.876221,1,1,0
190,-0.2670007,0.2131874,-0.1702385,0.1610135,3.500519,3.738174,1,1,0
191,-0.1216633,0.2074021,-0.0641228,0.1408873,4.026627,4.0923,1,1,0
192,-0.2667038,0.1702673,-0.2360875,0.1216357,2.901917,2.978165,1,1,0
193,-0.02243406,0.1868204,0.002730608,0.1274965,3.065201,3.446075,1,1,0
194,-0.3729524,0.1854436,-0.2961459,0.1409608,3.35144,3.496109,1,1,0
195,-0.3235499,0.1593007,-0.2642627,0.09765971,3.514893,3.878403,1,1,0
196,-0.3232056,0.1951587,-0.2773803,0.1488752,2.847168,3.53656,1,1,0
197,-0.2911009,0.1286666,-0.2775972,0.07513398,2.630447,2.843842,1,1,0
198,-0.2411076,0.2226093,-0.2055424,0.1775818,3.086044,3.29364,1,1,0
199,-0.02122724,0.1033737,-0.006401062,0.03380567,2.908157,3.160248,1,1,0
200,-0.09956253,0.09190065,-0.08046371,0.02525681,3.118088,3.15274,1,1,0
201,-0.2280416,0.2025809,-0.184734,0.147301,2.907074,3.443161,1,1,0
202,-0.1100616,0.1661878,-0.07122254,0.08835685,3.141815,3.150711,1,1,0
203,-0.2474945,-0.1143879,-0.0003297329,-0.1278281,-1,-1,0.03593915,0.0971619,1
204,-0.009164333,0.1643603,0.05759633,0.07893187,3.068115,3.403336,1,1,1
205,0.01693034,0.289113,0.06804609,0.1869373,3.464752,3.597382,1,1,0
206,-0.07462502,0.2426676,-0.01366365,0.1607525,3.532028,3.436081,1,1,0
207,-0.301137,0.2082497,-0.2506869,0.1412495,3.210556,3.592957,1,1,0
208,-0.2267962,0.1208313,-0.1957855,0.06421053,3.315842,3.591125,1,1,0
209,-0.05990034,0.1745172,-0.003132701,0.1026894,3.247726,3.862335,1,1,0
210,-0.1206104,0.2234808,-0.08782929,0.1360791,3.891357,3.955902,1,1,0
211,-0.2449182,0.1986815,-0.2044252,0.1286705,3.524994,3.761353,1,1,0
212,-0.2323052,0.2059493,-0.109593,0.1323741,-1,3.580383,0.7218328,0.7761959,0
213,-0.0387004,0.1966888,0.00511241,0.1329607,3.584305,3.830124,1,1,0
214,-0.05934787,0.1923587,-0.03235507,0.1247559,3.389297,3.475464,1,1,0
215,-0.2871416,0.1973931,-0.2423336,0.1403566,3.241104,3.435974,1,1,0
216,-0.2819313,0.1980922,-0.2467227,0.1546668,2.827469,3.20372,1,1,0
217,-0.4208305,0.231452,-0.364992,0.1825244,3.247742,3.240692,1,1,0
218,-0.2492607,0.1699827,-0.1762295,0.1239832,3.276413,3.664581,1,1,2
219,-0.3981134,0.1796684,-0.3450203,0.1413395,3.288147,3.110748,1,1,0
220,-0.1946337,0.213176,-0.1921885,0.158753,3.173584,3.25264,1,1,0
221,0.1585984,0.1719104,0.2588642,0.05817842,2.347092,2.830399,0.5374399,0.7728769,0
222,-0.1829359,0.04236245,-0.06246233,3.492832E-05,-1,3.971359,0.2280563,0.3791709,0
223,-0.08456582,0.1559117,-0.04982209,0.07876861,3.479736,3.900314,0.9869698,0.9606092,0
224,0.1023835,0.1889908,0.1560273,0.1417488,2.687225,4.02742,0.9202555,0.9967007,0
225,-0.2316884,0.2382124,-0.1655846,0.171805,3.02298,3.283691,1,1,0
226,-0.2347744,0.206879,-0.1778597,0.1473993,3.243958,3.573029,1,1,0
227,-0.313961,0.1797431,-0.2906448,0.1432648,2.922913,3.144012,1,1,0
228,-0.0564099,0.2103497,-0.04791909,0.1387233,3.278595,3.472641,1,1,0
229,0.07743227,0.1794394,0.1208898,0.1011181,2.834656,3.941223,1,1,0
230,-0.1570642,0.2206826,-0.1269676,0.1461431,3.257828,3.345627,1,1,0
2
