time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftBlink,RightBlink,CombineFocusPoint X,CombineFocusPoint Y,CombineFocusPoint Z
0.6826416,0,0,0,0,1,1,0,0,0
1.186944,0,0,0,0,1,1,0,0,0
1.71013,0,0,0,0,1,1,0,0,0
2.2297,0,0,0,0,1,1,0,0,0
2.754125,0,0,0,0,1,1,0,0,0
3.262047,0,0,0,0,1,1,0,0,0
3.854295,0,0,0,0,1,1,0,0,0
4.373199,0,0,0,0,1,1,0,0,0
4.88731,0,0,0,0,1,1,0,0,0
5.395439,0,0,0,0,1,1,0,0,0
5.923374,0,0,0,0,1,1,0,0,0
6.431555,0,0,0,0,1,1,0,0,0
6.944496,0,0,0,0,1,1,0,0,0
7.455975,0,0,0,0,1,1,0,0,0
7.957003,0,0,0,0,1,1,0,0,0
8.48049,0,0,0,0,1,1,0,0,0
8.980523,0,0,0,0,1,1,0,0,0
9.502801,0,0,0,0,1,1,0,0,0
10.02149,0,0,0,0,1,1,0,0,0
10.53975,0,0,0,0,1,1,0,0,0
11.06521,0,0,0,0,1,1,0,0,0
11.58523,0,0,0,0,1,1,0,0,0
12.08982,0,0,0,0,1,1,0,0,0
12.60982,0,0,0,0,1,1,0,0,0
13.11936,0,0,0,0,1,1,0,0,0
13.64159,0,0,0,0,1,1,0,0,0
14.15022,0,0,0,0,1,1,0,0,0
14.65602,0,0,0,0,1,1,0,0,0
15.16996,0,0,0,0,1,1,0,0,0
15.69283,0,0,0,0,1,1,0,0,0
16.20078,0,0,0,0,1,1,0,0,0
16.71946,0,0,0,0,1,1,0,0,0
17.23558,0.1357307,-0.133729,-0.001382649,-0.1306779,0.9974676,0.8612501,1.011971,0,1.408722
17.73677,-0.01275682,-0.4333625,0.008927584,-0.524698,0.4562002,0.2825711,0.8784256,0,0.8125687
18.25544,0.08451939,0.1387267,-0.05489349,0.1466773,1,1,1.087106,1.775476,7
18.76775,0.1279241,0.233565,-0.1089523,0.1960476,1,1,0.9713734,0.0661993,1
19.29045,0.1214175,0.2369147,-0.129243,0.1617839,1,1,1.037315,0,2.820496
19.79362,0.09014177,0.2187247,-0.1549664,0.1756946,1,1,0.9923412,0.08914065,1
20.31174,0.1731755,0.1713104,-0.05881727,0.1172205,1,1,0.9977106,0.03864861,1
20.83175,0.1472068,0.2151651,-0.08365303,0.1632137,0.8979353,0.9840157,0.9789575,0.03989196,1
21.35629,0.1364294,0.2099317,-0.115418,0.1563916,1,1,1,1.532263,0.6082431
21.86877,0.2895608,0.18212,-0.00881654,0.1138279,1,1,1,1.421122,1.667241
22.39155,0.1032929,0.1497232,-0.1931732,0.08834016,1,1,3,0.6793283,5.298044
22.90745,0.1522478,0.06809753,-0.2244081,-0.01132655,0.8123109,0.8895641,1.472733,0,1.330086
23.42505,0.1720643,0.02600425,-0.2202008,-0.04904544,0.8616262,0.8979133,1.437065,0,1.344688
23.94008,0.2006226,0.01906013,-0.1868709,-0.04866397,0.8160163,0.786191,1.37809,0,1.31884
24.46563,0.2015162,0.01152849,-0.1785676,-0.0563724,0.7955099,0.7769947,1.357536,0,1.327721
24.98654,0.1720517,0.07269043,-0.1420925,0.01389366,0.5661815,0.4628429,0,0,0
25.5088,0.1523709,0.2239465,-0.1328112,0.1621968,0.753366,0.710624,0,0,0
26.03342,0.1537327,0.2199712,-0.1323239,0.1086635,1,1,2.154209,1.089957,7
26.54348,0.1203232,0.01414841,-0.1832912,-0.05068147,1,1,3,0.7751555,5.778594
27.05391,0.1476743,0.009360969,-0.1793675,-0.04573536,1,1,1.889008,0,5.7715
27.56179,0.1776336,0.0679875,-0.1314675,0.03492719,0.6568841,0.6101721,2.292961,0,2.974808
28.07066,0.04448652,-0.05089962,-0.04528254,-0.03909874,0.06971183,0.1946611,0,0,0
28.57746,0.0444032,0.01418138,-0.382418,-0.03946841,0.9322009,0.7739535,2.087105,0,1.968231
29.08295,0.04646432,0.179359,-0.2673274,0.1251841,0.9107661,0.8884446,2.730408,0,3.294205
