time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,-0.1892933,-0.1026013,-0.2438307,-0.02132654,-1,-1,0.7531989,0.6741515,null
0.4620985,-0.04608381,-0.1006072,-0.1110608,-0.0211786,-1,-1,0.7944128,0.6306736,null
0.5641484,-0.04877031,-0.1006072,-0.1121613,-0.0210793,-1,-1,0.8358859,0.6616641,null
0.6689841,-0.04969972,-0.100139,-0.1121274,-0.02116561,-1,-1,0.854843,0.6778644,null
0.7741635,-0.09138381,0.03406113,-0.1593309,0.1193497,2.973114,3.368027,1,1,null
0.8794568,-0.09595931,0.03761017,-0.158143,0.1197856,3.028366,3.435699,1,1,null
0.9823411,-0.2986161,-0.3580191,-0.05146945,-0.03047824,-1,-1,0.1995912,0.5621186,null
1.097695,-0.1272679,0.118472,-0.1841205,0.1998714,-1,-1,0.834318,0.8267155,null
1.198667,-0.1280689,0.1099854,-0.1808684,0.1864287,3.5681,3.922638,1,1,null
1.300491,-0.1224732,0.09096205,-0.1771262,0.1803079,3.564087,4.015182,1,1,null
1.403489,-0.05611151,0.154762,-0.106729,0.250753,3.636459,4.12149,1,1,null
1.506474,0.01542544,0.2311865,-0.04335356,0.3263479,3.674149,4.103485,1,1,null
1.609813,0.009765983,0.2268706,-0.04375303,0.3253982,3.544037,4.022202,1,1,null
1.710509,0.08239377,0.359338,0.01167727,0.4808851,3.273178,3.736786,1,1,null
1.817389,0.07136059,0.3477073,0.01193726,0.4601772,3.237808,3.556213,1,1,null
1.917914,0.06268549,0.3424881,0.001571894,0.4525507,3.139999,3.494934,1,1,null
2.019414,0.04835606,0.3303774,-0.003111184,0.4448412,3.165298,3.551224,1,1,null
2.120293,0.04799843,0.3291332,-0.002982199,0.4438849,3.211761,3.585358,1,1,null
2.224095,0.02894557,0.3243226,-0.01657331,0.4343701,3.451752,3.655029,1,1,null
2.326196,-0.05226362,0.2755916,-0.1119701,0.3790475,3.64183,3.96582,1,1,null
2.428547,-0.05302691,0.2748325,-0.1105443,0.3774102,3.69487,4.055893,1,1,null
2.545542,-0.05922019,0.2809356,-0.1079061,0.3831269,3.699173,4.150238,1,1,null
2.646396,0,0,-0.3124132,0.4077881,-1,-1,0.5333256,0.8047154,null
2.762984,-0.2599651,0.3063136,-0.3139901,0.4007272,3.823044,4.351974,1,1,null
2.881905,-0.2518765,0.3023553,-0.3100728,0.3990459,3.841736,4.447678,1,1,null
2.982994,-0.2465903,0.3013791,-0.3016499,0.3978583,3.896164,4.49292,1,1,null
3.102718,-0.2374716,0.2986199,-0.2899448,0.3950502,3.982697,4.509033,1,1,null
3.217793,-0.3849525,0.2420622,-0.4373939,0.3354169,4.054779,4.591553,1,1,null
3.318412,-0.3796046,0.2405197,-0.4333532,0.3354169,4.080399,4.541489,1,1,null
3.42241,-0.3497851,0.2314216,-0.3833037,0.3309985,4.096146,4.622482,1,1,null
3.52335,-0.1180499,0.1049522,-0.1744156,0.197747,3.921509,4.516037,1,1,null
3.63972,-0.1148448,0.1251306,-0.1643849,0.2129824,4.061554,4.352676,0.9031718,0.6554804,null
3.759158,-0.1165197,0.1201063,-0.1703557,0.2046247,3.848572,3.993668,1,1,null
3.876128,-0.1197817,0.1157361,-0.1719748,0.2038407,3.454514,3.851074,1,1,null
3.978637,-0.01595724,0.1356973,-0.07710373,0.2423291,3.300415,3.741898,1,1,null
4.09686,0.002932787,0.1365375,-0.05082071,0.2402582,3.265884,3.739014,1,1,null
4.200442,-0.01989686,0.1353978,-0.07563752,0.2379793,3.296646,3.880722,1,1,null
4.31953,0.1815543,0.01444459,0.132262,0.111659,-1,-1,1,1,null
4.438491,0.1360837,0.02102798,0.09487641,0.1189809,3.363297,-1,1,1,null
4.542638,0.1017305,0.03105551,0.06576788,0.1310699,3.506546,3.976151,1,1,null
4.649153,0.05451238,0.04641604,0.01883352,0.14211,3.504547,4.023331,1,1,null
4.758395,0.003256559,0.0504573,-0.03334928,0.1476013,3.494934,3.957016,1,1,null
4.864323,-0.04827285,0.05374342,-0.08535904,0.1534481,3.538559,3.949829,1,1,null
4.97373,-0.09829056,0.06515259,-0.1321729,0.1598249,3.722687,4.189423,1,1,null
5.078246,-0.03668082,0.1059639,-0.06496817,0.2031338,3.853302,4.314575,1,1,null
5.189401,0.02899456,0.1269608,8.058548E-05,0.224872,3.994232,4.498795,1,1,null
5.295735,-0.00528717,0.1246842,-0.03578758,0.2195775,3.931168,4.527603,1,1,null
5.404666,-0.02257937,0.1252607,-0.05229306,0.2223738,4.052505,4.584595,1,1,null
5.512248,-0.1799625,0.1329732,-0.2185072,0.2236388,4.104767,4.597733,1,1,null
5.621374,-0.1652982,0.1409218,-0.2083146,0.2269405,4.241577,4.647766,1,1,null
5.728608,-0.1317819,0.1394218,-0.1661271,0.234131,4.275009,4.774414,1,1,null
5.838694,-0.2260571,0.1318028,-0.2682152,0.2223974,4.311081,4.801727,1,1,null
