time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,-0.1560577,-0.1555684,-0.1471857,-0.07901216,2.969299,2.95549,1,1,null
0.4597407,-0.2080241,-0.1454626,-0.1930891,-0.05717254,3.041565,3.082855,1,1,null
0.5769396,0.02850437,-0.1508631,0.03220189,-0.07693636,2.970032,2.933746,1,1,null
0.6842902,0.08133543,-0.1355858,0.08191562,-0.07049298,2.94632,2.993332,1,1,null
0.7891673,0.04387224,-0.1442448,0.04359365,-0.07206964,3.017609,2.947708,1,1,null
0.8938751,0.02839601,-0.1419743,0.03429508,-0.065238,3.043381,2.943237,1,1,null
0.9958256,-0.1673288,-0.1577694,-0.1713432,-0.06901145,2.963272,3.200333,1,1,null
1.10055,-0.28144,-0.2084799,-0.289942,-0.1209062,3.220413,3.233002,1,1,null
1.213243,-0.1470208,-0.1996194,-0.1440411,-0.1123813,3.189575,3.15976,1,1,null
1.314652,-0.08046907,-0.1894181,-0.07212603,-0.1091754,2.955032,2.920639,1,1,null
1.418451,-0.04828644,-0.187862,-0.03550738,-0.1037261,2.990875,2.905899,1,1,null
1.5242,-0.02844065,-0.1918162,-0.01311457,-0.1051129,3.07074,2.916428,1,1,null
1.635785,-0.0135715,-0.1931838,0.004600883,-0.1125019,3.154861,3.072113,1,1,null
1.751613,-0.1043436,-0.2008648,-0.09266013,-0.1197157,3.377213,3.369064,1,1,null
1.860437,-0.09894419,-0.1979964,-0.08490556,-0.1172363,3.431381,3.489883,1,1,null
1.965528,-0.2203535,-0.1879307,-0.227229,-0.1010501,3.576004,3.77565,1,1,null
2.073843,-0.2061624,-0.1847949,-0.2063463,-0.1011596,3.718613,3.643738,1,1,null
2.185532,-0.1903436,-0.1822581,-0.1808028,-0.09517336,3.732986,3.708817,1,1,null
2.29361,-0.0960995,-0.2357329,-0.1002899,-0.1502936,3.790833,3.81041,1,1,null
2.401284,-0.003683925,-0.2797977,-0.01674443,-0.2046335,3.864365,3.893036,1,1,null
2.505345,-0.06251955,-0.2344577,-0.06215239,-0.1582335,3.878433,3.915085,1,1,null
2.610372,-0.09934843,-0.194595,-0.09693384,-0.1272516,3.955734,4.040054,1,1,null
2.715235,0.1486957,-0.3946126,0.07125187,-0.3227948,3.830765,3.816971,1,1,null
2.819177,0.09332919,-0.394045,0.04571331,-0.3178102,4.04129,3.871979,1,1,null
2.928221,0.02339649,-0.3505502,-0.009337902,-0.2725303,4.004868,4.071976,1,1,null
3.28815,-0.1074389,-0.2561736,-0.1317671,-0.1925178,4.248917,4.305389,1,1,null
3.396418,-0.1169581,-0.279922,-0.1328717,-0.2067662,4.232407,4.319733,1,1,null
3.504483,-0.1248276,-0.2964804,-0.1348398,-0.2193607,4.221313,4.276245,1,1,null
3.605793,-0.1348583,-0.3212039,-0.1443841,-0.2481129,4.268524,4.291321,1,1,null
3.709427,-0.1529758,-0.3372166,-0.1667714,-0.2745181,4.162369,4.400391,1,1,null
3.823229,0.03138018,-0.2398555,-0.0003167987,-0.1794721,4.226608,4.265533,1,1,null
3.933171,-0.01445007,-0.2686059,-0.0333094,-0.201793,4.187332,4.297211,1,1,null
4.039655,0.182968,-0.1832756,0.1527191,-0.1265259,4.436234,4.209381,1,1,null
4.146359,0.1481671,-0.2015496,0.1300474,-0.1467392,4.031601,4.055954,1,1,null
4.261668,0.06106722,-0.2355767,0.04861891,-0.1718819,3.912247,3.84433,1,1,null
4.388178,0.02813864,-0.1329165,-0.003050923,-0.07894278,3.786453,3.713898,1,1,null
4.49174,0.02714205,-0.10813,0.004880428,-0.0492779,3.660934,3.789307,1,1,null
4.600548,0.008306742,-0.1334773,-0.006449223,-0.07195961,3.873581,3.862885,1,1,null
4.701766,-0.02182114,-0.09319723,-0.04134232,-0.04168582,3.979691,4.0578,1,1,null
4.804779,-0.03593779,-0.128908,-0.05283654,-0.06948793,4.068359,4.051575,1,1,null
4.905282,-0.09267992,-0.165261,-0.1193836,-0.1008161,4.03392,4.081299,1,1,null
5.007521,-0.07398224,-0.128365,-0.1103305,-0.05895901,4.014648,4.094391,1,1,null
5.110479,-0.0553633,-0.02623439,-0.1017091,0.0314334,4.066818,3.96434,1,1,null
5.213272,-0.05049163,-0.08629274,-0.08678299,-0.0214088,3.872009,3.947372,1,1,null
5.314666,-0.04334933,-0.1281897,-0.07040739,-0.05278981,3.64534,3.716446,1,1,null
5.419021,-0.1218541,-0.09621954,-0.1485626,-0.03047633,3.607697,3.65123,1,1,null
5.519865,-0.2584983,-0.06370997,-0.2687389,-0.003122091,3.642593,3.714157,1,1,null
5.625565,-0.2736325,-0.09682775,-0.2750204,-0.03464949,3.603867,3.81665,1,1,null
5.7517,-0.1549363,-0.192589,-0.1390501,-0.1031915,3.668884,3.685272,1,1,null
5.853916,-0.1936145,-0.1555592,-0.1954763,-0.08109987,3.688263,3.632858,1,1,null
5.955139,-0.2161285,-0.07355094,-0.2003286,-0.01530159,3.63559,3.714005,1,1,null
6.063,-0.1858975,-0.06376553,-0.1679931,0.006067634,3.312485,3.568283,1,1,null
6.163609,-0.1610922,-0.09203684,-0.1316913,-0.008663177,3.314682,3.387482,1,1,null
6.264597,-0.177491,-0.1204071,-0.1518222,-0.03222263,3.224503,3.305496,1,1,null
6.365536,-0.2630319,-0.173938,-0.238893,-0.08298016,3.176804,3.4151,1,1,null
6.466646,-0.2538843,-0.1773113,-0.2193576,-0.07997584,3.250198,3.480133,1,1,null
6.592633,-0.2158887,-0.2322155,-0.2209508,-0.1479857,3.311966,3.634628,1,1,null
6.697425,-0.1119865,-0.2373612,-0.1057736,-0.1470128,3.332489,3.60907,1,1,null
6.820502,-0.07547486,-0.2587661,-0.09145963,-0.1727375,3.31662,3.706787,1,1,null
6.92213,-0.06223053,-0.2556894,-0.05902255,-0.1627591,3.395615,3.583115,1,1,null
7.04535,-0.1200861,-0.2630439,-0.161929,-0.1846825,3.38118,3.722092,1,1,null
7.165354,-0.100518,-0.2120403,-0.124984,-0.1227576,3.47496,3.65126,1,1,null
7.287751,0.07176602,-0.3106738,0.01551163,-0.2270315,3.471054,3.826477,0.9116476,0.8825108,null
7.38935,0.1145257,-0.2987335,0.07471323,-0.2213935,3.607788,3.776138,0.8340314,0.9533575,null
7.49054,0.03201628,-0.2121562,0.02304983,-0.1331795,3.744904,3.935181,1,1,null
7.621011,-0.04354304,-0.1852704,-0.03318286,-0.1118735,3.784103,3.866165,1,1,null
7.722777,-0.1021416,-0.1762193,-0.09402269,-0.09284663,3.795471,3.896133,1,1,null
7.824216,-0.1490877,-0.1643531,-0.1371133,-0.08290744,3.765182,3.940277,1,1,null
7.929539,-0.1568516,-0.1375891,-0.1412906,-0.05599451,3.832336,3.919235,1,1,null
8.054647,0.09734929,-0.3938745,0.1793051,-0.2547901,-1,-1,0,0,blinked
8.177618,0.1583877,-0.3955768,0.09796596,-0.3275644,3.795135,3.661804,0.08641924,0,null
8.278474,0.08899391,-0.3171186,0.05816233,-0.2464366,3.772888,3.824585,0.6223622,0.4882925,null
8.379091,0.01890552,-0.2651473,0.01192737,-0.1831963,3.669434,3.959961,0.824357,0.4888306,null
8.481516,0.1024678,-0.2706338,0.07666183,-0.2099023,4.077454,4.132111,0.8316424,0.6976067,null
8.58433,0.04018927,-0.2926215,0.02119708,-0.2213646,3.896591,4.080368,0.9262826,0.7188519,null
8.689518,0.03378701,-0.2391595,-0.002768993,-0.1710211,3.935776,3.976761,0.9239356,0.7078006,null
8.792995,0.004032135,-0.2362972,-0.02469528,-0.1720805,3.92778,4.137772,0.9905094,0.7764863,null
8.894839,0.1426573,-0.242522,0.1039077,-0.177265,3.898087,4.058594,0.8975987,0.8673875,null
8.999505,0.09944296,-0.2345332,0.06943512,-0.1771841,3.782745,3.888397,1,1,null
9.101043,0.0704633,-0.237625,0.04624844,-0.1770574,3.619507,3.71077,1,1,null
9.201484,0.008142114,-0.2089556,-0.01161605,-0.1554157,3.402679,3.504166,1,1,null
9.301723,-0.02227455,-0.2002587,-0.0452553,-0.1400093,3.302475,3.244995,1,1,null
9.407554,-0.03712004,-0.10181,-0.08693665,-0.04112566,3.120773,3.301407,1,1,null
9.508283,-0.03322142,-0.1033596,-0.07468748,-0.04418933,3.084274,3.185837,1,1,null
9.611172,-0.0372448,-0.127266,-0.06953704,-0.05997944,3.162231,3.114975,1,1,null
9.715881,-0.05826932,-0.1267939,-0.09834152,-0.05367875,3.083862,3.098297,1,1,null
