time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0,0,0,0,-1,-1,1,1,null
0.4619876,0,0,0,0,-1,-1,1,1,null
0.5712261,0,0,0,0,-1,-1,1,1,null
0.7152814,0,0,0,0,-1,-1,1,1,null
0.8330348,0,0,0,0,-1,-1,1,1,null
0.9499366,0,0,0,0,-1,-1,1,1,null
1.063756,0,0,0,0,-1,-1,1,1,null
1.16739,0,0,0,0,-1,-1,1,1,null
1.28317,0,0,0,0,-1,-1,1,1,null
1.383252,0,0,0,0,-1,-1,1,1,null
1.484272,0,0,0,0,-1,-1,1,1,null
1.60043,0,0,0,0,-1,-1,1,1,null
1.713367,0,0,0,0,-1,-1,1,1,null
1.827135,0,0,0,0,-1,-1,1,1,null
1.931165,0,0,0,0,-1,-1,1,1,null
2.031253,0,0,0,0,-1,-1,1,1,null
2.131486,0,0,0,0,-1,-1,1,1,null
2.239206,0,0,0,0,-1,-1,1,1,null
2.341142,0,0,0,0,-1,-1,1,1,null
2.455802,0,0,0,0,-1,-1,1,1,null
2.570747,0,0,0,0,-1,-1,1,1,null
2.687247,0,0,0,0,-1,-1,1,1,null
2.798902,0,0,0,0,-1,-1,1,1,null
2.913796,0,0,0,0,-1,-1,1,1,null
3.018039,0,0,0,0,-1,-1,1,1,null
3.121157,0,0,0,0,-1,-1,1,1,null
3.225425,0,0,0,0,-1,-1,1,1,null
3.337224,0,0
