time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,PupilSize,LeftBlink,RightBlink
0.3533334,0,0,0,0,-1,1,1
0.4660559,0,0,0,0,-1,1,1
0.5799376,0,0,0,0,-1,1,1
0.6916865,0,0,0,0,-1,1,1
0.8027139,0,0,0,0,-1,1,1
0.9132515,0,0,0,0,-1,1,1
1.022961,0,0,0,0,-1,1,1
1.133415,0,0,0,0,-1,1,1
1.246404,0,0,0,0,-1,1,1
1.359144,0,0,0,0,-1,1,1
1.471422,0,0,0,0,-1,1,1
1.583845,0,0,0,0,-1,1,1
1.69867,0,0,0,0,-1,1,1
1.811855,0,0,0,0,-1,1,1
1.922837,0,0,0,0,-1,1,1
2.040527,0,0,0,0,-1,1,1
2.152775,0,0,0,0,-1,1,1
2.26599,0,0,0,0,-1,1,1
2.3779,0,0,0,0,-1,1,1
2.492211,0,0,0,0,-1,1,1
2.610146,0,0,0,0,-1,1,1
2.710221,0,0,0,0,-1,1,1
2.830693,0,0,0,0,-1,1,1
2.948892,0,0,0,0,-1,1,1
3.06664,0,0,0,0,-1,1,1
3.184823,0,0,0,0,-1,1,1
3.301893,0,0,0,0,-1,1,1
3.420666,0,0,0,0,-1,1,1
3.541402,0,0,0,0,-1,1,1
3.661783,0,0,0,0,-1,1,1
3.761993,0,0,0,0,-1,1,1
3.879961,0,0,0,0,-1,1,1
3.981848,0,0,0,0,-1,1,1
4.098133,0,0,0,0,-1,1,1
4.198638,0,0,0,0,-1,1,1
4.312693,0,0,0,0,-1,1,1
4.425785,0,0,0,0,-1,1,1
4.535902,0,0,0,0,-1,1,1
4.640392,0,0,0,0,-1,1,1
4.751787,0,0,0,0,-1,1,1
4.861948,0,0,0,0,-1,1,1
4.975777,0,0,0,0,-1,1,1
5.086871,0,0,0,0,-1,1,1
5.199958,0,0,0,0,-1,1,1
5.311098,0,0,0,0,-1,1,1
5.424409,0,0,0,0,-1,1,1
5.534977,0,0,0,0,-1,1,1
5.648648,0,0,0,0,-1,1,1
5.762859,0,0,0,0,-1,1,1
5.876547,0,0,0,0,-1,1,1
5.987798,0,0,0,0,-1,1,1
6.100562,0,0,0,0,-1,1,1
6.20089,0,0,0,0,-1,1,1
6.302711,0,0,0,0,-1,1,1
6.405905,0,0,0,0,-1,1,1
6.525531,0,0,0,0,-1,1,1
6.62994,0,0,0,0,-1,1,1
6.749553,0,0,0,0,-1,1,1
6.868043,0,0,0,0,-1,1,1
6.982538,0,0,0,0,-1,1,1
7.097365,0,0,0,0,-1,1,1
7.19844,0,0,0,0,-1,1,1
7.315715,0,0,0,0,-1,1,1
7.43487,0,0,0,0,-1,1,1
7.550739,0,0,0,0,-1,1,1
7.666009,0,0,0,0,-1,1,1
7.784955,0.3841548,-0.2093415,0.04145753,-0.296064,3.707718,0,0
7.886532,0.366168,-0.3793039,0,0,-1,0.7539991,0.4014577
7.98921,0.321269,-0.1363766,-0.07205665,-0.3336651,3.546677,1,1
8.094805,0.1114689,0.00439024,-0.2658801,-0.1405025,3.22847,1,1
