time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
45,-0.2585527,-0.01926851,-0.1557454,-0.005271435,4.477142,4.376785,1,1,0
46,-0.1167018,-0.02823579,-0.0210495,-0.01655865,4.210983,4.245056,1,1,0
47,-0.2007396,-0.03947914,-0.1111091,-0.02670145,4.292984,4.150299,0.9673262,0.9908415,0
48,0.1958531,-0.01269865,0.3098141,-0.5067356,-1,-1,0.7443079,0.5615342,1
49,-0.2674363,0.04970735,-0.1384702,0.03315413,3.429047,3.362045,1,1,0
50,0.1238171,0.02339417,0.2122953,-0.03246784,3.563293,3.65741,1,1,0
51,0.08594406,-0.0005427599,0.1658124,-0.03554273,3.777008,3.640778,0.8658048,0.8662783,0
52,-0.07645571,0.04377276,0.01791978,0.009603739,3.709625,3.655731,1,1,0
53,-0.09563643,-0.08192718,-0.03082079,-0.1419493,3.571823,3.590698,1,1,0
54,-0.1548074,-0.169494,-0.07387495,-0.2539772,3.411346,4.05011,1,1,0
55,-0.230738,-0.1227833,-0.1693642,-0.1376057,3.568558,3.46167,1,1,0
56,-0.2632144,-0.1077825,-0.2175682,-0.1113278,3.859924,3.815353,1,1,0
57,-0.1363541,-0.1256136,-0.08749437,-0.1731285,3.491287,3.563797,1,1,0
58,-0.2471085,-0.1554084,-0.2033348,-0.1735228,2.96933,3.083115,1,1,0
59,-0.4587147,-0.1058611,-0.341778,-0.0933373,3.172729,3.227768,1,1,0
60,-0.2519864,0.04583114,-0.1174448,0.03717989,3.841141,3.36824,1,1,0
61,-0.2521831,-0.01959777,-0.1458905,-0.03084135,4.289963,4.2155,1,1,0
62,-0.2643116,-0.08551335,-0.1553595,-0.1212513,-1,-1,0.6838065,0.5619048,0
63,-0.3857065,-0.02277339,-0.2932987,-0.02208543,3.637314,3.593597,0.9710904,0.7568016,0
64,-0.23972,0.00440371,-0.1459503,0.008699894,3.767319,3.636017,1,1,0
65,-0.2552841,-0.1074355,-0.1662391,-0.1025749,3.755203,3.71019,1,1,0
66,-0.09827834,-0.2346627,-0.06836027,-0.3294466,3.786667,-1,0.936333,0.5089473,0
67,-0.3377007,-0.01343524,-0.2483215,-0.004055381,3.778503,3.732971,1,1,0
68,-0.2917771,-0.0241611,-0.2016242,-0.02079868,4.067154,4.172653,1,1,0
69,-0.1079412,-0.1758516,-0.04055923,0.1273438,-1,-1,0.164285,0.3138447,0
70,-0.2345644,-0.0816195,-0.1422887,-0.0816977,3.836182,3.771164,1,1,0
71,-0.07704371,-0.1479458,0.06007528,-0.2244841,3.43129,4.213867,1,1,0
72,-0.2489464,0.006314218,-0.1184205,-0.04015875,-1,2.811768,0.6927041,0.7233245,0
73,-0.2635465,0.02830446,-0.1418558,0.03932935,3.098846,3.119095,1,1,0
74,-0.0241127,-0.14136,-8.481741E-05,-0.1576952,3.36911,3.558563,1,1,1
75,-0.3454626,-0.1526802,-0.4189997,-0.2423658,3.453583,3.493423,0.9145561,0.6698767,0
76,-0.3323545,-0.06934583,-0.2481474,-0.07592106,3.616776,3.60527,1,1,0
77,-0.1075952,0.07776755,-0.00999099,0.07901847,2.888718,2.85199,1,1,0
78,-0.2773741,0.004197717,-0.171477,0.01918775,2.785309,2.730728,1,1,0
79,0.1352167,-0.002331138,0.2521532,-0.01753247,2.687378,3.187225,0.8932558,0.660352,0
80,-0.2909883,0.01151949,-0.1761529,0.01152402,3.424225,3.315536,1,1,0
81,-0.2056427,0.02571851,-0.102824,0.01768827,3.259537,3.157928,1,1,0
82,-0.3075075,0.04596055,-0.1907322,0.04169595,3.300354,3.371201,1,1,0
83,-0.3505331,0.01703733,-0.243269,0.02383685,3.597153,3.72554,1,1,0
84,-0.4036921,-0.02436793,-0.2914252,-0.01255262,3.500977,3.546509,1,1,0
85,-0.2768698,-0.03163099,-0.1651457,-0.02558005,3.590256,3.439972,1,1,0
86,-0.2312026,-0.02055323,-0.1267021,-0.02488399,3.564453,3.492966,1,1,0
87,-0.2422305,-0.07974696,-0.1381082,-0.07888305,3.464783,3.273026,1,1,0
88,-0.1671813,-0.1532834,0.01954615,-0.3952237,-1,-1,0.5008892,0.7296577,0
89,-0.3836809,-0.03186357,-0.2817282,-0.01590824,3.523376,3.418564,1,1,0
90,-0.3762738,-0.01491559,-0.2610075,-0.09173512,-1,3.658813,0.6280821,0.7671622,0
91,-0.2025275,0.0342325,-0.0904895
