time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
0,0.07917953,-0.2262359,0.221194,-0.2773205,-1,-1,0.6016282,0.343823,1
2,-0.08154142,-0.4191842,0.1257427,-0.7180977,3.347778,-1,0.8839592,0.4497226,0
3,-0.04813826,-0.2811935,0.02783811,-0.186913,-1,3.844193,0.7090055,0.2537157,2
4,-0.1260916,-0.2642709,-0.08624452,-0.218344,4.226242,4.34256,1,1,0
5,-0.1996128,-0.2340744,-0.1547661,-0.1819777,4.364182,4.343628,1,1,0
6,-0.1752602,-0.1962429,-0.1332702,-0.1655798,3.903595,6.776474,0.842293,0.8023427,0
7,-0.1590088,0.02347064,-0.1143564,0.05638474,4.020706,3.959869,0.7720807,0.8855596,0
8,-0.1770139,0.1002922,-0.07453173,0.1261739,4.318573,4.05423,0.8440762,0.9304914,0
9,-0.2138112,-0.09151459,-0.1848599,-0.08347631,3.738968,3.700073,0.8777745,0.6695175,1
10,0.03646529,-0.1555101,0.1255742,-0.2165895,4.116699,4.751541,0.8166711,0.7303151,0
11,0.0622921,-0.1294899,0.1841794,-0.1908555,4.139145,-1,0.7671394,0.7371179,0
12,-0.1079672,-0.1351769,-0.02401274,-0.145175,4.262924,4.145065,0.8893822,0.6773288,0
13,-0.3698043,-0.05968165,-0.2792577,-0.03326583,4.537659,4.520554,0.8735451,0.6632817,0
14,-0.1854613,-0.1746237,-0.1116747,-0.1652709,3.868591,3.81929,0.9739756,0.7189946,0
15,-0.2127141,-0.01613486,-0.1144658,0.002210677,4.036209,3.71257,1,1,0
16,-0.1349384,-0.2384214,-0.06426656,-0.2770882,3.570892,-1,0.7937131,0.4592315,0
17,-0.1324402,-0.1373546,-0.08298188,-0.1181909,4.023956,3.743439,0.9819126,0.7347287,0
18,-0.09972209,-0.04494262,0.3230355,-0.5288341,-1,-1,0.3784323,0.5628987,0
19,-0.08212328,-0.01064777,0.004359007,-0.01902926,4.213852,3.980072,0.810516,0.8207856,0
20,-0.2897962,-0.2542076,-0.07093096,0.6338398,4.046951,-1,0.7537131,0.4433032,0
21,-0.04175115,0.0003016591,0.04625332,-0.005301237,3.690247,3.712479,0.8808163,0.9048357,0
22,-0.2093446,-0.02729583,-0.08800185,-0.00448668,4.199707,4.22995,1,1,0
23,-0.3079085,-0.02948534,-0.2033842,-0.01703596,4.445435,4.375015,0.9710952,0.9301491,0
24,-0.2700236,0.009270072,-0.1709376,0.02856654,3.858643,3.778793,1,1,0
25,-0.1712579,-0.02093983,-0.05922788,-0.01616096,4.238251,4.162781,0.9307989,0.9825132,0
26,0.03255928,-0.06217837,0.1247208,-0.09155095,4.431015,4.338898,0.8292173,0.7385283,0
27,-0.1873088,-0.07180107,-0.09083724,-0.06766856,4.201706,4.13765,1,1,0
28,-0.4800215,-0.0134666,-0.3597621,0.01068234,4.510208,4.119339,0.940599,0.8347936,0
29,-0.140865,-0.00742662,-0.03573018,-0.001033068,4.020493,4.229294,1,1,0
30,-0.2816446,-0.02095246,-0.1802458,-0.003239632,4.143356,4.12886,1,1,0
31,-0.3171859,-0.003609061,-0.222733,0.004485011,3.708542,3.707672,1,1,0
32,-0.3696319,-0.1532397,-0.00995177,0.343015,3.446075,-1,0.469301,0.723313,0
33,-0.1171247,-0.2056595,-0.07416135,-0.2444991,3.594177,4.438553,0.9254485,0.6110289,0
34,-0.4040874,-0.01927722,-0.2939639,0.009684443,3.822678,3.865509,1,1,0
35,-0.6022637,-0.1257377,-0.4421564,-0.07626009,4.136917,4.164749,0.7352545,0.7002457,0
36,-0.2905098,0.01640564,-0.1947406,0.04000199,4.047745,3.984406,0.9931457,0.9214321,0
37,-0.2496697,0.01495302,-0.1475697,0.03646606,4.180893,4.151154,0.9098558,0.9208205,1
38,-0.07355094,0.02974051,0.01945639,0.01760131,3.931747,4.069061,1,1,0
39,-0.5158058,0.001776636,-0.4096797,0.03333586,4.574585,4.444199,1,1,0
40,-0.2429193,0.007847011,-0.1180933,0.03115845,4.498703,4.229218,1,1,0
41,-0.05801749,-0.02737141,0.0524478,-0.0403384,4.074417,4.176239,1,1,0
42,-0.4923177,-0.0167377,-0.3722566,-0.00797236,4.453827,4.484024,1,1,0
43,-0.1518908,-0.006183743,-0.04453677,-0.01240873,4.314575,4.28624,1,1,0
44,-0.2183315,0.0861218,-0.1255447,0.0798021,4.206284,3.990448,1,1,0
