time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0.05818331,0.2246377,0.04828334,0.3159877,4.756104,5.075287,1,1,null
0.4712265,0.06430662,0.2249255,0.0404309,0.3053769,4.473679,4.820633,1,1,null
0.5821509,-0.4616707,-0.3882015,-0.07124227,-0.1722951,-1,-1,0,0,blinked
0.6933063,-0.3196886,-0.3264284,-0.0342111,0.0007990003,-1,-1,0,0.05281553,null
0.8011031,-0.1234449,0.1070943,-0.1598837,0.2032835,-1,-1,0.395908,0.4397016,null
0.9049097,-0.09156537,0.1263454,-0.1144432,0.212325,4.000717,4.494019,0.8209599,0.6161703,null
1.009162,-0.06921494,0.135116,-0.08634657,0.2246964,4.144806,4.445023,0.8722447,0.6983228,null
1.112543,-0.06296027,0.143419,-0.08161789,0.2295491,4.135483,4.579285,0.8903251,0.776489,null
1.219968,-0.04096526,0.07954437,-0.06790572,0.1653038,4.26503,4.635529,0.8914111,0.7198421,null
1.324041,-0.04552841,0.08408064,-0.07432151,0.1700421,4.312347,4.627991,0.8883838,0.7407867,null
1.430305,-0.06206375,0.09220088,-0.0970329,0.1845611,4.37619,4.850662,0.9062987,0.7666559,null
1.539769,-0.1002027,0.1070911,-0.129257,0.200553,4.416321,4.754517,0.9104325,0.7686763,null
1.646026,0.03329396,0.06265241,-0.005443275,0.1464215,4.433304,4.784515,0.9179367,0.8158723,null
1.754707,-0.0314064,0.08492464,-0.06670946,0.1772467,4.443329,4.889175,0.8934231,0.8342543,null
1.869547,-0.07256788,0.09403425,-0.1028481,0.1847238,4.466064,5.012817,0.9036538,0.8070722,null
1.973132,0.05935168,0.1006824,0.02797556,0.1876517,4.59874,5.063965,0.9131163,0.8413684,null
2.084283,0.04316485,0.1031638,0.01613331,0.1928502,4.645676,5.207474,0.9857736,0.9174207,null
2.191767,0.02567255,0.09987867,-0.006325662,0.1876022,4.631287,5.090302,0.9812633,0.931706,null
2.300591,0.01413405,0.1062854,-0.01877666,0.1951358,4.727554,5.174377,0.9992277,0.9500183,null
2.405241,-0.1066148,0.1444337,-0.1249434,0.2297743,4.78334,5.323837,0.9742272,0.8817918,null
2.512338,-0.2267851,0.166154,-0.2626086,0.2550995,4.821915,5.245499,1,1,null
2.617272,-0.2134694,0.155688,-0.2411066,0.2518623,4.716263,5.348862,1,1,null
2.72489,-0.2002854,0.1535268,-0.2327365,0.2528289,4.797668,5.348007,1,1,null
2.830865,-0.1862068,0.1578352,-0.2191092,0.2530638,4.866821,5.379578,1,1,null
2.936804,-0.1722205,0.1559648,-0.206655,0.2545155,4.740555,5.384979,1,1,null
3.044391,-0.2448633,0.194498,-0.2706703,0.2850769,5.012634,5.384232,1,1,null
3.153401,-0.2310892,0.1786526,-0.2639302,0.2802934,4.944916,5.466675,1,1,null
3.258868,-0.2205154,0.174467,-0.2497003,0.2711308,4.868362,5.462585,1,1,null
3.366583,-0.2251911,0.2945012,-0.2556764,0.3886185,4.957657,5.425858,1,1,null
3.47962,-0.2156026,0.2776536,-0.240739,0.3796223,4.766144,5.31395,1,1,null
3.588599,-0.2158838,0.3642578,-0.2451075,0.4647058,4.665375,5.163986,1,1,null
3.691462,-0.2186813,0.3530379,-0.2427826,0.4558784,4.571671,5.16423,1,1,null
3.800027,-0.2179065,0.3497464,-0.235348,0.4496906,4.388885,4.926651,1,1,null
3.902679,-0.6902748,-0.08707833,-0.1150636,0.2967842,-1,-1,0.199202,0.7355595,null
4.004372,-0.2150909,0.2621278,-0.2441817,0.3542592,-1,-1,0.6630048,0.9049366,blinked
4.10891,-0.2144659,0.2634271,-0.2384719,0.3495844,4.164169,4.460266,1,1,null
4.214738,-0.180502,0.1732157,-0.2238353,0.2672664,4.289505,4.630157,1,1,null
4.318678,-0.1734398,0.101889,-0.2095399,0.1877381,4.333115,4.623856,0.9557419,0.9560814,null
4.424123,-0.1770294,0.1070297,-0.2043703,0.199003,4.372711,4.809036,0.9707783,0.9532228,null
