Blink,time,count,tempblink
0.3533334,0,1,0
0.6866667,1,1,1
0.7867284,1,1,1
0.99903,1,1,1
1.115093,1,1,1
1.238302,1,2,0
1.353742,1,2,0
1.469475,1,2,0
1.58521,1,2,0
1.697206,1,2,0
1.804793,1,2,0
1.918549,1,2,0
2.031924,1,2,0
2.146512,1,3,0
2.258418,1,3,0
2.373216,1,3,0
2.483785,1,3,0
2.593264,1,3,0
2.706599,1,3,0
2.814891,1,3,0
2.927191,1,3,0
3.037936,1,3,0
3.151542,1,4,0
3.261519,1,4,0
3.373464,1,4,0
3.481529,1,4,0
3.593265,2,4,1
3.696001,3,4,2
3.80323,3,4,2
3.906303,3,4,2
4.015767,3,4,2
4.125849,3,5,0
4.241131,3,5,0
4.350876,3,5,0
4.459231,3,5,0
4.570189,3,5,0
4.682565,3,5,0
4.791966,3,5,0
4.896983,3,5,0
4.999153,3,5,0
5.102889,3,5,0
5.214442,3,6,0
5.324837,3,6,0
5.437126,3,6,0
5.547027,3,6,0
5.657857,3,6,0
5.774645,3,6,0
5.886017,3,6,0
5.997911,3,6,0
6.106056,3,6,0
6.215236,3,7,0
6.316201,3,7,0
6.427804,3,7,0
6.541419,3,7,0
6.654256,3,7,0
6.770555,3,7,0
6.881425,3,7,0
6.995309,3,7,0
7.103333,3,7,0
7.219986,3,8,0
7.338772,3,8,0
7.440031,3,8,0
7.552262,3,8,0
7.675062,3,8,0
7.810988,3,8,0
7.911196,4,8,1
8.024607,4,8,1
8.137682,4,9,0
8.261409,4,9,0
8.371254,4,9,0
8.472558,4,9,0
8.573345,4,9,0
8.688964,4,9,0
8.800475,4,9,0
8.917289,4,9,0
9.030385,4,9,0
9.142894,4,10,0
9.257637,4,10,0
9.368167,4,10,0
9.478492,4,10,0
9.591876,4,10,0
9.712055,4,10,0
9.823443,4,10,0
9.934931,4,10,0
10.04551,4,10,0
10.16009,4,11,0
10.27205,4,11,0
10.38932,4,11,0
10.49913,4,11,0
10.61803,4,11,0
10.73131,4,11,0
10.85333,4,11,0
10.96848,4,11,0
11.07983,4,11,0
11.18982,4,12,0
11.29981,4,12,0
11.4125,4,12,0
11.52333,4,12,0
11.63753,4,12,0
11.74889,4,12,0
11.85964,4,12,0
11.96815,4,12,0
12.07246,4,12,0
12.18689,4,13,0
12.30101,4,13,0
12.41847,4,13,0
12.52987,4,13,0
12.6434,4,13,0
12.74946,4,13,0
12.86233,4,13,0
12.97335,4,13,0
13.08891,4,13,0
13.19998,4,14,0
13.32086,4,14,0
13.43145,4,14,0
13.54472,4,14,0
13.65774,4,14,0
13.76736,4,14,0
13.87518,4,14,0
13.98455,4,14,0
14.09472,4,14,0
14.19607,4,15,0
14.29752,4,15,0
14.40176,4,15,0
14.51613,4,15,0
14.62371,4,15,0
14.73174,4,15,0
14.8327,4,15,0
14.93373,4,15,0
15.03712,4,15,0
15.14016,4,16,0
15.24193,4,16,0
15.34599,4,16,0
15.44679,4,16,0
15.5548,4,16,0
15.65622,4,16,0
15.76283,4,16,0
15.86459,4,16,0
15.96643,4,16,0
16.07323,4,16,0
16.17937,4,17,0
16.28433,4,17,0
16.38452,4,17,0
16.48706,4,17,0
16.59142,5,17,1
16.69723,5,17,1
16.80101,5,17,1
16.90496,5,17,1
17.00736,5,17,1
17.11059,5,18,0
17.2151,5,18,0
17.33704,5,18,0
17.44421,5,18,0
17.54554,5,18,0
17.64948,5,18,0
17.75682,5,18,0
17.85732,5,18,0
17.95781,5,18,0
18.0646,5,18,0
18.17314,5,19,0
18.28208,5,19,0
18.39053,5,19,0
18.49631,5,19,0
18.60576,5,19,0
18.71832,5,19,0
18.82837,5,19,0
18.94039,5,19,0
19.05722,5,19,0
19.16619,5,20,0
19.27442,5,20,0
19.38396,5,20,0
19.49629,5,20,0
19.60779,5,20,0
19.71491,5,20,0
19.82349,5,20,0
19.93157,5,20,0
20.04199,5,20,0
20.15484,5,21,0
20.26584,5,21,0
20.37512,5,21,0
20.48705,5,21,0
20.59988,5,21,0
20.70829,5,21,0
20.8198,5,21,0
20.92755,5,21,0
21.03576,5,21,0
21.1481,5,22,0
21.2575,5,22,0
21.37632,5,22,0
21.49005,5,22,0
21.59991,5,22,0
