Blink,time,count,tempblink
0.3533334,1,1,1
0.4552485,1,1,1
0.5651782,1,1,1
0.7291285,1,1,1
0.841947,1,1,1
0.942183,1,1,1
1.053635,1,1,1
1.16961,1,2,0
1.285751,1,2,0
1.399289,1,2,0
1.520146,1,2,0
1.624421,1,2,0
1.743904,1,2,0
1.845603,1,2,0
1.95308,1,2,0
2.066056,1,2,0
2.17799,1,3,0
2.292121,1,3,0
2.40524,1,3,0
2.519424,1,3,0
2.633059,1,3,0
2.749499,1,3,0
2.866679,1,3,0
2.98348,1,3,0
3.097451,1,3,0
3.210577,1,4,0
3.326504,1,4,0
3.439101,1,4,0
3.553395,1,4,0
3.66806,1,4,0
3.783762,1,4,0
3.896843,1,4,0
4.013525,1,4,0
4.128499,1,5,0
4.243379,1,5,0
4.354776,1,5,0
4.468975,1,5,0
4.588799,1,5,0
4.701775,1,5,0
4.817879,1,5,0
4.933689,1,5,0
5.050237,1,5,0
5.162507,1,6,0
5.279041,1,6,0
5.389794,1,6,0
5.498099,1,6,0
5.613334,1,6,0
5.728076,1,6,0
5.843097,1,6,0
5.95545,1,6,0
6.072146,1,6,0
6.186737,1,7,0
6.305944,1,7,0
6.419757,1,7,0
6.531375,1,7,0
6.644333,1,7,0
6.753798,1,7,0
6.867943,1,7,0
6.980843,1,7,0
7.095237,1,7,0
7.205056,1,8,0
7.320136,1,8,0
7.430825,1,8,0
7.543817,1,8,0
7.676654,1,8,0
7.798427,1,8,0
7.909381,1,8,0
8.02903,1,8,0
8.146249,1,9,0
8.257455,1,9,0
8.365966,1,9,0
8.48097,1,9,0
8.598026,1,9,0
8.711963,1,9,0
8.819935,1,9,0
8.935716,1,9,0
9.047328,1,9,0
9.163007,1,10,0
9.278062,1,10,0
9.395217,1,10,0
9.509765,1,10,0
9.623125,1,10,0
9.745139,1,10,0
9.855709,1,10,0
9.967584,1,10,0
10.08006,1,10,0
10.1971,1,11,0
10.30827,1,11,0
10.42218,1,11,0
10.53262,1,11,0
10.64476,1,11,0
10.75642,1,11,0
10.87063,1,11,0
10.9845,1,11,0
11.09261,1,11,0
11.20431,1,12,0
11.31267,1,12,0
11.43147,1,12,0
11.54224,1,12,0
11.65668,1,12,0
11.76948,1,12,0
11.88409,1,12,0
11.99809,1,12,0
12.11466,1,12,0
12.22622,1,13,0
12.33636,1,13,0
12.44852,1,13,0
12.55921,1,13,0
12.67043,1,13,0
12.7807,1,13,0
12.8916,1,13,0
13.00078,1,13,0
13.11918,1,14,0
13.23185,1,14,0
13.34902,1,14,0
13.46014,1,14,0
13.57398,1,14,0
13.68767,1,14,0
13.79717,1,14,0
13.91083,1,14,0
14.02541,1,14,0
14.14081,1,15,0
14.25172,1,15,0
14.36575,1,15,0
14.4813,1,15,0
14.59418,1,15,0
14.70815,1,15,0
14.82723,1,15,0
14.93874,1,15,0
15.04816,1,15,0
15.16467,1,16,0
15.28136,1,16,0
15.39386,1,16,0
15.50208,1,16,0
15.61891,1,16,0
15.73221,1,16,0
15.84795,1,16,0
15.96232,1,16,0
16.07991,1,16,0
16.19366,1,17,0
16.30298,1,17,0
16.41455,1,17,0
16.53024,1,17,0
16.64131,1,17,0
16.74976,1,17,0
16.86036,1,17,0
16.96761,1,17,0
17.07823,1,17,0
17.18719,1,18,0
17.29935,1,18,0
17.40285,1,18,0
17.51358,1,18,0
17.62134,1,18,0
17.73768,1,18,0
17.84543,1,18,0
17.95973,1,18,0
18.0701,1,18,0
18.17987,1,19,0
18.29594,1,19,0
18.40695,1,19,0
18.51688,1,19,0
18.62491,1,19,0
18.73708,1,19,0
18.84464,1,19,0
18.95603,1,19,0
19.06461,1,19,0
19.17237,1,20,0
19.28108,1,20,0
19.39056,1,20,0
19.49562,1,20,0
19.60273,1,20,0
19.70774,1,20,0
19.81358,1,20,0
19.92244,1,20,0
20.02969,1,20,0
20.13492,1,21,0
20.24394,1,21,0
20.34901,1,21,0
20.4554,1,21,0
20.56497,1,21,0
20.67739,1,21,0
20.78739,1,21,0
20.89709,1,21,0
21.00258,1,21,0
21.11024,1,22,0
21.21995,1,22,0
21.32945,1,22,0
21.43295,1,22,0
21.55154,1,22,0
21.65918,1,22,0
21.76874,1,22,0
21.87641,1,22,0
21.98384,1,22,0
22.0887,1,22,0
22.19885,1,23,0
22.30811,1,23,0
22.4206,1,23,0
22.53108,1,23,0
22.6415,1,23,0
22.75457,1,23,0
22.86547,1,23,0
22.97544,1,23,0
23.08642,1,23,0
23.20084,1,24,0
23.31214,1,24,0
23.42005,1,24,0
23.53242,1,24,0
23.64337,1,24,0
23.75554,1,24,0
23.8648,1,24,0
23.97624,1,24,0
24.08579,1,24,0
24.19668,1,25,0
24.31081,1,25,0
24.42042,1,25,0
24.53336,1,25,0
24.64894,1,25,0
24.75694,1,25,0
24.86921,1,25,0
24.97976,1,25,0
25.08647,1,25,0
25.19246,1,26,0
25.29742,1,26,0
25.40685,1,26,0
25.50928,1,26,0
25.61449,1,26,0
25.72045,1,26,0
25.82472,1,26,0
25.92794,1,26,0
26.03018,1,26,0
26.1339,1,27,0
26.23988,1,27,0
26.34024,1,27,0
26.44362,1,27,0
26.55217,1,27,0
26.659,1,27,0
26.76388,1,27,0
26.87242,1,27,0
26.97764,1,27,0
27.08607,1,27,0
27.19096,1,28,0
27.29609,1,28,0
27.40127,1,28,0
27.50757,1,28,0
27.61075,1,28,0
27.71442,1,28,0
27.83509,1,28,0
27.9389,1,28,0
28.04509,1,28,0
28.14965,1,29,0
28.25049,1,29,0
28.35404,1,29,0
28.4583,1,29,0
28.56526,1,29,0
28.6694,1,29,0
28.77315,1,29,0
28.87814,1,29,0
28.98167,1,29,0
29.08391,1,29,0
29.19223,1,30,0
29.29538,1,30,0
29.40221,1,30,0
29.50434,1,30,0
29.61267,1,30,0
29.72101,1,30,0
29.82958,1,30,0
29.9356,1,30,0
30.03799,1,30,0
30.14086,1,31,0
30.25029,1,31,0
30.35236,1,31,0
30.45962,1,31,0
30.56501,1,31,0
30.68466,1,31,0
30.80238,1,31,0
30.9198,1,31,0
31.02935,1,31,0
