time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
0,0,0,0,0,-1,-1,1,1,0
1,0,0,0,0,-1,-1,1,1,0
2,0,0,0,0,-1,-1,1,1,0
4,-0.05206704,-0.1825349,0.1279875,-0.178872,3.19313,3.337326,0,0,1
5,-0.134361,0.1123695,-0.03545672,0.116693,3.338669,3.249176,1,1,0
6,-0.243255,0.1005257,-0.1282461,0.09846467,3.505859,3.479446,1,1,0
7,-0.01007354,0.09458488,0.09422636,0.06707031,3.832489,3.735611,1,1,0
8,-0.0819838,-0.08586109,-0.04553765,-0.1298255,3.997345,3.885345,1,1,0
9,0.02859223,0.01916814,0.09372318,-0.0340997,3.811142,3.875534,1,1,0
10,-0.09546399,0.1458174,0.01040196,0.1259443,3.731384,3.655762,1,1,0
11,-0.1887088,0.01713288,-0.07458448,0.004529059,2.903168,3.007187,1,1,0
12,-0.1599584,0.199221,-0.0395003,0.1777583,3.818527,3.827682,1,1,0
13,-0.1610001,-0.1565287,-0.04267609,-0.06481266,2.216782,-1,0.4696676,0.5512682,0
14,-0.2136405,-0.2703736,-0.1707857,-0.2565446,3.918549,3.66626,0.8590623,0.8472394,0
15,-0.1533102,-0.0233804,-0.1145247,-0.05397308,3.99437,3.955536,1,1,0
16,-0.2521082,-0.2243047,-0.2068802,-0.2171671,4.198837,4.002289,0.9697764,0.9791286,0
17,-0.09739083,-0.1134925,-0.05159509,-0.1595869,3.871201,3.78743,0.8816887,0.8586104,0
18,-0.038459,-0.01614416,0.01388884,-0.04717839,3.998077,3.813873,1,1,0
19,-0.04012072,-0.1214486,0.02623224,-0.1743309,3.896973,3.781723,1,1,0
20,-0.06466019,0.06192565,0.04404569,0.0370447,3.901093,3.400406,1,1,0
21,-0.2218508,-0.2017913,-0.1690985,-0.2142639,3.996201,3.780869,1,1,1
22,-0.1010301,-0.06875956,-0.006382883,-0.117166,4.101974,4.055115,0.911319,0.937674,0
23,-0.1043764,0.08837479,-0.02227515,0.05389601,3.652359,3.493332,1,1,0
24,-0.04686159,0.07153964,0.06730235,0.02949494,3.316803,3.220901,1,1,0
25,-0.0001451969,-0.1001422,0.04729617,-0.1859441,-1,-1,0.09600113,0,1
26,-0.0199042,-0.2905264,0.1139936,-0.300328,-1,-1,0.325611,0.2243756,0
27,0.1332496,0.2948062,0.2314842,0.22219,3.118027,2.982346,1,1,0
28,0.01039028,-0.1084388,0.04620004,-0.1790166,3.615509,3.474289,0.8097751,0
