time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0,0,0,0,-1,-1,1,1,null
0.4662441,0,0,0,0,-1,-1,1,1,null
0.5753583,0,0,0,0,-1,-1,1,1,null
0.7159671,0,0,0,0,-1,-1,1,1,null
0.8174424,0,0,0,0,-1,-1,1,1,null
0.93305,0,0,0,0,-1,-1,1,1,null
1.040887,0,0,0,0,-1,-1,1,1,null
1.157399,0,0,0,0,-1,-1,1,1,null
1.270658,0,0,0,0,-1,-1,1,1,null
1.382089,0,0,0,0,-1,-1,1,1,null
1.48638,0,0,0,0,-1,-1,1,1,null
1.588469,0,0,0,0,-1,-1,1,1,null
1.691812,0,0,0,0,-1,-1,1,1,null
1.796883,0,0,0,0,-1,-1,1,1,null
1.899933,0,0,0,0,-1,-1,1,1,null
2.013361,0,0,0,0,-1,-1,1,1,null
2.126836,0,0,0,0,-1,-1,1,1,null
2.233602,0,0,0,0,-1,-1,1,1,null
2.334704,0,0,0,0,-1,-1,1,1,null
2.446998,0,0,0,0,-1,-1,1,1,null
2.550848,0,0,0,0,-1,-1,1,1,null
2.66855,0,0,0,0,-1,-1,1,1,null
2.770856,0,0,0,0,-1,-1,1,1,null
2.876128,0,0,0,0,-1,-1,1,1,null
2.982857,0,0,0,0,-1,-1,1,1,null
3.084008,0,0,0,0,-1,-1,1,1,null
3.193396,0,0,0,0,-1,-1,1,1,null
3.293601,0,0,0,0,-1,-1,1,1,null
3.398535,0,0,0,0,-1,-1,1,1,null
3.500597,0,0,0,0,-1,-1,1,1,null
3.617104,0,0,0,0,-1,-1,1,1,null
3.723432,0,0,0,0,-1,-1,1,1,null
3.825781,0,0,0,0,-1,-1,1,1,null
3.928839,0.1991559,-0.1683567,0.4411108,-0.1985686,2.548157,-1,0,0,blinked
4.039271,-0.1059811,-0.2494271,0.0754838,-0.1964827,3.329407,3.297668,0,0,null
4.146926,-0.09926826,-0.06299543,0.02062356,0.03456998,3.352997,3.397476,1,1,null
4.257432,-0.0556404,-0.08150029,0.06026685,-0.1230572,3.492325,3.421341,1,1,null
4.368553,-0.03085846,-0.04089212,0.0892787,-0.1702013,3.411118,3.487946,0.7907552,0.7020515,null
4.475707,-0.07224572,-0.1241285,0.03445554,-0.1080718,-1,-1,0.884151,0.6304905,null
4.585017,-0.08078355,-0.1859045,0.0243535,-0.1717594,3.120605,3.169144,1,1,null
4.698722,-0.07969785,-0.006872416,0.03436625,-0.02101719,3.006638,3.005814,1,1,null
