time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
29,0.03364742,-0.1558206,0.02474248,-0.1110078,3.971436,4.124878,0.6285625,0.5911715,1
30,0.09635854,-0.2102706,0.09272969,-0.1676779,3.217545,3.253525,1,1,0
31,-0.0400064,-0.1360903,-0.0442583,-0.08561194,2.910706,2.984085,1,1,0
32,0.1008624,-0.1894817,0.1050637,-0.1421878,3.746719,3.590683,0.897727,0.9543489,1
33,0.04010189,-0.2101979,0.06136882,-0.1575642,3.433456,3.408997,0.9808684,0.9672288,0
34,-0.05335772,-0.1993777,-0.02270871,-0.1500108,3.615646,3.700943,0.9729632,0.9899209,0
35,-0.04867792,-0.1948019,-0.02880782,-0.1372765,3.715698,3.89743,0.9633325,0.8973347,0
36,0.05463672,-0.1503128,0.05841708,-0.09164631,3.895813,4.251038,0.8289661,0.8632164,0
37,0.1938764,-0.1636178,0.1871786,-0.1299334,3.74823,3.825272,1,1,0
38,0.04366744,-0.1069977,0.03684223,-0.08386457,2.992935,3.038971,1,1,0
39,0.2378507,-0.166985,0.2410531,-0.1420902,3.16185,3.218674,1,1,0
40,-0.2505319,-0.1006289,-0.2487978,-0.04275846,3.259567,3.212418,0.996936,0.9697797,0
41,-0.1077187,-0.1538117,-0.1380647,-0.07688975,3.56398,3.531693,1,1,0
42,-0.01906252,-0.1556005,-0.0244664,-0.08365321,3.697021,3.772171,0.8616973,0.7033104,0
43,0.051386,-0.2081234,0.06122386,-0.1310996,3.761826,3.717209,0.8451406,0.7326728,1
44,-0.2682187,-0.2829545,-0.285414,-0.1942306,3.759323,3.973038,0.9366934,0.9134243,0
45,-0.3483499,-0.2233654,-0.362866,-0.1350989,2.899078,2.993927,0.855727,0.9134858,0
46,-0.2220409,-0.3178574,-0.2340009,-0.2275201,3.002151,3.044891,0.87089,0.6538929,0
47,-0.2099223,-0.3792391,-0.2457733,-0.3105551,3.056854,3.214951,1,1,0
48,-0.1424294,-0.2061006,-0.1664765,-0.1258667,2.963013,2.916214,1,1,0
49,0.04430461,-0.1100976,0.0210191,-0.07855749,3.566681,3.558243,1,1,0
50,0.09320486,-0.130566,0.08063889,-0.116212,3.19252,3.198547,1,1,0
51,-0.09575868,-0.1035931,-0.1114601,-0.07779169,3.863388,3.932541,1,1,0
52,-0.08705246,-0.2278348,-0.1051586,-0.1572518,4.208405,4.261459,0.7035005,0.6116623,0
53,-0.009241819,-0.2489406,-0.04045099,-0.153646,3.638947,3.78894,0.734062,0.4806009,0
54,-0.2408051,-0.1805965,-0.2569644,-0.072824,3.90416,3.795242,1,1,1
55,-0.266053,-0.2648582,-0.2769744,-0.1504196,3.596725,3.379501,0.9924769,0.8735651,0
56,0.143205,-0.1372031,0.07800961,-0.1102252,3.926147,3.66745,1,1,1
57,-0.3374965,-0.1512251,-0.3439901,-0.09018922,4.195068,4.199707,0.6609157,0.6880901,0
58,0.04191637,-0.223737,0.04077816,-0.1781143,3.19252,3.190094,1,1,0
59,0.005297065,-0.1477519,0.01487803,-0.08449626,3.360519,3.391388,1,1,0
60,-0.1030841,-0.1075463,-0.08744484,-0.03829575,3.384415,3.600876,1,1,0
61,0.1413684,-0.2878019,0.1101176,-0.2248256,2.693954,2.705658,1,1,1
62,-0.1665781,-0.2106129,-0.1710773,-0.1311965,3.296967,3.515137,1,1,0
63,-0.1078691,-0.04912663,-0.1062922,0.03471828,2.31601,2.478821,1,1,0
64,-0.1013579,-0.1275445,-0.1245561,-0.06220865,3.176956,3.341293,1,1,0
65,-0.09590417,-0.1292554,-0.1090358,-0.06138623,3.688644,3.839615,1,1,0
66,0.06461835,-0.354454,0.02680051,-0.2906386,3.8479,3.977753,1,1,0
67,0.3024662,-0.2637178,0.2842584,-0.2207019,4.210144,4.2323,1,1,0
68,-0.1180014,-0.2139645,-0.1223164,-0.1285503,4.10817,4.26561,1,1,0
69,-0.2608896,-0.2164142,-0.2963984,-0.1190569,4.264374,4.484116,0.9989035,0.7512252,0
70,0.003764391,-0.1861187,-0.03647673,-0.1354163,4.205688,4.216888,1,1,0
71,-0.2751503,-0.3018147,-0.2885334,-0.2212809,3.431885,3.537277,0.9867236,0.581085,0
72,-0.3629129,-0.3031446,-0.3710042,-0.2051636,3.413193,3.430954,0.7858757,0.4188525,0
73,-0.03964782,-0.2973605,-0.04368645,-0.2141298,3.493942,3.290146,1,1,0
74,-0.05638385,-0.2737384,-0.05837351,-0.2101517,3.214386,3.24054,1,1,0
75,-0.131912,-0.1713673,-0.131188,-0.1087781,3.219757,3.177582,1,1,0
76,-0.1768004,-0.1581987,-0.1598412,-0.09456873,3.599014,3.626297,1,1,0
77,-0.1922863,-0.2479587,-0.1804625,-0.1931034,3.047379,3.163101,0.8899154,0.9361213,0
79,-0.1760972,-0.271051,-0.1718987,-0.2138562,3.431747,3.366684,0.9402992,0.9797087,0
80,-0.09501368,-0.1928685,-0.07533157,-0.1372229,3.400818,3.201263,1,1,0
81,0.001907349,-0.2160245,0.007062197,-0.1848887,3.515732,3.474228,0.8570994,0.7988583,0
82,-0.02038312,-0.195842,-0.01364428,-0.1628773,3.038513,3.028915,1,1,0
83,-0.1072261,-0.2378778,-0.09751403,-0.1897495,3.726913,3.709732,1,1,0
84,-0.1871853,-0.3103135,-0.1752815,-0.2690881,3.567856,3.673599,0.7797806,0.9209369,1
85,-0.0319922,-0.336954,-0.02387702,-0.2947776,3.696075,3.684143,1,1,0
86,-0.07502449,-0.2704648,-0.05305046,-0.2252811,3.194794,3.199341,1,1,0
87,-0.08036703,-0.2079164,-0.05608904,-0.1697004,3.873962,3.751419,0.9466391,0.9901869,0
88,-0.1321968,-0.1959761,-0.1354139,-0.1681869,3.997223,4.0457,0.9301014,0.9386817,0
89,0.01830602,-0.1915793,0.01072693,-0.166012,4.132889,4.27858,0.9191093,0.909124,0
90,0.0495398,-0.2141889,0.05360138,-0.183086,4.355789,4.262543,0.8822631,0.871145,0
91,-0.02520555,-0.2289106,0.00349319,-0.1968875,3.702316,3.764572,1,1,0
92,-0.06770355,-0.2148809,-0.04901284,-0.1799105,3.282822,3.350586,1,1,0
93,0.09645617,-0.2204816,0.1000148,-0.1742154,3.900757,3.970383,0.8720853,0.8866127,0
94,0.04700482,-0.1915488,0.05446768,-0.1708193,4.10672,4.156631,1,1,0
95,-0.08874315,-0.1822435,-0.08581561,-0.1487045,4.182053,4.262283,0.90902,0.8695119,0
96,0.1063626,-0.2647907,0.1110606,-0.2513146,4.255295,4.103104,0.8395479,0.9399065,0
97,-0.1304992,-0.2548954,-0.1202289,-0.2239361,4.20015,4.276489,0.7675271,0.7746729,0
98,-0.2052044,-0.3081359,-0.2082008,-0.2337403,4.354828,4.428848,0.8223453,0.6818953,0
99,-0.2259156,-0.3360001,-0.2215579,-0.253668,4.288513,4.333267,0.8159636,0.6756831,0
100,-0.05200678,-0.2663639,-0.04179382,-0.2061775,3.942749,3.721649,1,1,0
101,-0.06006056,-0.2506051,-0.05325568,-0.1785429,3.546326,3.528595,1,1,0
102,-0.06883085,-0.1630791,-0.05496168,-0.09381044,3.452652,3.395538,1,1,0
103,-0.1277704,-0.3399255,-0.1365768,-0.2721311,3.414963,3.465408,0.7354131,0.683621,0
104,-0.002776921,-0.2828484,-0.0004443526,-0.1918626,3.683472,3.853302,0.9051865,0.8408985,0
105,0.1938086,-0.2456158,0.182039,-0.1743245,4.050369,4.069992,0.9603122,0.8631949,0
106,-0.1615564,-0.2043052,-0.1729256,-0.1620554,4.230972,4.132202,1,1,0
107,0.03830099,-0.2135662,0.0408659,-0.1659248,4.363007,4.486755,1,1,0
108,0.07342875,-0.2356191,0.06779897,-0.2093973,4.528503,4.363708,1,1,0
109,-0.1173611,-0.2426471,-0.1198637,-0.1994306,4.479309,4.516434,0.9676347,0.9115881,0
110,-0.106833,-0.1695549,-0.1316523,-0.1027466,4.284058,4.426041,1,1,0
111,-0.1478746,-0.1659497,-0.1531832,-0.09478438,4.374069,4.417084,1,1,0
112,-0.07682991,-0.3014121,-0.06674057,-0.2344874,4.149292,4.007156,0.9114402,0.6112894,0
113,-0.07871383,-0.2823313,-0.07922882,-0.2182044,3.935577,4.068375,1,1,0
114,-0.1405011,-0.2413892,-0.1273525,-0.1477088,3.962067,4.000824,1,1,0
115,-0.2764801,-0.2624137,-0.2582276,-0.1617695,4.249588,4.406998,1,1,0
116,0.01987207,-0.164434,0.02362764,-0.1037251,4.150055,4.130447,1,1,0
117,-0.1149144,-0.1967769,-0.1106537,-0.1206098,3.688049,3.637619,1,1,0
118,-0.223774,-0.1971565,-0.2135912,-0.1081517,4.148865,4.151321,1,1,0
119,-0.2642751,-0.3385985,-0.2497745,-0.2443734,4.19339,4.287704,0.9618112,0.7877197,0
120,-0.02429235,-0.2568283,-0.01315188,-0.1787463,4.098328,4.226578,1,1,0
121,0.1018233,-0.237464,0.09854281,-0.1641517,4.418289,4.390213,0.9807402,0.9951131,0
122,-0.1303128,-0.1618186,-0.1194524,-0.106472,4.284622,4.381332,1,1,0
123,0.3658239,-0.2123376,0.3463452,-0.1805612,4.342163,4.404556,0.7527564,0.8320048,0
124,-0.06943685,-0.1361027,-0.06664062,-0.09329844,3.30542,3.24408,1,1,0
125,-0.117475,-0.1507665,-0.1142818,-0.1102421,3.460144,3.359848,1,1,0
126,-0.1207263,-0.1899341,-0.1292049,-0.1303688,3.623642,3.554047,1,1,0
127,-0.07295716,-0.1900735,-0.07117099,-0.1304919,4.058075,4.169647,1,1,0
128,0.00973022,-0.1105299,0.01524806,-0.06546521,4.116516,4.315186,1,1,0
129,-0.06895661,-0.1806716,-0.0733642,-0.1195885,2.672592,2.664474,1,1,0
130,-0.09494752,-0.2290808,-0.08486849,-0.1740112,3.116287,3.092957,1,1,0
131,0.1891559,-0.1544957,0.1791884,-0.1074895,3.449219,3.249344,1,1,0
132,0.01045191,-0.1556351,0.02913189,-0.1199934,3.372269,3.398483,1,1,1
133,-0.09726834,-0.1610589,-0.08109605,-0.1028253,3.370193,3.323257,1,1,0
134,-0.102451,-0.2160759,-0.1029289,-0.150704,3.332916,3.564621,1,1,1
135,-0.2253674,-0.1369957,-0.2304115,-0.07286561,3.302902,3.281113,1,1,0
136,-0.2797749,-0.2011098,-0.2847151,-0.1655384,3.595108,3.780975,1,1,0
137,-0.0730747,-0.2167417,-0.05841208,-0.1913617,3.410965,3.476486,1,1,0
138,-0.05860108,-0.1832584,-0.06136632,-0.1448784,4.005402,3.879303,1,1,0
139,-0.02745032,-0.1799122,-0.01963323,-0.1443219,4.213989,4.116653,1,1,0
140,0.1425892,-0.2069263,0.1476068,-0.1847501,4.3116,4.278595,1,1,0
141,0.07301664,-0.3216575,0.0825088,-0.2699796,3.687881,3.843353,1,1,0
142,-0.1208131,-0.2042655,-0.1096659,-0.1541529,3.595764,3.61409,1,1,0
143,0.009921074,-0.2895083,0.01994884,-0.2415129,3.601517,3.694458,1,1,0
144,0.2462262,-0.2360647,0.2519658,-0.2072129,4.034744,4.163666,0.6355069,0.8405001,0
145,0.0184927,-0.1897429,0.04302073,-0.1597692,3.720749,3.675018,1,1,1
146,-0.01168269,-0.2252779,0.003636599,-0.1983284,3.999039,4.061874,0.9304904,0.9574724,0
147,-0.006442547,-0.2367288,0.0128355,-0.2156638,3.94664,4.082687,0.8718498,0.8986269,0
148,-0.1445583,-0.2072434,-0.1364412,-0.1447853,4.044815,4.291504,0.875602,0.841718,0
149,-0.09884477,-0.1831173,-0.1095417,-0.09088445,4.201019,4.212433,0.9474319,0.8068987,0
150,-0.1809179,-0.2363172,-0.1712111,-0.1634122,4.272629,4.160645,0.9165926,0.7335353,0
151,-0.2689207,-0.2719414,-0.2579882,-0.1942083,4.104584,4.242615,0.9671308,0.6570187,0
152,-0.1360961,-0.2135452,-0.1351931,-0.1169308,4.168365,4.252228,1,1,0
153,-0.08842486,-0.2391167,-0.1054518,-0.15154,4.412537,4.437881,1,1,0
154,-0.03119713,-0.2206993,-0.05723387,-0.163563,4.331329,4.475433,1,1,1
155,0.1343274,-0.1732384,0.1172905,-0.154202,4.274414,4.222763,1,1,0
156,-0.1599789,-0.1243296,-0.1702349,-0.06932485,4.21698,4.183243,1,1,0
157,-0.07863116,-0.1634643,-0.07573897,-0.09451151,3.283981,3.271317,1,1,0
158,-0.1560961,-0.2697488,-0.1443797,-0.2028642,2.792191,3.028122,1,1,0
159,-0.01894301,-0.2138423,-0.006887138,-0.1513028,3.545227,3.529816,1,1,0
160,-0.1902976,-0.1958902,-0.2013237,-0.1382577,4.044205,4.002899,1,1,0
161,-0.06675583,-0.1808443,-0.05443537,-0.1442984,3.265671,3.261719,1,1,0
162,-0.1469133,-0.1507601,-0.1716576,-0.0985024,3.492447,3.454086,1,1,0
163,0.04656696,-0.1399324,0.03159773,-0.1061696,3.168564,3.104141,1,1,0
165,-0.1072323,-0.1670425,-0.108391,-0.09950376,3.986649,3.809265,1,1,0
166,-0.1274616,-0.1471523,-0.117575,-0.07926786,3.570297,3.346741,1,1,0
167,-0.1277415,-0.1593181,-0.1041527,-0.1006445,3.456985,3.529434,1,1,0
168,-0.3224044,-0.2101281,-0.3098025,-0.16155,3.780304,3.820023,0.8658614,0.9579018,0
169,-0.1105973,-0.2032603,-0.1185112,-0.1697301,4.11026,4.086731,1,1,0
170,-0.06840682,-0.105912,-0.0577507,-0.04403162,4.27771,4.298904,1,1,0
171,-0.1891057,-0.2169219,-0.1985354,-0.1398482,3.474518,3.312271,1,1,0
172,0.09811306,-0.1400913,0.04152286,-0.1176417,3.567032,3.406128,1,1,0
173,-0.1193229,-0.1670697,-0.1374272,-0.09858477,4.078812,3.987503,1,1,0
174,-0.07259369,-0.1668842,-0.07495934,-0.0902679,3.646683,3.555588,1,1,0
175,0.01016378,-0.1782272,-0.01145291,-0.09889269,3.362762,3.370926,1,1,0
176,0.06444049,-0.2034725,0.01527929,-0.1339704,3.228195,3.1642,1,1,0
177,-0.03503019,-0.1415323,-0.05661631,-0.1120522,3.673279,3.692825,1,1,0
178,0.02942169,-0.1208472,0.03553319,-0.08271551,3.506836,3.406723,1,1,0
179,0.1306033,-0.1661401,0.1399807,-0.1322428,3.542496,3.58757,1,1,0
180,0.06913257,-0.2110428,0.08916998,-0.1855294,3.669556,3.675827,1,1,0
181,-0.2481134,-0.154879,-0.2332628,-0.09607649,3.847961,3.941452,0.9487599,0.9082,0
182,-0.08672327,-0.1711868,-0.09387583,-0.09579003,3.415039,3.324127,1,1,0
183,-0.09999621,-0.153057,-0.1056687,-0.08544958,3.201477,3.180954,1,1,0
184,-0.04631317,-0.193795,-0.05647188,-0.1452273,2.900024,2.958038,1,1,0
185,-0.05975604,-0.1266413,-0.04933715,-0.08294702,3.239655,3.056717,1,1,1
186,-0.1648512,-0.2302058,-0.1548329,-0.1729373,2.754318,2.859512,0.8752534,0.8607062,0
187,-0.1538671,-0.2078456,-0.1461985,-0.1242375,3.333984,3.329498,1,1,0
188,-0.1435401,-0.2003759,-0.128036,-0.1141462,3.627075,3.643097,1,1,0
189,-0.1869202,-0.1710784,-0.1905808,-0.06587648,3.781311,3.794235,1,1,0
190,-0.2272346,-0.1753075,-0.2270821,-0.07368147,3.624832,3.600845,1,1,0
191,-0.2540068,-0.1842896,-0.2492488,-0.09492934,3.467987,3.643417,1,1,0
192,-0.07045937,-0.1570615,-0.06506819,-0.1030502,3.558975,3.626938,1,1,0
193,-0.1294976,-0.1880878,-0.1272697,-0.1136073,3.919128,3.872009,1,1,0
194,-0.002301991,-0.1467557,0.004390597,-0.08995497,3.44873,3.275589,1,1,0
195,-0.04944992,-0.1667324,-0.0298034,-0.1223587,3.672485,3.645279,0.9957374,0.9612437,0
196,0.176882,-0.1130654,0.1738909,-0.09842527,3.938553,3.782639,1,1,0
197,0.07920301,-0.1920604,0.09344912,-0.1677442,3.70491,3.58548,1,1,0
198,-0.02074414,-0.1508591,-0.0265727,-0.1217641,3.935135,3.632507,1,1,0
199,-0.08310843,-0.1393952,-0.07421023,-0.1059643,3.897064,3.941269,1,1,0
200,-0.3621423,-0.1452447,-0.3770167,-0.07592511,4.353592,4.367004,0.8486543,0.8591186,0
201,-0.1620473,-0.2572898,-0.1063921,-0.1529465,-1,-1,0.505748,0.3851237,0
202,-0.09545004,-0.1499209,-0.1059918,-0.1146865,3.859253,3.758774,1,1,0
203,0.02538943,-0.264639,0.04678333,-0.2311963,3.963898,3.907761,1,1,0
204,-0.1609414,-0.2034924,-0.1449038,-0.1646736,4.10524,4.035706,1,1,0
205,-0.02703476,-0.2705791,-0.01627266,-0.2173115,4.022568,4.174057,0.7616284,0.8875382,1
206,-0.1574121,-0.2086346,-0.1654465,-0.1562871,4.26976,4.37175,1,1,0
207,0.0878973,-0.1654872,0.1023711,-0.1205623,-1,3.35408,0.5423065,0.4965928,0
208,-0.06283945,-0.1467769,-0.05560184,-0.1109999,-1,3.95694,0.8127694,0.9527176,0
209,-0.08673579,-0.2099767,-0.06798524,-0.1758316,4.15889,4.166718,0.8844038,0.9787701,1
210,-0.07199216,-0.1875021,-0.06902742,-0.1281978,4.121109,4.135513,1,1,0
211,-0.3825769,-0.2786022,-0.3997681,-0.1932187,3.347107,3.653946,0.7084302,0.6382478,0
212,-0.1071048,-0.1566405,-0.1223409,-0.1003511,3.985519,3.987793,1,1,0
213,-0.1056263,-0.1742046,-0.1044683,-0.1287152,3.228348,3.269211,1,1,0
214,-0.1771513,-0.1420257,-0.1948215,-0.08824873,3.746017,3.619995,1,1,0
215,-0.078619,-0.2385634,-0.0492,-0.1358296,-1,-1,0.6235895,0.5312145,0
216,0.003463507,-0.1806976,0.004116416,-0.1601133,3.563339,3.547729,1,1,0
217,-0.2022263,-0.2216319,-0.1889825,-0.1615049,4.056046,3.927002,1,1,0
218,-0.1652069,-0.1085109,-0.1834056,-0.03885341,3.269913,3.473145,1,1,0
219,-0.1357923,-0.231793,-0.1030123,-0.1367625,-1,-1,0.7468365,0.6980525,0
220,-0.0298301,-0.04446042,-0.04642075,0.01871079,3.052872,2.961029,1,1,0
221,-0.1075072,-0.3275894,-0.1206807,-0.2632262,3.354965,3.367096,1,1,0
222,-0.09538794,-0.2317603,-0.113862,-0.1797452,2.914825,2.954575,1,1,0
223,-0.1493595,-0.2427907,-0.162774,-0.178206,2.977066,2.898911,1,1,0
224,-0.1914195,-0.2476505,-0.1962866,-0.1707857,2.559296,2.636261,1,1,0
225,-0.07467759,-0.3906075,-0.07974035,-0.1815085,2.227615,2.505142,0.427119,0.1307331,0
226,-0.1504245,-0.1872858,-0.1438539,-0.1281928,2.795456,2.892761,1,1,0
227,0.00460875,-0.23313,-0.01210129,-0.2190158,2.988678,3.165436,1,1,0
228,-0.1252846,-0.2550268,-0.1084483,-0.2135469,3.146072,3.277756,1,1,1
229,-0.1892416,-0.2863412,-0.1697941,-0.2398257,3.557465,3.682785,0.7948445,0.9123728,1
230,-0.05382591,-0.2224406,-0.03638643,-0.1698503,2.979553,3.184784,1,1,0
231,-0.08036292,-0.1785479,-0.07346416,-0.1167296,2.517776,2.580917,1,1,0
232,0.0351752,-0.1252778,0.03108108,-0.09549809,3.063248,2.982697,1,1,0
233,-0.03715485,-0.1377357,-0.02442187,-0.09484267,3.22142,3.203247,1,1,0
234,-0.0529967,-0.1624948,-0.03024918,-0.1218649,3.469131,3.441071,1,1,0
235,-0.02841139,-0.2061248,-0.004158318,-0.1661127,3.478043,3.380325,1,1,1
236,-0.03775144,-0.1708375,-0.01554304,-0.1291989,3.440491,3.330017,1,1,0
237,-0.04987562,-0.2086322,-0.0307408,-0.1647835,3.634155,3.566757,0.7255982,0.7356032,0
239,0.07592547,-0.2122798,0.07899129,-0.1486619,2.88652,3.331223,0.5570228,0.4342838,0
240,-0.2147239,-0.1601926,-0.223084,-0.1104087,3.450363,3.508881,0.8262851,0.7484636,0
241,-0.1712673,-0.1788944,-0.1558652,-0.1073493,3.795364,3.432465,1,1,0
242,-0.1223856,-0.1847645,-0.1085271,-0.1195585,3.509598,3.405273,1,1,0
243,-0.09206909,-0.2006979,-0.06418991,-0.1455427,3.96962,3.911194,0.9822258,0.8864341,2
244,-0.01379514,-0.1663311,-0.01247752,-0.1273471,3.630905,3.534988,1,1,0
245,-0.1397001,-0.2164172,-0.130614,-0.1458596,3.720551,3.729752,1,1,0
246,-0.03311431,-0.1767342,-0.05044264,-0.1314588,3.516525,3.520035,1,1,0
247,-0.1484429,-0.2122512,-0.1376939,-0.141476,3.989334,3.862808,1,1,0
248,-0.3532594,-0.2711242,-0.3415304,-0.1317399,-1,-1,0.4148106,0.4417624,0
249,-0.1701653,-0.1145046,-0.1696101,-0.05009115,3.364899,3.356445,1,1,0
250,-0.259765,-0.1587535,-0.2593119,-0.08397758,3.564331,3.665802,1,1,0
251,-0.07666707,-0.3056226,-0.08622551,-0.2552527,3.908646,3.932648,0.9563929,0.8700761,0
252,0.0661242,-0.2095104,0.03509402,-0.1916231,3.396057,3.546921,1,1,0
253,-0.1621892,-0.1653465,-0.1669821,-0.1273971,4.149292,3.962753,1,1,0
254,-0.09165269,-0.1315805,-0.07968628,-0.09755695,3.54303,3.528351,1,1,1
255,0.1427426,-0.1765367,0.1308802,-0.1652397,3.943481,3.850189,1,1,0
256,-0.05544114,-0.1804997,-0.04328275,-0.1345909,4.115234,4.058853,1,1,0
257,-0.1460596,-0.1486709,-0.1301615,-0.09521818,3.550949,3.405212,1,1,0
258,-0.08325326,-0.1788231,-0.06141585,-0.1304812,3.60173,3.41481,1,1,0
259,0.0322814,-0.2060897,0.04493606,-0.1845859,3.738129,3.763901,1,1,0
260,-0.01544452,-0.1645594,-0.0009458065,-0.1131979,3.647675,3.504791,1,1,0
261,-0.07776397,-0.1582218,-0.0797075,-0.08547926,3.340775,3.393494,1,1,0
262,-0.1352405,-0.2584026,-0.1383214,-0.1935053,3.258377,3.288727,0.9878016,0.8918098,0
263,-0.2057445,-0.1819226,-0.2145253,-0.1397918,3.709122,3.502487,0.9315318,0.9836417,0
264,-0.2197659,-0.184167,-0.2206143,-0.1017953,4.040131,3.836685,1,1,0
265,-0.09698981,-0.2125953,-0.1052045,-0.1233741,3.261536,3.267899,0.9378867,0.7981506,0
266,0.0210011,-0.1286188,0.0009444952,-0.04651725,3.406845,3.412552,1,1,0
267,-0.2536001,-0.2534673,-0.2516428,-0.1496856,3.57608,3.431915,0.9718617,0.874679,0
268,-0.2162482,-0.2207494,-0.214326,-0.1186113,3.504684,3.527252,1,1,0
269,-0.1310333,-0.1929421,-0.119149,-0.09562337,3.56897,3.58429,1,1,1
270,-0.280159,-0.2062956,-0.2627718,-0.1078297,3.288452,3.356674,1,1,0
271,-0.0973165,-0.1815399,-0.09361368,-0.1143202,3.296432,3.374741,1,1,0
272,-0.1401789,-0.231811,-0.1273445,-0.1487886,3.618149,3.652786,0.9954469,0.8506294,0
273,-0.3531392,-0.331386,-0.3462622,-0.2256927,3.817459,3.767609,0.8186001,0.6193875,0
274,-0.03090727,-0.136305,-0.03272301,-0.07654452,3.291656,3.112198,1,1,0
275,-0.08441454,-0.1587237,-0.09645432,-0.1313913,3.647812,3.461411,1,1,0
276,0.01477039,-0.124575,0.003373146,-0.07465935,3.485626,3.453918,1,1,0
277,0.06816471,-0.1975266,0.05156004,-0.1604062,3.89946,3.855484,1,1,0
278,-0.1208701,-0.1913671,-0.1236427,-0.1205591,3.51532,3.310364,1,1,0
279,0.175061,-0.1999881,0.1474649,-0.1483665,2.915237,2.936127,1,1,0
280,-0.04547226,-0.1705217,-0.05552614,-0.1355704,3.272491,3.164688,1,1,0
281,-0.04453856,-0.5349709,0.01798797,-0.3938794,-1,-1,0.302122,0.4485438,0
282,0.2369661,-0.2347529,0.1842151,-0.2204672,3.947769,3.79718,0.7977296,0.9452658,1
283,0.1154556,-0.1785134,0.1076492,-0.1578839,4.087936,4.053818,1,1,0
284,0.1156226,-0.1883194,0.1156662,-0.1745574,4.118301,4.142975,1,1,0
285,0.04472542,-0.2001647,0.06102955,-0.1776521,4.375641,4.316711,0.6998489,0.9231336,0
286,-0.291981,-0.1948012,-0.2955472,-0.1193053,4.348495,4.605225,0.7640296,0.7935281,0
287,-0.1353868,-0.1618967,-0.1335683,-0.06189752,3.189377,3.231842,1,1,0
288,-0.02427202,-0.1682416,-0.0176037,-0.09223998,3.366241,3.187103,1,1,0
289,-0.01017898,-0.1825724,0.001855969,-0.1299764,3.121582,3.115372,1,1,0
290,-0.0840838,-0.1727347,-0.06681252,-0.112921,3.425171,3.518143,0.9111711,0.8108571,0
291,-0.252546,-0.165305,-0.2561973,-0.1053578,3.376862,3.49086,0.8648098,0.838633,0
292,-0.2119808,-0.2400891,-0.1938162,-0.1313699,3.375427,3.510056,0.9659318,0.7677062,0
293,-0.02763617,-0.1873004,-0.02612531,-0.0969789,3.513458,3.46611,1,1,0
294,0.1872909,-0.1685874,0.1800826,-0.15246,3.796356,3.509918,0.6079982,0.7491069,0
