time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftBlink,RightBlink,CombineFocusPoint X,CombineFocusPoint Y,CombineFocusPoint Z
47.25163,0.3763938,0.03238457,0.03754818,-0.07898998,0.927931,0.9174162,19.11347,0,6.809761
47.7588,-0.1445631,0.07046151,-0.4444532,0.005109727,1,1,17,0.991055,6.481183
48.26962,-0.1370993,0.1235787,-0.4803594,0.03193802,1,1,17.26944,0.1,3.359444
48.78872,0.04410315,0.06831336,-0.2482709,-0.02021253,1,1,14.48005,0,2.989044
49.29116,-0.139904,0.1291417,-0.4721795,0.05452377,1,1,17,1.200304,3.004849
49.79184,-0.01135087,0.07062417,-0.3455726,0.02501357,1,1,11.1823,0,6.65052
50.29219,-0.04075545,0.09656173,-0.3513925,0.004851103,1,1,10.87631,0,6.420776
50.80882,0.09469616,0.1137485,-0.2373691,-0.0003091097,1,1,13.92329,0.1,6.871132
51.32897,-0.07809567,0.1210641,-0.4164732,0.01743799,0.8818923,0.9830522,14.29192,0,9.727989
51.8418,-0.1487806,-0.1885864,0.03125346,-0.5595889,0,0,0,0,0
52.35935,0.1968427,0.08043218,-0.1218007,-0.03833318,1,1,17.96878,0,10.71175
52.87881,-0.06001174,-0.1666951,-0.4283276,-0.4282608,0,0,0,0,0
53.39992,-0.05605781,0.1200317,-0.3801104,0.02513671,1,1,17.59859,0,13.94499
53.91644,0.2117883,0.1050853,-0.05758089,-0.02349353,1,1,19.11457,0.9802649,15
54.42813,0.1077865,0.1474376,-0.1977609,0.0417552,1,1,24.15075,0.1,14.49673
54.93565,-0.03898406,0.08162963,-0.3796869,-0.01342535,0.9705356,0.7337415,13.83383,0.1,14.56775
55.45928,0.03796554,0.1114437,-0.255973,0.02013916,1,1,13.88372,0,15.14736
55.96125,0.06771708,0.1070004,-0.2568529,0.008545518,1,1,14.14632,0.1,18.16738
56.48109,0.2764082,0.07075113,-0.05368161,-0.03512788,1,1,19.32452,0,18.5547
56.98408,0.1461178,0.1736569,-0.1616266,0.05497056,1,1,22.06485,0,18.99111
57.49239,0.177235,0.1826333,-0.1575586,0.05850482,1,1,17.21832,0,22.78564
58.00884,0.03486347,0.1721641,-0.274429,0.08301145,1,1,18.76001,0.1,24.09858
58.50909,0.05022192,0.01121867,-0.1814529,0.03803849,0.7667657,0.7321864,0,0,0
59.03343,0.05173218,0.1257399,-0.2578206,0.02083069,1,1,21.89245,0.1,26.11287
59.54299,0.2802408,0.1088567,-0.04966283,-0.01100695,1,1,18.32341,0.1,22.62976
60.05304,0.2485315,0.1233668,-0.0750162,0.00909698,1,1,18.53236,0.1,22.58725
60.55639,0.1099687,0.140853,-0.1904778,0.01928437,1,1,19,1.205464,23.0231
61.07442,0.4558536,0.1157373,0.1666496,-0.06520343,0.652105,0.6341181,20.12595,0.4038072,21
61.58268,0.1242043,0.1683376,-0.1992024,0.07280624,1,1,18.38174,0.1,18.78666
62.10562,0.108622,0.1204486,-0.1877177,-0.01510167,1,1,19,1.279,19.37434
62.6246,0.2350627,0.02952546,-0.1065464,-0.0954684,0.9950597,0.9033446,19.50681,0.1,18.07847
63.14796,-0.04399627,0.09658599,-0.3763919,0.004729748,1,1,23.08815,0.1,18.09131
63.65833,0.02693748,0.1107025,-0.2887055,0.0192278,1,1,27,0.8180232,17.81234
64.17288,0.2849461,-0.004689336,-0.05413437,-0.1344562,0.9624618,0.8662483,24.92257,0.8322401,19
64.68626,0.01815724,0.1361908,-0.3012829,0.04938394,0.8941098,0.9035023,27,0.2607592,20.28025
65.20947,-0.003603339,0.1867363,-0.3362975,0.0916419,1,1,26.09446,0.1,27.31778
65.71706,0.06432879,0.1313969,-0.2625029,0.03706634,1,1,25.9071,0,27.33089
66.23447,-0.005919278,0.03612328,-0.1362782,-0.3091302,0,0,0,0,0
66.74526,0.1026912,-0.124874,-0.1440892,-0.2842548,0,0,0,0,0
67.26973,0.09716618,0.1416332,-0.2470375,0.0628016,1,1,25.95713,0.1,26.93435
67.79111,0.08474743,0.08866668,-0.263849,0.004775524,1,1,26.0322,0.1,27.66083
68.29638,0.03895581,-0.0727371,-0.3384235,-0.1534232,1,1,25.99709,0.1,27.90101
68.8036,0.002673984,-0.1322486,-0.4041107,-0.2158486,0.9966004,0.7828131,26.02391,0.09364665,27.99517
69.32685,-0.03616577,-0.1328274,-0.4493721,-0.1968477,1,1,26.01845,0.08738321,28.02761
69.84324,0.01886916,-0.1511238,-0.4007478,-0.2127557,0.9046149,0.7848305,26.11295,0,28.04261
70.36488,0.09508753,0.01334643,-0.2250778,-0.1373122,0.7923194,0.7027054,25,0.06911707,32.43628
70.86502,0.1546912,0.1280575,-0.3011876,-0.01474965,0.8576944,0.9315292,26.05307,1.620393,28.01696
71.38789,0.1020606,0.1824086,-0.3527508,0.06164795,1,1,25.98124,1.661012,27.96905
71.91097,0.07721376,0.3142261,-0.3191712,0.1909384,1,1,25.87207,1.739854,27.98464
72.43149,-0.04404771,0.2112569,-0.3677759,0.09376281,1,1,25,2.479013,28.72279
