ÉtÉåÅ[ÉÄêî,ç∂ìµçEåa,âEìµçEåa,ç∂ñ⁄ÇÃäJÇ´ãÔçá,âEñ⁄ÇÃäJÇ´ãÔçá,èuÇ´ÇµÇΩÇ©î€Ç©
51753,4.2659,4.36322,0,0,blinked
51754,4.267212,4.407135,0,0,non
51755,4.356964,4.308334,0,0,non
51756,4.316605,4.320328,0,0,non
51757,4.316605,4.320328,0,0,non
51758,4.256271,4.286453,0,0,non
51759,4.26358,4.320663,0,0,non
51760,4.199402,4.251175,0,0,non
51761,4.256058,4.122559,0,0,non
51762,4.256058,4.122559,0,0,non
51763,4.274734,4.211044,0,0,non
51764,4.211731,4.15065,0,0,non
51765,4.157806,4.196579,0,0,non
51766,4.233047,3.984924,0,0,non
51767,4.233047,3.984924,0,0,non
51768,4.13176,4.088501,0,0,non
51769,4.127319,4.062225,0,0,non
51770,4.085541,3.980347,0,0,non
51771,4.085541,3.980347,0,0,non
51772,3.938751,4.069397,0,0,non
51773,3.941254,3.876999,1,1,non
51774,3.914551,3.969177,1,1,non
51775,3.917328,4.062164,1,1,non
51776,3.917328,4.062164,1,1,non
51777,3.884232,3.932007,1,1,non
51778,4.024506,4.028091,1,1,non
51779,4.006958,3.894669,1,1,non
51780,4.089371,3.921677,1,1,non
51781,4.089371,3.921677,1,1,non
51782,3.913452,3.854431,1,1,non
51783,4.150833,3.895187,1,1,non
51784,4.150833,3.895187,1,1,non
51785,4.035507,3.924805,1,1,non
51786,4.087036,3.91066,1,1,non
51787,4.069336,3.890533,1,1,non
51788,4.06311,3.871567,1,1,non
51789,4.132782,3.891373,1,1,non
51790,4.015274,3.870056,1,1,non
51791,3.844482,3.898651,1,1,non
51792,3.845093,3.981903,1,1,non
51793,3.845093,3.981903,1,1,non
51794,3.801941,3.843094,1,1,non
51795,4.1604,3.783936,1,1,non
51796,4.101318,3.752136,1,1,non
51797,4.0811,3.89827,1,1,non
51798,3.994553,3.821671,1,1,non
51799,3.994553,3.821671,1,1,non
51800,4.05307,3.879761,1,1,non
51801,4.112167,3.824249,1,1,non
51802,4.013199,3.886612,1,1,non
51803,3.701508,3.853378,1,1,non
51804,3.701508,3.853378,1,1,non
51805,3.996475,3.806854,1,1,non
51806,4.068726,3.767761,1,1,non
51807,4.047485,3.769897,1,1,non
51808,3.997726,3.782898,1,1,non
51809,4.004333,3.672668,1,1,non
51810,4.004333,3.672668,1,1,non
51811,3.952438,3.790298,1,1,non
51812,3.912994,3.836945,1,1,non
51813,3.89093,3.704269,1,1,non
51814,3.894897,3.732941,1,1,non
51815,3.964417,3.770737,1,1,non
51816,3.964417,3.770737,1,1,non
51817,3.930679,3.628906,1,1,non
51818,3.86615,3.474472,1,1,non
51819,3.9543,3.555756,1,1,non
51820,3.868942,3.592026,1,1,non
51821,3.868942,3.592026,1,1,non
51822,3.941635,3.620834,1,1,non
51823,3.878143,3.662079,1,1,non
51824,3.970657,3.693985,1,1,non
51825,3.956619,3.599106,1,1,non
51826,3.944153,3.536011,1,1,non
51827,3.944153,3.536011,1,1,non
51828,3.942917,3.587402,1,1,non
51829,3.931,3.62323,1,1,non
51830,3.882965,3.591019,1,1,non
51831,3.796768,3.618942,1,1,non
51832,3.796768,3.618942,1,1,non
51833,3.823257,3.646454,1,1,non
51834,3.88916,3.645874,1,1,non
51835,3.862793,3.62056,1,1,non
51836,3.837204,3.59549,1,1,non
51837,3.834824,3.593781,1,1,non
51838,3.834824,3.593781,1,1,non
51839,3.833115,3.591736,1,1,non
51840,3.834518,3.591019,1,1,non
51841,3.832809,3.585236,1,1,non
51842,3.831055,3.574081,1,1,non
51843,3.831055,3.574081,1,1,non
51844,3.82991,3.574051,1,1,non
51845,3.676361,3.562225,1,1,non
51846,3.77597,3.54808,1,1,non
51847,3.733566,3.532578,1,1,non
51848,3.733566,3.532578,1,1,non
51849,3.759827,3.514908,1,1,non
51850,3.706833,3.448425,1,1,non
51851,3.689636,3.487122,1,1,non
51852,3.72258,3.522751,1,1,non
51853,3.72258,3.522751,1,1,non
51854,3.742065,3.480881,1,1,non
51855,3.751984,3.501923,1,1,non
51856,3.736984,3.524918,1,1,non
51857,3.725723,3.503693,1,1,non
51858,3.725723,3.503693,1,1,non
51859,3.710007,3.504074,1,1,non
51860,3.714279,3.525848,1,1,non
51861,3.709961,3.503754,1,1,non
51862,3.70546,3.482513,1,1,non
51863,3.70546,3.482513,1,1,non
51864,3.705734,3.481583,1,1,non
51865,3.700439,3.480515,1,1,non
51866,3.704056,3.450226,1,1,non
51867,3.694351,3.440628,1,1,non
51868,3.694351,3.440628,1,1,non
51869,3.688812,3.424103,1,1,non
51870,3.668579,3.415695,1,1,non
51871,3.66777,3.39827,1,1,non
51872,3.656738,3.381989,1,1,non
51873,3.649536,3.35997,1,1,non
51874,3.649536,3.35997,1,1,non
51875,3.635239,3.358917,1,1,non
51876,3.624252,3.290619,1,1,non
51877,3.624084,3.27507,1,1,non
51878,3.618484,3.291367,1,1,non
51879,3.618484,3.291367,1,1,non
51880,3.60965,3.278671,1,1,non
51881,3.59494,3.285248,1,1,non
51882,3.592728,3.279968,1,1,non
51883,3.586014,3.284973,1,1,non
51884,3.584991,3.279694,1,1,non
51885,3.584991,3.279694,1,1,non
51886,3.555649,3.288177,1,1,non
51887,3.552032,3.283066,1,1,non
51888,3.537537,3.277771,1,1,non
51889,3.531555,3.275665,1,1,non
51890,3.520889,3.273972,1,1,non
51891,3.520889,3.273972,1,1,non
51892,3.531723,3.273499,1,1,non
51893,3.518478,3.273483,1,1,non
51894,3.518387,3.276611,1,1,non
51895,3.520386,3.274826,1,1,non
51896,3.520386,3.274826,1,1,non
51897,3.52063,3.272446,1,1,non
51898,3.507156,3.268097,1,1,non
51899,3.503738,3.262924,1,1,non
51900,3.466873,3.26297,1,1,non
51901,3.466873,3.26297,1,1,non
51902,3.467072,3.242554,1,1,non
51903,3.447189,3.242783,1,1,non
51904,3.445618,3.250412,1,1,non
51905,3.499939,3.285416,1,1,non
51906,3.499939,3.285416,1,1,non
51907,3.523514,3.294083,1,1,non
51908,3.490829,3.286697,1,1,non
51909,3.501602,3.315887,1,1,non
51910,3.483887,3.286804,1,1,non
51911,3.483887,3.286804,1,1,non
51912,3.468414,3.257339,1,1,non
51913,3.44548,3.257599,1,1,non
51914,3.435257,3.25354,1,1,non
51915,3.424896,3.257645,1,1,non
51916,3.424896,3.257645,1,1,non
51917,3.440704,3.274414,1,1,non
51918,3.434708,3.2827,1,1,non
51919,3.434692,3.274475,1,1,non
51920,3.435349,3.265839,1,1,non
51921,3.435349,3.265839,1,1,non
51922,3.434677,3.25679,1,1,non
51923,3.435715,3.247314,1,1,non
51924,3.437088,3.239883,1,1,non
51925,3.437439,3.239655,1,1,non
51926,3.437393,3.239151,1,1,non
51927,3.437393,3.239151,1,1,non
51928,3.4375,3.247269,1,1,non
51929,3.457306,3.235214,1,1,non
51930,3.465378,3.23439,1,1,non
51931,3.4655,3.233612,1,1,non
51932,3.4655,3.233612,1,1,non
51933,3.470871,3.168549,1,1,non
51934,3.493118,3.27182,1,1,non
51935,3.520767,3.268845,1,1,non
51936,3.526733,3.293167,1,1,non
51937,3.526733,3.293167,1,1,non
51938,3.521606,3.276642,1,1,non
51939,3.527451,3.27626,1,1,non
51940,3.527374,3.271835,1,1,non
51941,3.527222,3.267334,1,1,non
51942,3.527222,3.267334,1,1,non
51943,3.525681,3.271072,1,1,non
51944,3.533295,3.263199,1,1,non
51945,3.533722,3.266769,1,1,non
51946,3.53688,3.268661,1,1,non
51947,3.53688,3.268661,1,1,non
51948,3.533646,3.270554,1,1,non
51949,3.535446,3.271606,1,1,non
51950,3.531479,3.241257,1,1,non
51951,3.529999,3.181381,1,1,non
51952,3.529999,3.181381,1,1,non
51953,3.576614,3.269516,1,1,non
51954,3.537399,3.178665,1,1,non
51955,3.545578,3.332458,1,1,non
51956,3.623657,3.265656,1,1,non
51957,3.623657,3.265656,1,1,non
51958,3.383133,3.154602,0.7236247,0.7022529,non
51959,-1,-1,0.7236247,0.7022529,non
51960,-1,-1,0.3954619,0.508348,non
51961,-1,-1,0.3954619,0.508348,non
51962,-1,-1,0.08725455,0.2056914,non
51963,-1,-1,0.08725455,0.2056914,non
51964,-1,-1,0.02471039,0.07844756,non
51965,-1,-1,0.02471039,0.07844756,non
51966,-1,-1,0.01351438,0.09166812,non
51967,-1,-1,0.01351438,0.09166812,non
51968,-1,-1,0.08657089,0.1676641,non
51969,-1,-1,0.08657089,0.1676641,non
51970,-1,-1,0.3911274,0.4158719,non
51971,-1,-1,0.3911274,0.4158719,non
51972,-1,-1,0.6717649,0.5965572,non
51973,-1,-1,0.6717649,0.5965572,non
51974,-1,-1,0.821061,0.7387528,non
51975,-1,-1,0.821061,0.7387528,non
51976,-1,-1,0.9002159,0.8423959,non
51977,-1,-1,0.9002159,0.8423959,non
51978,3.602463,3.341156,1,1,non
51979,3.715179,3.478256,1,1,non
51980,3.576279,3.370392,1,1,non
51981,3.567062,3.463074,1,1,non
51982,3.567062,3.463074,1,1,non
51983,3.35849,3.332184,1,1,non
51984,3.558121,3.323288,1,1,non
51985,3.417618,3.222961,1,1,non
51986,3.512604,3.335831,1,1,non
51987,3.512604,3.335831,1,1,non
51988,3.59967,3.425705,1,1,non
51989,3.483841,3.382599,1,1,non
51990,3.412048,3.304642,1,1,non
51991,3.606308,3.406815,1,1,non
51992,3.446228,3.161453,0.9622322,0.9212258,non
51993,3.446228,3.161453,0.9622322,0.9212258,non
51994,-1,-1,0.7641469,0.6466637,non
51995,-1,-1,0.7641469,0.6466637,non
51996,-1,-1,0.5062155,0.3830061,non
51997,-1,-1,0.5062155,0.3830061,non
51998,-1,-1,0.1972377,0.1541589,non
51999,-1,-1,0.1972377,0.1541589,non
52000,-1,-1,0.09377824,0.05460236,non
52001,-1,-1,0.09377824,0.05460236,non
52002,-1,-1,0.08800253,0.06235949,non
52003,-1,-1,0.08800253,0.06235949,non
