time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
34,-0.1407269,0.1585574,-0.1689834,0.2603496,4.52919,4.972687,1,1,0
35,-0.1577275,0.1477554,-0.1759155,0.243333,4.380951,4.727982,0.910669,0.8558754,0
36,0.04493916,0.1959185,0.01249528,0.3003117,4.67366,5.022232,1,1,0
37,-0.172927,0.1731229,-0.2046626,0.2629614,4.181381,4.579865,1,1,0
38,-0.1112531,0.200011,-0.1376935,0.2942426,4.687027,5.141525,0.8433155,0.8276905,0
39,-0.2049307,0.2001013,-0.2280989,0.2929062,3.409393,3.929794,1,1,0
40,-0.6972451,-0.1780053,-0.06533647,-0.003722787,-1,-1,0,0.02927624,1
41,-0.1577301,0.1125793,-0.1809886,0.1702286,3.457993,3.766068,0.8542425,0.7911174,0
42,-0.1738712,0.149558,-0.2017494,0.2225838,3.692474,4.049225,0.8619212,0.8563547,0
43,-0.2039058,0.162883,-0.2424886,0.2465477,3.631851,3.904114,1,1,0
44,0.01564407,0.2269472,-0.01082116,0.2942427,3.572952,3.945831,1,1,0
45,-0.02204454,0.1446403,-0.05717379,0.2048516,3.74472,4.182953,0.8818851,0.8300546,0
46,-0.4239898,-0.4978901,-0.01049787,-0.08444762,-1,-1,0,0.05034015,1
47,-0.01002961,0.1838997,-0.0438388,0.265525,3.921387,4.388229,1,1,0
48,-0.1426308,0.1081913,-0.1721327,0.1818088,3.510147,4.054367,1,1,0
49,-0.1629113,0.05815488,-0.2021591,0.1644948,-1,-1,0.3964625,0.5392513,1
50,-0.149444,0.156934,-0.1782823,0.2224063,-1,4.284714,0.5735176,0.5888082,1
51,-0.1470778,0.1096404,-0.2012714,0.1683548,3.567398,3.766068,0.8564582,0.7640189,0
52,-0.1205875,-0.0177896,-0.1872821,0.0534361,-1,-1,0.7085714,0.6326576,0
53,-0.1453662,0.02059054,-0.2034606,0.09219283,3.442291,3.762558,0.8892719,0.8557807,0
54,-0.1237895,0.02431303,-0.1985452,0.09455091,3.487778,3.736176,0.8634732,0.7526417,0
55,-0.106639,0.1112011,-0.1914371,0.1778987,3.521027,3.891464,0.9116586,0.7824234,0
56,-0.1074805,0.07310045,-0.1876694,0.1298169,2.452759,2.70137,1,1,1
57,-0.05654085,0.1032693,-0.133228,0.1635439,3.266006,3.652679,1,1,0
58,-0.06638718,0.07462859,-0.1488569,0.1391788,3.170609,3.757278,0.9606839,0.888342,0
59,-0.1522089,0.2473975,-0.2047108,0.3231949,3.730438,4.208649,1,1,0
60,-0.09125221,-0.01333737,-0.1993182,0.04628569,-1,-1,0.8024609,0.7600554,0
61,-0.1296225,0.01806796,-0.243806,0.08153337,3.700089,3.976791,0.8637657,0.8200927,0
62,0.06342244,0.2482776,0.03692675,0.3299361,3.826813,4.110413,1,1,0
63,-0.05750978,0.02084124,-0.1847196,0.08821374,3.925629,4.363678,0.93715,0.8424099,0
64,-0.1290758,0.05070895,-0.2597823,0.1245402,3.13681,3.438889,0.9733072,0.9617932,0
65,-0.2803311,0.1790652,-0.3242689,0.2663898,3.532791,3.813126,1,1,0
66,-0.1625387,0.1197505,-0.2158342,0.209177,4.020325,4.469589,0.9101344,0.9261308,0
67,-0.1715268,0.03273392,-0.2869447,0.108942,2.958466,3.271027,0.9408372,0.8925838,0
68,-0.1505135,0.02925873,-0.2871107,0.1047683,3.539902,3.75177,0.9382013,0.9885044,0
69,-0.04396868,0.07261992,-0.1648612,0.1553006,3.080719,3.326797,1,1,0
70,-0.1189859,0.2029043,-0.1550698,0.2886707,2.929321,3.196274,1,1,0
71,-0.1024382,0.1895058,-0.1361223,0.2841195,3.733627,4.122635,1,1,0
72,-0.07550567,0.1821823,-0.1076112,0.2574849,3.881805,4.260635,1,1,0
73,-0.1009533,0.1706531,-0.1383272,0.2475857,3.851822,4.097168,1,1,0
74,0,0,0.07654369,0.1543323,-1,-1,0.4952378,0.6999617,1
75,-0.1588786,0.1881062,-0.1944385,0.2738045,3.192093,3.583984,1,1,1
76,-0.1848385,0.1669767,-0.2231219,0.2461693,3.072723,3.324722,0.8532128,0.9375832,0
77,-0.08421826,0.2005894,-0.113896,0.2895917,3.567017,3.981216,1,1,1
78,-0.1181926,0.195627,-0.1520538,0.2836182,3.6474,4.108002,1,1,0
79,0.1406226,0.1528211,0.09344006,0.2396224,3.791168,3.994568,1,1,0
80,-0.1438764,0.1889371,-0.1876204,0.2772734,4.21376,4.56041,1,1,1
81,-0.01982909,0.1697844,-0.06149453,0.2590278,4.374146,4.772552,1,1,0
83,0.1416008,0.1492969,0.1109067,0.2264951,4.740402,5.079529,1,1,0
84,-0.3220316,0.2669846,-0.3115816,0.3484189,-1,-1,0.5010985,0.5797407,0
85,-0.3477901,0.1448104,-0.398755,0.2385074,3.246414,3.324234,1,1,0
86,-0.1978629,0.2339899,-0.2519661,0.3352169,3.254395,3.549301,1,1,0
87,-0.3149517,0.1650347,-0.3562214,0.2519525,3.678375,3.936249,1,1,1
88,0,0,-0.2904701,0.11582,-1,-1,0,0.262783,1
89,-0.09276956,0.2103844,-0.1302434,0.3033272,3.778229,3.99588,1,1,0
90,0.01456439,0.1959567,-0.0128473,0.2831959,3.219055,3.653168,1,1,0
91,-0.0921064,0.2003543,-0.1183422,0.2778752,3.73671,4.04306,1,1,0
92,-0.893478,-0.1253726,-0.1970969,0.2334777,-1,-1,0,0.3575159,1
93,-0.1604707,0.150937,-0.193879,0.2244511,4.006104,4.108719,0.7141623,0.6208948,0
94,-0.1243812,0.180065,-0.1509674,0.2561829,3.780441,4.181915,0.7455349,0.6710956,1
95,-0.1391815,0.1836918,-0.1769685,0.2580196,3.597702,3.922989,1,1,0
96,-0.1157306,0.2385377,-0.1519696,0.3027301,3.825439,4.175613,0.9341963,0.8656089,1
97,-0.01850176,0.1461933,-0.05046469,0.2243183,3.65416,4.018234,1,1,1
98,-0.205447,0.185954,-0.2441798,0.2437379,3.543915,3.900742,0.6866753,0.672575,0
99,0,0,-0.06692904,0.2647811,-1,-1,0,0.3495256,1
100,0.1135826,0.3905652,0.08377218,0.4937883,4.052521,4.033951,1,1,0
101,-0.3373478,0.1859027,-0.4008015,0.2571106,3.953201,4.239349,0.9159534,0.9877161,0
102,-0.193321,0.217602,-0.2219403,0.313745,3.374802,3.679276,1,1,0
103,-0.1153038,0.4573531,-0.1261322,0.5576506,3.745956,3.988556,1,1,0
104,-0.26897,0.5039291,-0.2609488,0.5824594,2.730545,2.811096,1,1,0
105,-0.1413164,0.1428386,-0.1694618,0.2118228,3.35289,3.642487,1,1,0
106,-0.1307927,0.2617638,-0.1477767,0.3354814,4.044418,4.485092,1,1,0
107,-0.1258839,0.1786802,-0.1526988,0.2618947,4.236679,4.664032,1,1,0
108,-0.2571411,0.352464,-0.2877404,0.4276685,4.271927,4.834732,1,1,0
109,-0.3228018,0.1704519,-0.358153,0.2396505,2.850281,3.274048,1,1,0
110,-0.1571348,0.09596545,-0.1831461,0.1528566,-1,-1,0.668619,0.650023,0
111,0.115242,0.1801014,0.09044969,0.2496118,4.344025,4.928482,1,1,1
112,-0.2265424,0.1893199,-0.2587619,0.2515284,4.353485,4.666962,0.9813221,0.8912883,0
113,-0.4336485,0.2071018,-0.4709873,0.2852848,4.73143,5.000656,1,1,0
114,-0.04569811,0.2153896,-0.08223861,0.2745444,4.594604,4.992798,1,1,0
115,-0.232541,0.1388902,-0.264528,0.210054,4.526794,4.61972,1,1,1
116,-0.2117778,0.05498004,-0.2604043,0.1199117,4.236221,4.583618,0.8448293,0.8799226,0
117,-0.1225886,-0.07413781,-0.1928591,-0.05042541,-1,-1,0.5517291,0.5855383,0
118,-0.1102611,0.045012,-0.1937009,0.1052681,3.302078,-1,0.8609369,0.7527323,0
119,-0.1482184,0.02735949,-0.219982,0.08713442,3.543228,3.985092,0.8940194,0.8568225,0
120,-0.1285551,0.1572602,-0.2122574,0.2175638,3.843124,4.313217,1,1,0
121,-0.2718939,0.3503749,-0.3228555,0.4183202,3.698425,4.079147,1,1,0
122,-0.1207138,0.03176087,-0.2436586,0.0937385,3.978607,4.441849,0.706091,0.7177902,1
123,0.09097099,0.1965135,0.05987787,0.2549315,3.893387,4.205978,1,1,0
124,-0.1550949,0.289535,-0.1891768,0.3467827,-1,-1,0.5186393,0.5047112,0
125,-0.1692708,0.160401,-0.2015955,0.2235579,4.288498,4.729172,1,1,0
126,0.05471599,0.1984605,0.01548672,0.2672114,4.624588,5.018295,1,1,0
127,-0.118851,0.2665573,-0.1431668,0.3272986,4.7108,5.162903,1,1,0
128,-0.2542044,0.1736656,-0.2771208,0.265359,3.963806,4.39006,1,1,0
129,-0.2043225,0.1474084,-0.22755,0.232133,4.448502,4.892624,0.9542944,0.9467083,0
130,0.02467108,0.1437199,-0.007730126,0.2275184,4.644501,4.980759,1,1,0
131,-0.09594285,0.147447,-0.1156098,0.2173247,4.765244,5.065781,1,1,0
132,0.002540469,0.1825106,-0.02686858,0.2433321,4.91687,5.300644,1,1,0
133,-0.1912047,0.004710078,-0.2658438,0.06377333,4.316132,4.908417,0.7819892,0.805138,0
134,-0.15505,0.01214629,-0.2628508,0.0533374,3.166122,3.381027,0.8929282,0.9247017,0
135,-0.1249346,-0.05436373,-0.2050719,0.006224811,3.215042,-1,0.8590636,0.86224,0
136,-0.0564757,-0.000120759,-0.1441427,0.06384504,3.613785,3.988586,0.9656723,0.8650932,0
137,-0.08516431,0.08741575,-0.1726137,0.1533517,3.598724,3.908142,1,1,0
138,-0.1209731,0.07346326,-0.198189,0.1370444,3.731583,4.172638,1,1,0
139,-0.1801621,0.09218299,-0.2734629,0.1635268,3.697922,4.018753,1,1,0
140,-0.1479211,0.4069156,-0.2171317,0.4953386,2.651596,2.910248,1,1,0
141,-0.2369069,0.09765363,-0.3516361,0.1736516,3.458694,3.777588,1,1,0
142,-0.2574537,0.485352,-0.3326666,0.5788459,-1,3.828339,1,1,0
143,0,0,-0.1283223,0.2344377,-1,-1,0.2570409,0.5698774,1
144,-0.1185164,0.1101251,-0.2058252,0.1677386,3.309738,3.695831,0.9541209,0.8630065,0
145,-0.0157488,0.1678688,-0.1013516,0.2196113,3.38768,3.894821,1,1,0
146,-0.1228781,0.1777727,-0.188387,0.2129059,2.862869,2.95079,1,1,0
147,0,0,-0.1784232,-0.04353809,-1,-1,0,0.3789237,1
148,-0.1027794,0.157793,-0.1533588,0.2186409,3.70224,4.062897,1,1,0
149,-0.8659782,0.0233832,-0.1016033,0.3255806,-1,-1,0.5564658,0.7899386,0
150,-0.2381908,0.2219821,-0.2772879,0.3104094,4.078461,4.253098,0.9858151,0.9400492,0
151,-0.2042282,0.2388959,-0.2388224,0.3385282,4.671799,5.032043,0.8809648,0.906418,1
152,0,0,-0.190143,0.2753707,-1,-1,0.6164821,0.7739603,0
153,-0.1470788,0.1625856,-0.1780858,0.261305,4.711472,5.189377,1,1,1
154,-0.2445548,0.2340769,-0.3125496,0.3197858,4.786743,5.015152,1,1,0
155,-0.0677793,0.2097406,-0.1329622,0.3066739,4.836243,5.258789,1,1,0
156,-0.0661363,0.2227728,-0.1064842,0.3009837,4.971924,5.265472,1,1,0
157,-0.05758178,0.2305675,-0.09331656,0.3096991,4.88884,5.302032,1,1,0
158,-0.1924278,0.2134843,-0.2125517,0.287547,4.435532,4.869888,1,1,0
159,-0.003176451,0.2100626,-0.02947801,0.2889378,4.935165,5.208847,1,1,0
160,0.05950391,0.2223905,0.03294528,0.2988878,4.751038,5.001007,1,1,0
161,-0.4393483,0.2139372,-0.4792677,0.2856026,4.881699,5.094299,1,1,0
162,-0.06756711,0.203154,-0.09562039,0.260886,4.938995,5.37471,1,1,0
163,-0.1750551,0.2104648,-0.1967058,0.2819867,5.105042,5.413879,1,1,0
164,-0.2994971,0.2446396,-0.3297445,0.3287334,4.242447,4.559845,1,1,0
165,-0.1938587,0.213567,-0.2232871,0.292308,4.061401,4.450119,1,1,0
166,-0.2049624,0.1894812,-0.2261938,0.2869691,4.162842,4.594757,1,1,0
168,-0.1650867,0.1628813,-0.1874586,0.2458307,3.798889,4.018799,1,1,0
169,-0.1407375,0.1914697,-0.1765984,0.2775224,3.771683,4.104965,1,1,0
170,-0.3777003,-0.007160187,-0.3314956,0.2756911,-1,-1,0.03326526,0.4972219,0
171,-0.1492189,0.247281,-0.1806638,0.333257,3.926208,4.348251,1,1,0
172,-0.01049012,0.2204492,-0.04384595,0.3081776,4.074387,4.362427,1,1,0
173,-0.2730655,0.2060599,-0.3026079,0.2983289,3.971939,4.243423,1,1,0
174,-0.3670828,0.3607122,-0.3948265,0.468811,4.420563,4.74408,1,1,0
175,-0.2076163,0.2291015,-0.2403929,0.3213034,4.368225,4.696045,1,1,0
176,0.07459295,0.20024,0.03455102,0.2755092,4.30275,4.718002,1,1,0
177,-0.002067566,0.2039366,-0.03029925,0.2776915,4.682709,4.957794,1,1,0
178,-0.0868178,0.1729907,-0.1179726,0.2394507,4.621231,5.016922,1,1,0
179,-0.06163806,0.2039477,-0.09368467,0.2640036,4.127029,4.469238,1,1,0
180,-0.1121573,0.1774316,-0.1571602,0.2624004,4.005798,4.346649,1,1,0
181,-0.4240497,0.1960711,-0.4602639,0.286805,4.347153,4.476974,1,1,0
182,-0.3020079,0.2420521,-0.3328383,0.3389294,4.251144,4.678711,1,1,0
183,-0.2057616,0.2669921,-0.2362883,0.3519789,4.339188,4.668091,0.9270915,0.9726042,2
184,-0.1000035,0.1520795,-0.1221849,0.2325542,4.000534,4.367538,1,1,0
185,-0.200982,0.1663902,-0.2265268,0.2461944,4.64975,4.954346,0.9440566,0.8939209,0
186,-0.2776947,0.1420273,-0.3081231,0.229039,4.485825,4.735825,1,1,0
187,-0.312913,0.1825186,-0.3451631,0.2694603,4.286819,4.480759,1,1,0
188,0.1018803,0.2240401,0.06911063,0.3077801,4.395432,4.942383,1,1,0
189,-0.08985209,0.2013653,-0.1201261,0.2679148,4.442856,4.882126,0.939748,0.8335175,0
190,-0.0935272,0.2444921,-0.1210164,0.3204332,4.11116,4.538025,1,1,0
191,0.06855571,0.1643709,0.05568898,0.2203898,4.086227,4.542252,1,1,0
192,0,0,-0.05068785,0.09676176,-1,-1,0,0.1714986,3
193,-0.1719044,0.1717004,-0.2036273,0.2171971,4.413467,4.745773,0.982132,0.963499,0
194,-0.2193027,0.177041,-0.2469532,0.2361676,4.468643,4.80481,1,1,0
195,-0.2566268,0.1910422,-0.2904021,0.2691221,4.115662,4.825104,1,1,0
196,-0.1472062,0.2361001,-0.1905879,0.3124219,4.443283,4.872925,1,1,0
197,-0.1141368,0.233218,-0.1644492,0.3251266,4.531662,5.061539,0.921638,0.9231749,0
198,-0.05819547,0.2348701,-0.09097338,0.3027376,4.340515,4.708527,1,1,0
199,0.04442477,0.3027068,0.02592754,0.3555865,4.453094,4.813278,1,1,0
200,-0.02082914,0.2329264,-0.0466187,0.2839355,4.045273,4.396683,0.807039,0.7325114,1
201,-0.006280005,0.2311777,-0.02570391,0.2814628,4.112747,4.440689,0.8378928,0.8183219,1
202,-0.01500303,0.2692558,-0.0412131,0.3227052,4.425522,4.905945,1,1,0
203,-0.4794928,0.2382655,-0.5082679,0.294843,4.847107,5.185669,1,1,0
204,-0.2202716,0.1526301,-0.2656664,0.2167509,3.792969,4.340134,0.8343611,0.8021671,0
205,-0.1875224,0.1675183,-0.2189347,0.2396367,3.873367,4.297607,0.9174454,0.8762056,0
206,-0.2344614,0.06870788,-0.2732538,0.1332871,4.305634,4.635315,0.8205959,0.7698945,0
207,-0.2234848,0.2151497,-0.2609067,0.2974079,3.805283,4.327011,1,1,0
208,-0.3760329,0.1540116,-0.4160049,0.2440749,4.124542,4.183258,1,1,0
209,-0.2335882,0.004105687,-0.07259309,0.3031262,-1,-1,0.5436556,0.830835,0
210,-0.1036694,0.2421826,-0.1186621,0.3183823,-1,4.514206,1,1,1
211,-0.2245102,0.1575944,-0.2587457,0.2303172,3.905029,4.226974,0.8617974,0.9962922,0
212,-0.2689844,0.04259157,-0.3215239,0.09390444,3.741547,4.131485,0.8027309,0.8765094,0
213,-0.2709386,-0.05557454,-0.3441857,-0.01173604,-1,4.342682,0.6211326,0.6904902,0
214,-0.2160999,-0.06924164,-0.290944,-0.02432394,-1,-1,0.633892,0.6787323,0
215,-0.157663,0.003035426,-0.2271432,0.06526208,3.23613,3.554504,0.7869672,0.7408341,0
216,-0.1410071,0.05429709,-0.2080681,0.1117594,3.585663,3.854904,0.8431666,0.7802308,0
217,-0.1112012,0.08936477,-0.1852363,0.1334974,3.558899,4.063904,0.904808,0.7903174,0
218,-0.1181886,0.1207915,-0.1885509,0.1722221,3.771271,3.993408,0.95419,0.8587876,0
219,-0.106548,0.1341617,-0.1802099,0.194401,3.774368,4.185547,0.9851544,0.8955585,0
220,-0.08082139,0.1904417,-0.1499649,0.2464041,3.878677,4.304733,1,1,0
221,-0.03394562,0.2287485,-0.1128368,0.2803064,3.934464,4.416092,1,1,0
222,-0.1978917,0.4560625,-0.2187465,0.5051707,3.417877,3.912842,1,1,0
223,-0.1568517,0.1796091,-0.1868031,0.2449433,3.617767,3.945663,1,1,0
224,-0.1151352,0.2274364,-0.1422043,0.3011023,3.910599,4.34787,1,1,0
225,-0.09649521,0.198038,-0.1188455,0.2656465,4.021896,4.361679,1,1,1
226,0.2013582,0.1869798,0.1708651,0.2494708,-1,-1,1,1,0
227,-0.2005166,0.2054854,-0.2318826,0.2513233,3.975754,4.550491,1,1,0
228,0.1750898,0.1835054,0.1430972,0.2331851,4.313477,4.765945,1,1,0
229,0.09759593,0.2161438,0.06058609,0.253531,4.580917,4.935577,1,1,0
230,-0.1698673,0.2422294,-0.1853081,0.2975167,-1,4.97229,0.7195687,0.8291124,0
231,-0.3372332,0.2040728,-0.3596439,0.2722908,4.284241,4.579697,1,1,0
232,-0.1669005,0.2599098,-0.1965054,0.3173919,4.052536,4.360077,1,1,1
233,-0.1737238,0.2225786,-0.1942593,0.2893149,4.256912,4.669495,1,1,0
234,-0.1810982,0.1732663,-0.2090978,0.2422128,3.897293,4.369446,1,1,0
235,-0.04569322,0.2613869,-0.06908882,0.3302146,4.33934,4.608032,1,1,0
236,-0.07832545,0.2182626,-0.1013094,0.2883307,4.404373,4.803314,0.9745789,0.9464376,0
237,-0.1466737,0.1718466,-0.181797,0.2337137,4.519302,4.890045,1,1,0
238,-0.3762183,0.1922948,-0.4079523,0.2588016,4.803207,5.055908,1,1,0
239,-0.02242279,0.255303,-0.05325967,0.3242737,3.517593,3.988083,1,1,0
240,0.002144337,0.2369167,-0.02765965,0.2955493,4.283707,4.668381,1,1,0
241,0.0168376,0.2358674,-0.009747148,0.2900445,4.660767,5.104019,1,1,0
242,0.1909949,0.2366866,0.1567109,0.2942656,4.709366,5.384674,0.9933847,0.9498098,0
243,0.04096067,0.224655,0.01676702,0.2681282,3.989532,4.335526,1,1,0
244,-0.1878525,0.254173,-0.2136275,0.3016639,4.382889,4.765732,1,1,0
245,-0.1492766,0.256458,-0.1686766,0.3094695,3.995071,4.267242,1,1,0
246,-0.09543109,0.1189633,-0.1485741,0.1655156,3.972092,4.453842,0.7488021,0.6441961,0
247,-0.08605075,0.2970023,-0.1013474,0.3395682,-1,-1,0.5875131,0.6129426,0
249,-0.05730462,0.2424011,-0.07720447,0.3003787,4.003143,4.222504,1,1,0
250,-0.1242017,0.2270756,-0.1440367,0.2831592,4.03772,4.514496,1,1,0
251,-0.131895,0.2690787,-0.1556328,0.3262747,4.241821,4.685745,1,1,0
252,-0.2549578,0.1750053,-0.2957371,0.2431241,4.112427,4.59523,0.9378749,0.9932078,0
253,-0.3836438,0.1773198,-0.4163713,0.2403646,4.795547,5.075623,1,1,0
254,-0.1768706,0.186772,-0.2157396,0.2753562,3.93808,4.385941,1,1,0
255,-0.4255464,0.1117248,-0.4727983,0.1943911,3.782211,3.856628,1,1,0
256,-0.3984672,0.260792,-0.4227197,0.3504897,4.016296,3.992859,1,1,0
257,-0.05886412,0.2267326,-0.09690946,0.3107784,3.759476,4.100937,1,1,0
258,-0.3596395,0.1552688,-0.4171094,0.2260739,3.710236,4.028259,1,1,0
259,-0.4340068,0.0955559,-0.491114,0.1701747,-1,4.009048,1,1,0
260,0.02323806,0.163299,-0.01414931,0.2201954,3.503036,3.880112,1,1,0
261,-0.08897668,0.1876007,-0.1183763,0.2492081,4.225555,4.55542,1,1,0
262,-0.3676744,0.268241,-0.3952099,0.335131,4.826538,4.883789,1,1,0
263,-0.2350693,0.1630927,-0.2791218,0.2526923,4.092972,4.250046,1,1,0
264,-0.2827838,0.2465681,-0.3104632,0.3689182,-1,-1,0.5858592,0.6748837,0
265,-0.04342896,0.225439,-0.110638,0.3053795,3.826508,4.272079,1,1,0
266,-0.3721471,-0.01447141,-0.4380285,0.01545411,-1,-1,0.7780709,0.8450507,1
267,-0.1331639,0.1317791,-0.1844655,0.1885722,3.546082,3.858139,0.9650983,0.9378354,0
268,-0.1166622,0.1239577,-0.168687,0.1840153,3.042267,3.539551,0.4544505,0.4805112,0
269,-0.2755107,0.2841018,-0.3076547,0.3533241,4.026184,4.152786,1,1,0
270,-0.1580021,0.2507786,-0.1803796,0.3248506,4.267929,4.604156,0.9178069,0.8074263,0
271,-0.1668116,0.3423125,-0.1897953,0.4251914,4.227478,4.341476,1,1,0
272,-0.2993489,0.3129939,-0.3252995,0.3965777,4.504028,4.673523,1,1,0
273,-0.07004952,0.2112866,-0.1140005,0.2996194,4.364304,4.547333,1,1,0
274,-0.4693868,0.186082,-0.5023916,0.2850056,4.320557,4.362137,1,1,0
275,-0.3991643,0.2954721,-0.4269463,0.4024411,4.176285,4.258514,1,1,0
276,0,0,-0.02276421,0.4259708,-1,-1,0.5149966,0.4819712,0
277,-0.06270736,0.4143865,-0.1004214,0.5164709,3.802322,3.878525,1,1,0
278,-0.3850183,0.2019307,-0.4280317,0.2719283,3.954315,4.278107,1,1,0
279,-0.2715681,0.2510006,-0.2995172,0.3270424,4.16153,4.501587,1,1,0
280,-0.2565807,0.2670285,-0.2782283,0.3502026,4.257706,4.654602,1,1,0
281,0,0,-0.05068594,0.02008873,-1,-1,0,0.04798879,2
282,-0.8277574,-0.2820996,-0.1150916,0.02810103,-1,-1,0,0.07016023,1
283,0,0,-0.0423004,0.1472633,-1,-1,0.1,0.2144106,0
284,-0.1503705,0.204292,-0.1924153,0.2667349,3.823929,4.200058,0.7558721,0.6448513,0
285,-0.1698072,0.1890064,-0.2093133,0.2530893,4.302368,4.781891,0.7922227,0.7262521,0
286,-0.1204002,0.17753,-0.1526741,0.241962,4.019608,4.421463,0.8089721,0.6861036,0
287,-0.4039614,0.2507193,-0.4563999,0.3218291,4.150009,4.404602,1,1,1
288,0.007115602,0.2192603,-0.03642958,0.2884466,4.205017,4.492447,0.8885854,0.9376351,0
289,0.007216692,0.1903493,-0.04021186,0.2317718,3.874771,4.217285,1,1,0
290,-0.09690857,0.2471706,-0.1148393,0.2874495,3.790085,4.169449,1,1,0
291,-0.1493641,0.3128929,-0.1776929,0.3619959,4.682068,4.889526,1,1,0
292,-0.261039,0.2089013,-0.2877328,0.2622313,4.621918,4.978699,1,1,0
293,0.2148095,0.2004894,0.1836482,0.2382802,4.879013,-1,1,1,1
294,0.2501222,0.3066627,0.229979,0.3349211,4.453278,4.906342,1,1,0
295,0.1860443,0.2915566,0.1677299,0.3197516,4.730484,5.136551,1,1,0
296,-0.3140382,0.2434791,-0.3599043,0.3049972,4.858429,5.211868,1,1,1
297,-0.4397535,0.1946076,-0.482882,0.2714931,3.625839,3.868469,1,1,1
298,-0.1895046,0.2506046,-0.215229,0.3269961,3.936386,4.17662,1,1,0
299,-0.181411,0.2247735,-0.2046094,0.3227185,-1,-1,0.479494,0.4786921,0
300,-0.2403486,0.2100273,-0.27075,0.2936867,4.037659,4.504517,0.9744371,0.9641235,0
301,0.02553225,0.1936229,-0.006691873,0.2697647,3.863892,4.271667,1,1,0
302,-0.2023454,0.05410093,-0.2610256,0.1101955,-1,4.280792,0.7749372,0.7211855,0
303,0.1577213,0.2182922,0.1278615,0.2694747,3.897842,4.174515,1,1,0
304,-0.272684,0.2262807,-0.3206608,0.2904093,4.406616,4.575455,1,1,0
305,-0.08651024,0.2008435,-0.1155826,0.280791,4.518051,4.5392,0.7653812,0.6617525,0
306,-0.01971084,0.2477682,-0.04733855,0.319309,4.211334,4.440918,1,1,0
307,-0.2688955,0.1506377,-0.3020633,0.2198696,4.208755,4.419098,0.925182,0.9900578,0
308,-0.1108826,0.2406505,-0.1295283,0.3161736,4.406876,4.794922,1,1,0
