time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blink
0,0.08998597,0.1030426,0.1362094,-0.09831929,4.734528,4.60881,1,1,1
1,0.05951691,0.1845649,0.08630776,-0.0146035,4.953522,4.888535,0.9760048,0.9795133,0
3,0.07229614,0.1733471,0.1334784,-0.02437449,5.34021,5.255234,0.9034076,0.9476939,0
4,0.1068282,0.1536152,0.1595662,-0.06288433,5.316025,5.080063,0.8805687,0.8507969,0
5,0.1334585,0.06011659,0.1779894,-0.1532329,5.793777,5.630447,0.8687263,0.9069443,0
6,0.1938605,0.09425294,0.2407751,-0.1124938,5.933441,5.597931,0.9275856,0.9652205,0
7,0.02344286,0.07811165,0.06473529,-0.1271368,5.99733,5.678467,0.9611115,0.9712004,0
8,0.3111007,0.09101558,0.3699439,-0.1257851,5.882111,5.644592,0.9704497,0.981833,0
9,0.2602253,0.1784036,0.3016548,-0.01890242,5.344208,5.359024,1,1,0
10,0.1316756,0.1972022,0.1861722,0.001482606,5.566116,5.217621,1,1,0
11,0.06903124,0.1870462,0.1157523,0.005072236,4.814575,4.498779,1,1,0
12,0.08185232,0.05313182,0.1329701,-0.1353333,5.465927,5.271835,1,1,0
13,0.00554812,0.1153834,0.05035627,-0.07170343,5.423431,5.109772,0.9791679,0.9684393,0
14,-0.09309494,0.09770912,-0.05528694,-0.08009338,5.916489,5.730743,0.9482806,0.9223189,0
15,0.2597919,0.1071276,0.2880863,-0.08220446,5.353195,5.083435,0.869054,0.9459047,0
16,-0.01908678,0.01606673,0.007912874,-0.155648,4.943481,4.860413,0.9642175,0.9216043,0
17,0.1161332,0.05548704,0.1348546,-0.1277677,5.04245,5.003067,1,1,0
18,-6.484985E-05,0.002118349,0.01021588,-0.1695049,4.985855,4.862015,1,1,0
19,0.1270746,-0.003138661,0.1484367,-0.1946011,5.207703,5.03154,1,1,0
20,0.08956158,0.0135349,0.07738721,-0.1618853,5.081055,4.948517,1,1,0
21,0.162674,-0.03506291,0.1657645,-0.2198379,5.140244,5.011078,1,1,0
22,0.09018481,-0.01921523,0.09394121,-0.1943547,5.397186,5.253616,0.9281271,0.9582924,0
23,0.1603591,0.004778206,0.1514386,-0.174738,5.129349,5.004196,0.8777881,0.9675841,0
