Blink,time,count,tempblink
0.3533334,1,1,1
0.4567334,1,1,1
0.5823228,1,1,1
0.8140036,1,1,1
0.9269488,1,1,1
1.033037,1,1,1
1.137797,1,2,0
1.239785,1,2,0
1.342664,1,2,0
1.444668,1,2,0
1.546117,1,2,0
1.647026,1,2,0
1.7511,1,2,0
1.853985,1,2,0
1.955495,1,2,0
2.078111,1,2,0
2.181638,1,3,0
2.285533,1,3,0
2.387666,1,3,0
2.487977,1,3,0
2.608114,1,3,0
2.708867,1,3,0
2.80912,2,3,1
2.933511,2,3,1
3.037963,2,3,1
3.13958,2,4,0
3.243305,2,4,0
3.347512,2,4,0
3.450184,2,4,0
3.55083,2,4,0
3.651337,2,4,0
3.752146,2,4,0
3.855212,2,4,0
3.980372,2,4,0
4.104757,2,4,0
4.20771,2,5,0
4.308816,2,5,0
4.412425,2,5,0
4.520523,2,5,0
4.643391,2,5,0
4.744584,2,5,0
4.869424,2,5,0
4.993746,2,5,0
5.107925,2,5,0
5.211682,2,6,0
5.314776,2,6,0
5.418575,2,6,0
5.520797,2,6,0
5.643704,2,6,0
5.750602,2,6,0
5.85304,2,6,0
5.95517,2,6,0
6.057546,2,6,0
6.18318,2,7,0
6.288213,2,7,0
6.390913,2,7,0
6.490933,2,7,0
6.61584,2,7,0
6.717623,2,7,0
6.836686,2,7,0
6.93727,2,7,0
7.041809,2,7,0
7.142477,2,8,0
7.247456,2,8,0
7.350442,2,8,0
7.451552,2,8,0
7.552509,2,8,0
7.655321,2,8,0
7.758162,2,8,0
7.859831,2,8,0
7.962097,2,8,0
8.064833,2,8,0
8.169822,2,9,0
8.270035,2,9,0
8.393457,2,9,0
8.49368,2,9,0
8.595252,2,9,0
8.697216,2,9,0
8.801051,2,9,0
8.903519,2,9,0
9.005464,2,9,0
9.106768,2,10,0
9.209213,2,10,0
9.312728,2,10,0
9.418633,2,10,0
9.544327,2,10,0
9.648149,2,10,0
9.750626,2,10,0
9.856759,2,10,0
9.960505,2,10,0
10.08256,2,10,0
10.1865,2,11,0
10.29343,2,11,0
10.39802,2,11,0
10.50058,2,11,0
10.60742,2,11,0
10.71069,2,11,0
10.81277,2,11,0
10.91569,2,11,0
11.02114,2,11,0
11.12597,2,12,0
11.23011,2,12,0
11.33751,2,12,0
11.44067,2,12,0
11.54414,2,12,0
11.65145,2,12,0
11.75401,2,12,0
11.86154,2,12,0
11.96187,2,12,0
12.06219,2,12,0
12.18483,2,13,0
12.30682,2,13,0
12.42249,2,13,0
12.54932,2,13,0
12.65197,2,13,0
12.75376,2,13,0
12.85826,2,13,0
12.9606,2,13,0
13.06151,2,13,0
13.16944,2,14,0
13.26966,2,14,0
13.37475,2,14,0
13.47745,2,14,0
13.57803,2,14,0
13.67971,2,14,0
13.7816,2,14,0
13.88455,2,14,0
14.0099,2,14,0
14.11373,2,15,0
14.21656,2,15,0
14.32391,2,15,0
14.42726,2,15,0
14.5494,2,15,0
14.67123,2,15,0
14.78505,2,15,0
14.88625,2,15,0
14.99213,2,15,0
15.10034,2,15,0
15.21021,2,16,0
15.32253,2,16,0
15.4306,2,16,0
15.54082,2,16,0
15.643,2,16,0
15.74608,2,16,0
15.84968,2,16,0
15.95349,2,16,0
16.05893,2,16,0
16.16223,2,17,0
16.26578,2,17,0
16.37513,2,17,0
16.47629,2,17,0
16.59965,2,17,0
16.724,2,17,0
16.83285,2,17,0
16.93381,2,17,0
17.03653,2,17,0
17.13977,2,18,0
17.24291,2,18,0
17.34518,2,18,0
17.45085,2,18,0
17.5527,2,18,0
17.65938,2,18,0
17.76169,2,18,0
17.86564,2,18,0
17.9724,2,18,0
18.08275,2,18,0
18.18558,2,19,0
18.29123,2,19,0
18.39393,2,19,0
18.49628,2,19,0
18.59973,2,19,0
18.70464,2,19,0
18.80816,2,19,0
18.91274,2,19,0
19.01881,2,19,0
19.12167,2,20,0
19.22838,2,20,0
19.33295,2,20,0
19.4357,2,20,0
19.53662,2,20,0
19.63891,2,20,0
19.73912,2,20,0
19.84054,2,20,0
19.94108,2,20,0
20.06297,2,20,0
20.18084,2,21,0
20.30056,2,21,0
20.4232,2,21,0
20.54331,2,21,0
20.65964,2,21,0
20.78001,2,21,0
20.89548,2,21,0
21.01584,2,21,0
21.13457,2,22,0
21.25466,2,22,0
21.37341,2,22,0
21.49055,2,22,0
21.61125,2,22,0
21.7294,2,22,0
21.84807,2,22,0
21.96703,2,22,0
22.08623,2,22,0
22.2065,2,23,0
22.32574,2,23,0
22.44386,2,23,0
22.56387,2,23,0
22.68364,2,23,0
22.80579,2,23,0
22.92645,2,23,0
23.04201,2,23,0
23.15944,2,24,0
23.27585,2,24,0
23.39775,2,24,0
23.51897,2,24,0
23.63894,2,24,0
23.75869,2,24,0
23.88199,2,24,0
24.00386,2,24,0
24.12167,2,25,0
24.24288,2,25,0
24.36418,2,25,0
24.48423,2,25,0
24.60369,2,25,0
24.72274,2,25,0
24.84103,2,25,0
24.95758,2,25,0
25.05902,2,25,0
25.17651,2,26,0
25.27685,2,26,0
25.39135,3,26,1
25.50715,3,26,1
25.63021,3,26,1
25.74778,3,26,1
25.87045,4,26,2
25.99357,4,26,2
26.11832,4,26,2
26.2405,4,27,0
26.34543,4,27,0
26.44554,4,27,0
26.56946,4,27,0
26.69347,4,27,0
26.7939,4,27,0
26.89732,4,27,0
26.99907,4,27,0
27.12245,4,27,0
27.22462,4,28,0
27.32631,4,28,0
27.45639,4,28,0
27.55786,4,28,0
27.65789,4,28,0
27.78154,4,28,0
27.88267,4,28,0
27.98366,4,28,0
28.10645,4,28,0
28.20761,4,29,0
28.30882,4,29,0
28.41291,4,29,0
28.53555,4,29,0
28.66295,4,29,0
28.76882,4,29,0
28.87021,4,29,0
28.97141,4,29,0
29.0724,4,29,0
29.17497,4,30,0
29.27575,4,30,0
29.37785,4,30,0
29.50308,4,30,0
29.60665,4,30,0
29.73038,4,30,0
29.85469,4,30,0
29.96097,4,30,0
30.06314,4,30,0
30.16394,4,31,0
30.26437,4,31,0
30.38754,4,31,0
30.48823,4,31,0
30.61242,4,31,0
30.73735,5,31,1
30.83937,5,31,1
30.94407,5,31,1
31.06671,5,31,1
31.17394,5,32,0
31.27556,5,32,0
31.37617,6,32,1
31.49965,6,32,1
31.59988,6,32,1
31.71726,7,32,2
31.8395,7,32,2
31.96357,7,32,2
32.07983,7,32,2
32.20479,7,33,0
32.32846,7,33,0
32.42868,7,33,0
32.53394,7,33,0
32.63503,7,33,0
32.73621,7,33,0
32.83904,7,33,0
32.94014,7,33,0
33.06235,7,33,0
33.16454,7,34,0
33.26599,7,34,0
33.36695,7,34,0
33.46887,7,34,0
33.5722,7,34,0
33.69659,7,34,0
33.80661,7,34,0
33.90774,7,34,0
34.01429,7,34,0
34.12024,7,35,0
34.22712,7,35,0
34.33508,7,35,0
34.44138,7,35,0
34.5452,7,35,0
34.65097,7,35,0
34.75633,7,35,0
34.8629,7,35,0
34.97385,7,35,0
35.08484,7,35,0
35.18998,7,36,0
35.29343,7,36,0
35.41769,7,36,0
35.52126,7,36,0
35.62352,7,36,0
35.74763,7,36,0
35.85122,7,36,0
35.95481,7,36,0
36.05677,7,36,0
36.15857,7,37,0
36.26765,7,37,0
36.37238,7,37,0
36.47571,7,37,0
36.57776,7,37,0
36.67945,7,37,0
36.77998,7,37,0
36.88342,7,37,0
36.98676,7,37,0
37.08825,7,37,0
37.2095,7,38,0
37.31486,7,38,0
37.42323,7,38,0
37.54722,8,38,1
37.6486,8,38,1
37.75189,8,38,1
37.85273,8,38,1
37.95644,8,38,1
38.05927,8,38,1
38.15969,8,39,0
38.2646,8,39,0
38.3688,8,39,0
38.46903,8,39,0
38.59288,8,39,0
38.69763,8,39,0
38.79951,8,39,0
38.90071,8,39,0
39.02438,8,39,0
39.14793,8,40,0
39.27055,8,40,0
39.39523,8,40,0
39.51954,8,40,0
39.6202,8,40,0
39.7436,8,40,0
39.84657,8,40,0
39.94765,8,40,0
40.07058,8,40,0
40.19154,8,41,0
40.31286,8,41,0
40.41893,8,41,0
40.55227,8,41,0
40.68596,8,41,0
40.81929,8,41,0
40.91992,8,41,0
41.05163,8,41,0
41.16113,8,42,0
41.26823,8,42,0
41.36839,8,42,0
