time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftBlink,RightBlink,CombineFocusPoint X,CombineFocusPoint Y,CombineFocusPoint Z
0.4804097,0,0,0,0,1,1,0,0,0
1.005146,0,0,0,0,1,1,0,0,0
1.521921,0,0,0,0,1,1,0,0,0
2.025432,0,0,0,0,1,1,0,0,0
2.532588,0,0,0,0,1,1,0,0,0
3.05138,0,0,0,0,1,1,0,0,0
3.563524,0,0,0,0,1,1,0,0,0
4.073439,0,0,0,0,1,1,0,0,0
4.588971,0,0,0,0,1,1,0,0,0
5.106109,0,0,0,0,1,1,0,0,0
5.618814,0,0,0,0,1,1,0,0,0
6.133378,0,0,0,0,1,1,0,0,0
6.65378,0,0,0,0,1,1,0,0,0
7.159386,0,0,0,0,1,1,0,0,0
7.670033,0,0,0,0,1,1,0,0,0
8.170226,0,0,0,0,1,1,0,0,0
8.683515,0,0,0,0,1,1,0,0,0
9.194022,0,0,0,0,1,1,0,0,0
9.695753,0,0,0,0,1,1,0,0,0
10.19966,0,0,0,0,1,1,0,0,0
10.71445,0,0,0,0,1,1,0,0,0
11.21646,0,0,0,0,1,1,0,0,0
11.73774,0,0,0,0,1,1,0,0,0
12.24807,0,0,0,0,1,1,0,0,0
12.76816,0,0,0,0,1,1,0,0,0
13.27717,0,0,0,0,1,1,0,0,0
13.78139,0,0,0,0,1,1,0,0,0
14.29313,0,0,0,0,1,1,0,0,0
14.79749,0,0,0,0,1,1,0,0,0
15.31311,0,0,0,0,1,1,0,0,0
15.83696,0,0,0,0,1,1,0,0,0
16.34613,0,0,0,0,1,1,0,0,0
16.85552,0,0,0,0,1,1,0,0,0
17.36192,0,0,0,0,1,1,0,0,0
17.87272,0,0,0,0,1,1,0,0,0
18.37426,0,0,0,0,1,1,0,0,0
18.88471,0,0,0,0,1,1,0,0,0
19.38749,0,0,0,0,1,1,0,0,0
19.91059,0,0,0,0,1,1,0,0,0
20.42722,0,0,0,0,1,1,0,0,0
20.94148,0,0,0,0,1,1,0,0,0
21.44922,0,0,0,0,1,1,0,0,0
21.95572,0,0,0,0,1,1,0,0,0
