time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink
36.06823,0,0,0,0,-1,-1,1,1
36.17121,0,0,0,0,-1,-1,1,1
36.27694,0,0,0,0,-1,-1,1,1
36.37934,0,0,0,0,-1,-1,1,1
36.48375,0,0,0,0,-1,-1,1,1
36.58753,0,0,0,0,-1,-1,1,1
36.68919,0,0,0,0,-1,-1,1,1
36.81099,0,0,0,0,-1,-1,1,1
36.9155,0,0,0,0,-1,-1,1,1
37.0198,0,0,0,0,-1,-1,1,1
37.12082,0,0,0,0,-1,-1,1,1
37.22869,0,0,0,0,-1,-1,1,1
37.33591,0,0,0,0,-1,-1,1,1
37.43913,0,0,0,0,-1,-1,1,1
37.54512,0,0,0,0,-1,-1,1,1
37.6506,0,0,0,0,-1,-1,1,1
37.75219,0,0,0,0,-1,-1,1,1
37.85675,0,0,0,0,-1,-1,1,1
37.96161,0,0,0,0,-1,-1,1,1
38.08093,0,0,0,0,-1,-1,1,1
38.18426,0,0,0,0,-1,-1,1,1
38.28776,0,0,0,0,-1,-1,1,1
38.38884,0,0,0,0,-1,-1,1,1
38.49099,0,0,0,0,-1,-1,1,1
38.59883,0,0,0,0,-1,-1,1,1
38.70626,0,0,0,0,-1,-1,1,1
38.81046,0,0,0,0,-1,-1,1,1
38.93162,0,0,0,0,-1,-1,1,1
39.03477,0,0,0,0,-1,-1,1,1
39.15318,0,0,0,0,-1,-1,1,1
39.27325,0,0,0,0,-1,-1,1,1
39.38092,0,0,0,0,-1,-1,1,1
39.48147,0,0,0,0,-1,-1,1,1
39.5846,0,0,0,0,-1,-1,1,1
39.69312,0,0,0,0,-1,-1,1,1
39.79918,0,0,0,0,-1,-1,1,1
39.90429,0,0,0,0,-1,-1,1,1
40.01143,0,0,0,0,-1,-1,1,1
40.11559,0,0,0,0,-1,-1,1,1
40.21925,0,0,0,0,-1,-1,1,1
40.32071,0,0,0,0,-1,-1,1,1
40.42205,0,0,0,0,-1,-1,1,1
40.5257,0,0,0,0,-1,-1,1,1
40.63089,0,0,0,0,-1,-1,1,1
40.73616,0,0,0,0,-1,-1,1,1
40.84039,0,0,0,0,-1,-1,1,1
40.94291,0,0,0,0,-1,-1,1,1
41.0487,0,0,0,0,-1,-1,1,1
41.15421,0,0,0,0,-1,-1,1,1
41.26006,0,0,0,0,-1,-1,1,1
41.36359,0,0,0,0,-1,-1,1,1
41.48225,0,0,0,0,-1,-1,1,1
41.58577,0,0,0,0,-1,-1,1,1
41.68794,0,0,0,0,-1,-1,1,1
41.80717,0,0,0,0,-1,-1,1,1
41.91025,0,0,0,0,-1,-1,1,1
42.01213,0,0,0,0,-1,-1,1,1
42.11338,0,0,0,0,-1,-1,1,1
42.22264,0,0,0,0,-1,-1,1,1
42.34074,0,0,0,0,-1,-1,1,1
42.44606,0,0,0,0,-1,-1,1,1
42.55105,0,0,0,0,-1,-1,1,1
42.65401,0,0,0,0,-1,-1,1,1
42.76102,0,0,0,0,-1,-1,1,1
42.86718,0,0,0,0,-1,-1,1,1
42.96944,0,0,0,0,-1,-1,1,1
43.07085,0,0,0,0,-1,-1,1,1
43.17741,0,0,0,0,-1,-1,1,1
43.284,0,0,0,0,-1,-1,1,1
43.38646,0,0,0,0,-1,-1,1,1
43.4903,0,0,0,0,-1,-1,1,1
43.59422,0,0,0,0,-1,-1,1,1
43.69466,0,0,0,0,-1,-1,1,1
43.80232,0,0,0,0,-1,-1,1,1
43.90564,0,0,0,0,-1,-1,1,1
44.01077,0,0,0,0,-1,-1,1,1
44.11314,0,0,0,0,-1,-1,1,1
44.21989,0,0,0,0,-1,-1,1,1
44.32383,0,0,0,0,-1,-1,1,1
44.4263,0,0,0,0,-1,-1,1,1
44.53375,0,0,0,0,-1,-1,1,1
44.63397,0,0,0,0,-1,-1,1,1
44.73932,0,0,0,0,-1,-1,1,1
44.84019,0,0,0,0,-1,-1,1,1
44.94612,0,0,0,0,-1,-1,1,1
45.05296,0,0,0,0,-1,-1,1,1
45.15351,0,0,0,0,-1,-1,1,1
45.25535,0,0,0,0,-1,-1,1,1
45.35931,0,0,0,0,-1,-1,1,1
45.46641,0,0,0,0,-1,-1,1,1
45.56705,0,0,0,0,-1,-1,1,1
45.67204,0,0,0,0,-1,-1,1,1
45.77661,0,0,0,0,-1,-1,1,1
45.88231,0,0,0,0,-1,-1,1,1
45.98765,0,0,0,0,-1,-1,1,1
46.09577,0,0,0,0,-1,-1,1,1
46.19665,0,0,0,0,-1,-1,1,1
46.31654,0,0,0,0,-1,-1,1,1
46.41805,0,0,0,0,-1,-1,1,1
46.52084,0,0,0,0,-1,-1,1,1
46.62129,0,0,0,0,-1,-1,1,1
46.73803,0,0,0,0,-1,-1,1,1
46.84021,0,0,0,0,-1,-1,1,1
46.95937,0,0,0,0,-1,-1,1,1
47.06177,0,0,0,0,-1,-1,1,1
47.16475,0,0,0,0,-1,-1,1,1
47.26888,0,0,0,0,-1,-1,1,1
47.37316,0,0,0,0,-1,-1,1,1
47.47605,0,0,0,0,-1,-1,1,1
47.58097,0,0,0,0,-1,-1,1,1
47.68544,0,0,0,0,-1,-1,1,1
47.78842,0,0,0,0,-1,-1,1,1
47.89456,0,0,0,0,-1,-1,1,1
47.99687,0,0,0,0,-1,-1,1,1
48.09842,0,0,0,0,-1,-1,1,1
48.20385,0,0,0,0,-1,-1,1,1
48.30708,0,0,0,0,-1,-1,1,1
48.41019,0,0,0,0,-1,-1,1,1
48.52926,0,0,0,0,-1,-1,1,1
48.63146,0,0,0,0,-1,-1,1,1
48.73943,0,0,0,0,-1,-1,1,1
48.84583,0,0,0,0,-1,-1,1,1
48.96565,0,0,0,0,-1,-1,1,1
49.07531,0,0,0,0,-1,-1,1,1
49.19591,0,0,0,0,-1,-1,1,1
49.29883,0,0,0,0,-1,-1,1,1
49.40302,0,0,0,0,-1,-1,1,1
49.50414,0,0,0,0,-1,-1,1,1
49.60747,0,0,0,0,-1,-1,1,1
49.7084,0,0,0,0,-1,-1,1,1
49.80915,0,0,0,0,-1,-1,1,1
49.9182,0,0,0,0,-1,-1,1,1
50.02395,0,0,0,0,-1,-1,1,1
50.14382,0,0,0,0,-1,-1,1,1
50.24653,0,0,0,0,-1,-1,1,1
50.36516,0,0,0,0,-1,-1,1,1
50.46954,0,0,0,0,-1,-1,1,1
50.5749,0,0,0,0,-1,-1,1,1
50.68208,0,0,0,0,-1,-1,1,1
50.78622,0,0,0,0,-1,-1,1,1
50.8905,0,0,0,0,-1,-1,1,1
50.99105,0,0,0,0,-1,-1,1,1
51.09621,0,0,0,0,-1,-1,1,1
51.19808,0,0,0,0,-1,-1,1,1
51.30139,0,0,0,0,-1,-1,1,1
51.40524,0,0,0,0,-1,-1,1,1
51.50534,0,0,0,0,-1,-1,1,1
51.60724,0,0,0,0,-1,-1,1,1
51.70767,0,0,0,0,-1,-1,1,1
51.8115,0,0,0,0,-1,-1,1,1
51.91218,0,0,0,0,-1,-1,1,1
52.01555,0,0,0,0,-1,-1,1,1
52.11879,0,0,0,0,-1,-1,1,1
52.22122,0,0,0,0,-1,-1,1,1
52.32606,0,0,0,0,-1,-1,1,1
52.42733,0,0,0,0,-1,-1,1,1
52.53268,0,0,0,0,-1,-1,1,1
52.65263,0,0,0,0,-1,-1,1,1
52.76141,0,0,0,0,-1,-1,1,1
52.86507,0,0,0,0,-1,-1,1,1
52.96778,0,0,0,0,-1,-1,1,1
53.07608,0,0,0,0,-1,-1,1,1
53.18038,0,0,0,0,-1,-1,1,1
53.28328,0,0,0,0,-1,-1,1,1
53.38801,0,0,0,0,-1,-1,1,1
53.49071,0,0,0,0,-1,-1,1,1
53.59365,0,0,0,0,-1,-1,1,1
53.70948,0,0,0,0,-1,-1,1,1
53.81298,0,0,0,0,-1,-1,1,1
53.91901,0,0,0,0,-1,-1,1,1
54.02484,0,0,0,0,-1,-1,1,1
54.12991,0,0,0,0,-1,-1,1,1
54.23623,0,0,0,0,-1,-1,1,1
54.34147,0,0,0,0,-1,-1,1,1
54.44557,0,0,0,0,-1,-1,1,1
54.54638,0,0,0,0,-1,-1,1,1
54.65224,0,0,0,0,-1,-1,1,1
54.75685,0,0,0,0,-1,-1,1,1
54.85802,0,0,0,0,-1,-1,1,1
54.96169,0,0,0,0,-1,-1,1,1
55.06316,0,0,0,0,-1,-1,1,1
55.1852,0,0,0,0,-1,-1,1,1
55.28926,0,0,0,0,-1,-1,1,1
55.39339,0,0,0,0,-1,-1,1,1
55.49741,0,0,0,0,-1,-1,1,1
55.60482,0,0,0,0,-1,-1,1,1
55.70702,0,0,0,0,-1,-1,1,1
55.81065,0,0,0,0,-1,-1,1,1
55.92169,0,0,0,0,-1,-1,1,1
56.02498,0,0,0,0,-1,-1,1,1
56.13206,0,0,0,0,-1,-1,1,1
56.23843,0,0,0,0,-1,-1,1,1
56.34288,0,0,0,0,-1,-1,1,1
56.44982,0,0,0,0,-1,-1,1,1
56.55522,0,0,0,0,-1,-1,1,1
56.65981,0,0,0,0,-1,-1,1,1
56.76458,0,0,0,0,-1,-1,1,1
56.87269,0,0,0,0,-1,-1,1,1
56.97846,0,0,0,0,-1,-1,1,1
57.08212,0,0,0,0,-1,-1,1,1
57.18308,0,0,0,0,-1,-1,1,1
57.28625,0,0,0,0,-1,-1,1,1
57.39318,0,0,0,0,-1,-1,1,1
57.50162,0,0,0,0,-1,-1,1,1
57.62119,0,0,0,0,-1,-1,1,1
57.72676,0,0,0,0,-1,-1,1,1
57.8345,0,0,0,0,-1,-1,1,1
57.9379,0,0,0,0,-1,-1,1,1
58.04531,0,0,0,0,-1,-1,1,1
58.15121,0,0,0,0,-1,-1,1,1
58.25904,0,0,0,0,-1,-1,1,1
58.36146,0,0,0,0,-1,-1,1,1
58.46731,0,0,0,0,-1,-1,1,1
58.57103,0,0,0,0,-1,-1,1,1
58.67645,0,0,0,0,-1,-1,1,1
58.77884,0,0,0,0,-1,-1,1,1
58.87883,0,0,0,0,-1,-1,1,1
58.98262,0,0,0,0,-1,-1,1,1
59.08609,0,0,0,0,-1,-1,1,1
59.19102,0,0,0,0,-1,-1,1,1
59.29294,0,0,0,0,-1,-1,1,1
59.40722,0,0,0,0,-1,-1,1,1
59.511,0,0,0,0,-1,-1,1,1
59.6161,0,0,0,0,-1,-1,1,1
59.72396,0,0,0,0,-1,-1,1,1
59.84369,0,0,0,0,-1,-1,1,1
59.94413,0,0,0,0,-1,-1,1,1
60.04937,0,0,0,0,-1,-1,1,1
60.15031,0,0,0,0,-1,-1,1,1
60.25253,0,0,0,0,-1,-1,1,1
60.37147,0,0,0,0,-1,-1,1,1
60.49022,0,0,0,0,-1,-1,1,1
60.59533,0,0,0,0,-1,-1,1,1
60.70408,0,0,0,0,-1,-1,1,1
60.81715,0,0,0,0,-1,-1,1,1
60.92919,0,0,0,0,-1,-1,1,1
61.03431,0,0,0,0,-1,-1,1,1
61.14473,0,0,0,0,-1,-1,1,1
61.25591,0,0,0,0,-1,-1,1,1
61.36544,0,0,0,0,-1,-1,1,1
61.47243,0,0,0,0,-1,-1,1,1
61.57994,0,0,0,0,-1,-1,1,1
61.68191,0,0,0,0,-1,-1,1,1
61.78796,0,0,0,0,-1,-1,1,1
61.90104,0,0,0,0,-1,-1,1,1
62.01509,0,0,0,0,-1,-1,1,1
62.12003,0,0,0,0,-1,-1,1,1
62.2316,0,0,0,0,-1,-1,1,1
62.33875,0,0,0,0,-1,-1,1,1
62.44437,0,0,0,0,-1,-1,1,1
62.55223,0,0,0,0,-1,-1,1,1
62.65691,0,0,0,0,-1,-1,1,1
62.76765,0,0,0,0,-1,-1,1,1
62.87737,0,0,0,0,-1,-1,1,1
62.98512,0,0,0,0,-1,-1,1,1
63.09233,0,0,0,0,-1,-1,1,1
63.20025,0,0,0,0,-1,-1,1,1
63.30302,0,0,0,0,-1,-1,1,1
63.40751,0,0,0,0,-1,-1,1,1
63.516,0,0,0,0,-1,-1,1,1
63.89101,0,0,0,0,-1,-1,1,1
64.01021,0,0,0,0,-1,-1,1,1
64.12515,0,0,0,0,-1,-1,1,1
64.23641,0,0,0,0,-1,-1,1,1
64.33834,0,0,0,0,-1,-1,1,1
64.4435,0,0,0,0,-1,-1,1,1
64.5574,0,0,0,0,-1,-1,1,1
64.65992,0,0,0,0,-1,-1,1,1
64.7645,0,0,0,0,-1,-1,1,1
64.87312,0,0,0,0,-1,-1,1,1
64.97908,0,0,0,0,-1,-1,1,1
65.0865,0,0,0,0,-1,-1,1,1
65.19378,0,0,0,0,-1,-1,1,1
65.30331,0,0,0,0,-1,-1,1,1
65.40711,0,0,0,0,-1,-1,1,1
65.51879,0,0,0,0,-1,-1,1,1
65.62792,0,0,0,0,-1,-1,1,1
65.73367,0,0,0,0,-1,-1,1,1
65.85152,0,0,0,0,-1,-1,1,1
65.9719,0,0,0,0,-1,-1,1,1
66.08334,0,0,0,0,-1,-1,1,1
66.19438,0,0,0,0,-1,-1,1,1
66.29839,0,0,0,0,-1,-1,1,1
66.40025,0,0,0,0,-1,-1,1,1
66.51653,0,0,0,0,-1,-1,1,1
66.62479,0,0,0,0,-1,-1,1,1
66.7282,0,0,0,0,-1,-1,1,1
66.83489,0,0,0,0,-1,-1,1,1
66.93892,0,0,0,0,-1,-1,1,1
67.04324,0,0,0,0,-1,-1,1,1
67.14733,0,0,0,0,-1,-1,1,1
67.2541,0,0,0,0,-1,-1,1,1
67.36118,0,0,0,0,-1,-1,1,1
67.47365,0,0,0,0,-1,-1,1,1
67.58322,0,0,0,0,-1,-1,1,1
67.68945,0,0,0,0,-1,-1,1,1
67.79687,0,0,0,0,-1,-1,1,1
67.89983,0,0,0,0,-1,-1,1,1
68.01816,0,0,0,0,-1,-1,1,1
68.1245,0,0,0,0,-1,-1,1,1
68.24123,0,0,0,0,-1,-1,1,1
68.35474,0,0,0,0,-1,-1,1,1
68.46454,0,0,0,0,-1,-1,1,1
68.57071,0,0,0,0,-1,-1,1,1
68.67481,0,0,0,0,-1,-1,1,1
68.78041,0,0,0,0,-1,-1,1,1
68.88422,0,0,0,0,-1,-1,1,1
68.99384,0,0,0,0,-1,-1,1,1
69.10293,0,0,0,0,-1,-1,1,1
69.21354,0,0,0,0,-1,-1,1,1
69.32011,0,0,0,0,-1,-1,1,1
69.42881,0,0,0,0,-1,-1,1,1
69.53545,0,0,0,0,-1,-1,1,1
69.64252,0,0,0,0,-1,-1,1,1
69.75061,0,0,0,0,-1,-1,1,1
69.86582,0,0,0,0,-1,-1,1,1
69.97131,0,0,0,0,-1,-1,1,1
70.07629,0,0,0,0,-1,-1,1,1
70.1825,0,0,0,0,-1,-1,1,1
70.28958,0,0,0,0,-1,-1,1,1
70.39683,0,0,0,0,-1,-1,1,1
70.50027,0,0,0,0,-1,-1,1,1
70.6059,0,0,0,0,-1,-1,1,1
70.71725,0,0,0,0,-1,-1,1,1
70.82507,0,0,0,0
