Blink,time,count,tempblink
0.3533334,0,1,0
0.4682221,0,1,0
0.580322,0,1,0
0.6938586,0,1,0
0.8045864,0,1,0
0.9119049,0,1,0
1.01759,0,1,0
1.122414,0,2,0
1.228644,0,2,0
1.334575,0,2,0
1.442618,0,2,0
1.548509,0,2,0
1.660171,0,2,0
1.76039,0,2,0
1.867536,0,2,0
1.983467,0,2,0
2.088875,0,2,0
2.194127,0,3,0
2.301847,0,3,0
2.403052,0,3,0
2.505929,0,3,0
2.60841,0,3,0
2.713141,0,3,0
2.815627,0,3,0
2.917015,0,3,0
3.019151,0,3,0
3.123535,0,4,0
3.224789,0,4,0
3.333723,0,4,0
3.440141,0,4,0
3.547142,0,4,0
3.652053,0,4,0
3.757808,0,4,0
3.869676,0,4,0
3.978213,0,4,0
4.082211,0,4,0
4.186958,0,5,0
4.293877,0,5,0
4.400593,0,5,0
4.506482,0,5,0
4.608229,0,5,0
4.708787,0,5,0
4.815049,0,5,0
4.920867,0,5,0
5.027398,0,5,0
5.133732,0,6,0
5.24156,0,6,0
5.345006,0,6,0
5.45323,0,6,0
5.559806,0,6,0
5.668491,0,6,0
5.78035,0,6,0
5.886762,0,6,0
5.991514,0,6,0
6.100026,0,6,0
6.203371,0,7,0
6.309722,0,7,0
6.416242,0,7,0
6.52256,0,7,0
6.629205,0,7,0
6.737735,0,7,0
6.837869,0,7,0
6.945227,0,7,0
7.04903,0,7,0
7.155671,0,8,0
7.258379,0,8,0
7.362189,0,8,0
7.470768,0,8,0
7.572602,0,8,0
7.673262,0,8,0
7.776365,0,8,0
7.881693,0,8,0
7.988873,0,8,0
8.092391,0,8,0
8.197399,0,9,0
8.301221,0,9,0
8.405334,0,9,0
8.511495,0,9,0
8.618532,0,9,0
8.724838,0,9,0
8.835546,0,9,0
8.944449,0,9,0
9.05801,0,9,0
9.168315,0,10,0
9.285363,0,10,0
9.39891,0,10,0
9.508151,0,10,0
9.619579,0,10,0
9.728377,0,10,0
9.835044,0,10,0
9.941867,0,10,0
10.04984,0,10,0
10.15364,0,11,0
10.26126,0,11,0
10.36773,0,11,0
10.47735,0,11,0
10.58144,0,11,0
10.68916,0,11,0
10.79502,0,11,0
10.90345,0,11,0
11.00909,0,11,0
11.12384,0,12,0
11.22958,0,12,0
11.3367,0,12,0
11.44224,0,12,0
11.5553,0,12,0
11.66226,0,12,0
11.77328,0,12,0
11.88538,0,12,0
11.99308,0,12,0
12.10393,0,12,0
12.20825,0,13,0
12.31815,0,13,0
12.4289,0,13,0
12.53631,0,13,0
12.64436,0,13,0
12.7484,0,13,0
12.86027,0,13,0
12.96519,0,13,0
13.07633,0,13,0
13.18182,0,14,0
13.28831,0,14,0
13.39395,0,14,0
13.5025,0,14,0
13.60935,0,14,0
13.71762,0,14,0
13.82521,0,14,0
13.9329,0,14,0
14.03692,0,14,0
14.14492,0,15,0
14.2486,0,15,0
14.35366,0,15,0
14.46043,0,15,0
14.57174,0,15,0
14.67693,0,15,0
14.78448,0,15,0
14.89079,0,15,0
14.99584,0,15,0
15.10401,0,15,0
15.2111,0,16,0
15.31642,0,16,0
15.4248,0,16,0
15.53548,0,16,0
15.64755,0,16,0
15.75787,0,16,0
15.86292,0,16,0
15.96853,0,16,0
16.07573,0,16,0
16.17854,0,17,0
16.29517,0,17,0
16.41172,0,17,0
16.52234,0,17,0
16.63303,0,17,0
16.74618,0,17,0
16.86229,1,17,1
16.96681,1,17,1
17.07705,1,17,1
17.19011,1,18,0
17.3004,1,18,0
17.41324,1,18,0
17.52159,1,18,0
17.63179,1,18,0
17.74426,1,18,0
17.851,1,18,0
18.2562,1,18,0
18.37355,1,19,0
18.48471,1,19,0
18.59244,1,19,0
18.70604,1,19,0
18.81778,1,19,0
18.93431,1,19,0
19.04119,1,19,0
19.14761,1,20,0
19.25665,1,20,0
19.37278,1,20,0
19.48042,1,20,0
19.59086,1,20,0
19.69911,1,20,0
19.80942,1,20,0
19.91281,1,20,0
20.02639,1,20,0
20.13752,1,21,0
20.24576,1,21,0
20.3542,1,21,0
20.46729,1,21,0
2
