Blink,time,count,tempblink
0.3533334,0,1,0
0.4672219,0,1,0
0.594788,0,1,0
0.8210257,0,1,0
0.9309936,0,1,0
1.044928,0,1,0
1.157323,0,2,0
1.260464,0,2,0
1.363602,0,2,0
1.46734,0,2,0
1.571135,0,2,0
1.700195,0,2,0
1.832419,0,2,0
1.933098,0,2,0
2.066355,0,2,0
2.166971,0,3,0
2.291937,0,3,0
2.402637,0,3,0
2.506957,0,3,0
2.611127,0,3,0
2.716914,0,3,0
2.823128,0,3,0
2.929982,0,3,0
3.035564,0,3,0
3.140688,0,4,0
3.24516,0,4,0
3.349694,0,4,0
3.453923,0,4,0
3.561046,0,4,0
3.670927,0,4,0
3.777154,0,4,0
3.883448,0,4,0
3.985983,0,4,0
4.089902,0,4,0
4.19353,0,5,0
4.297871,0,5,0
4.399377,0,5,0
4.502912,0,5,0
4.606743,0,5,0
4.712406,0,5,0
4.827152,0,5,0
4.933502,0,5,0
5.073152,0,5,0
5.186451,0,6,0
5.294228,0,6,0
5.402884,0,6,0
5.509702,0,6,0
5.617246,0,6,0
5.720681,0,6,0
5.829897,0,6,0
5.935701,0,6,0
6.041824,0,6,0
6.156639,0,7,0
6.263591,0,7,0
6.370158,0,7,0
6.478186,0,7,0
6.584564,0,7,0
6.692431,0,7,0
6.798972,0,7,0
6.905874,0,7,0
7.013159,0,7,0
7.119576,0,8,0
7.225904,0,8,0
7.330317,0,8,0
7.439378,0,8,0
7.544757,0,8,0
7.648023,0,8,0
7.750886,0,8,0
7.855473,0,8,0
7.962777,0,8,0
8.066483,0,8,0
8.175117,0,9,0
8.281643,0,9,0
8.391994,0,9,0
8.503136,0,9,0
8.617159,0,9,0
8.733131,0,9,0
8.839684,0,9,0
8.946527,0,9,0
9.055844,0,9,0
9.163619,0,10,0
9.273728,0,10,0
9.379992,0,10,0
9.486225,0,10,0
9.592752,0,10,0
9.701857,0,10,0
9.807249,0,10,0
10.14058,0,10,0
10.26687,0,11,0
10.37622,0,11,0
10.49194,0,11,0
10.60846,0,11,0
10.71369,0,11,0
10.81714,0,11,0
10.92555,0,11,0
11.04049,0,11,0
11.14684,0,12,0
11.25682,0,12,0
11.367,0,12,0
11.48352,0,12,0
11.59637,0,12,0
11.70633,0,12,0
11.81417,0,12,0
11.93304,0,12,0
12.04603,0,12,0
12.15779,0,13,0
12.27098,0,13,0
12.38584,0,13,0
12.49798,0,13,0
12.61197,0,13,0
12.72497,0,13,0
12.83585,0,13,0
12.94911,0,13,0
13.05775,0,13,0
13.16623,0,14,0
13.27077,0,14,0
13.37931,0,14,0
13.48361,0,14,0
13.58772,0,14,0
13.69687,0,14,0
13.80269,0,14,0
13.90648,0,14,0
14.01953,0,14,0
14.12779,0,15,0
14.23131,0,15,0
14.33348,0,15,0
14.43829,0,15,0
14.54571,0,15,0
14.65578,0,15,0
14.76447,0,15,0
14.87175,0,15,0
14.98296,0,15,0
15.08968,0,15,0
15.19309,0,16,0
15.30135,0,16,0
15.40633,0,16,0
15.51887,0,16,0
15.63068,0,16,0
15.73757,0,16,0
15.84569,0,16,0
15.95407,0,16,0
16.06278,0,16,0
16.16529,0,17,0
16.26651,1,17,1
16.37388,1,17,1
16.47895,1,17,1
16.58398,2,17,2
16.68753,2,17,2
16.79026,2,17,2
16.89253,2,17,2
16.9975,2,17,2
17.10002,2,17,2
17.22411,3,18,1
17.32503,3,18,1
17.42832,3,18,1
17.53047,3,18,1
17.63456,3,18,1
17.73794,3,18,1
17.84302,3,18,1
17.94649,3,18,1
18.05449,3,18,1
18.15842,3,19,0
18.26183,3,19,0
18.36461,3,19,0
18.467,3,19,0
18.57243,3,19,0
18.67526,3,19,0
18.77769,3,19,0
18.87848,3,19,0
18.97906,3,19,0
19.0829,3,19,0
19.18581,3,20,0
19.29259,3,20,0
19.39513,3,20,0
19.49703,3,20,0
19.59962,3,20,0
19.7062,3,20,0
19.80865,3,20,0
19.91205,3,20,0
20.01725,3,20,0
20.12423,3,21,0
20.22838,3,21,0
20.33445,3,21,0
20.43735,3,21,0
20.55287,3,21,0
20.65888,3,21,0
20.76459,3,21,0
20.8694,3,21,0
20.97706,3,21,0
21.0804,3,21,0
21.18401,3,22,0
21.28685,3,22,0
21.39542,3,22,0
21.49885,3,22,0
21.60214,3,22,0
21.70634,3,22,0
21.81507,3,22,0
21.91858,3,22,0
22.02725,3,22,0
22.13056,3,23,0
22.23539,3,23,0
22.3392,3,23,0
22.44342,3,23,0
22.56823,3,23,0
22.6691,3,23,0
22.77094,3,23,0
22.87257,3,23,0
22.98025,3,23,0
23.08595,3,23,0
23.18769,3,24,0
23.29079,3,24,0
23.39489,3,24,0
23.49641,3,24,0
23.59876,3,24,0
23.69956,3,24,0
23.80546,3,24,0
23.91101,3,24,0
24.0123,3,24,0
24.11341,3,25,0
24.21791,3,25,0
24.34145,3,25,0
24.44453,3,25,0
24.5461,3,25,0
24.67165,3,25,0
24.7748,3,25,0
24.87721,3,25,0
24.97965,3,25,0
25.08512,3,25,0
25.18792,3,26,0
25.28942,3,26,0
25.39538,3,26,0
25.50116,3,26,0
25.60558,3,26,0
25.70636,3,26,0
25.81043,3,26,0
