time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0,0,0,0,-1,-1,1,1,null
0.4715385,0,0,0,0,-1,-1,1,1,null
0.5862941,0,0,0,0,-1,-1,1,1,null
0.6948687,0,0,0,0,-1,-1,1,1,null
0.803744,0,0,0,0,-1,-1,1,1,null
0.9131376,0,0,0,0,-1,-1,1,1,null
1.017889,0,0,0,0,-1,-1,1,1,null
1.117924,0,0,0,0,-1,-1,1,1,null
1.231573,0,0,0,0,-1,-1,1,1,null
1.346815,0,0,0,0,-1,-1,1,1,null
1.461712,0,0,0,0,-1,-1,1,1,null
1.575336,0,0,0,0,-1,-1,1,1,null
1.687008,0,0,0,0,-1,-1,1,1,null
1.797797,0,0,0,0,-1,-1,1,1,null
1.897834,0,0,0,0,-1,-1,1,1,null
2.0154,0,0,0,0,-1,-1,1,1,null
2.124942,0,0,0,0,-1,-1,1,1,null
2.228615,0,0,0,0,-1,-1,1,1,null
2.339984,0,0,0,0,-1,-1,1,1,null
2.445624,0,0,0,0,-1,-1,1,1,null
2.547396,0,0,0,0,-1,-1,1,1,null
2.648753,0,0,0,0,-1,-1,1,1,null
2.754471,0,0,0,0,-1,-1,1,1,null
2.855335,0,0,0,0,-1,-1,1,1,null
2.956056,0,0,0,0,-1,-1,1,1,null
3.058645,0,0,0,0,-1,-1,1,1,null
3.160388,0,0,0,0,-1,-1,1,1,null
3.275293,0,0time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0,0,0,0,-1,-1,1,1,null
0.4547431,0,0,0,0,-1,-1,1,1,null
0.5569409,0,0,0,0,-1,-1,1,1,null
0.6721302,0,0,0,0,-1,-1,1,1,null
0.787568,0,0,0,0,-1,-1,1,1,null
0.8907636,0,0,0,0,-1,-1,1,1,null
0.9936357,0,0,0,0,-1,-1,1,1,null
1.104077,0,0,0,0,-1,-1,1,1,null
1.216121,0,0,0,0,-1,-1,1,1,null
1.330392,0,0,0,0,-1,-1,1,1,null
1.434209,0,0,0,0,-1,-1,1,1,null
1.54576,0,0,0,0,-1,-1,1,1,null
1.65437,0,0,0,0,-1,-1,1,1,null
1.755232,0,0,0,0,-1,-1,1,1,null
1.866814,0,0,0,0,-1,-1,1,1,null
1.980915,0,0,0,0,-1,-1,1,1,null
2.095526,0,0,0,0,-1,-1,1,1,null
2.20911,0,0,0,0,-1,-1,1,1,null
2.310012,0,0,0,0,-1,-1,1,1,null
2.424718,0,0,0,0,-1,-1,1,1,null
2.538389,0,0,0,0,-1,-1,1,1,null
2.639541,0,0,0,0,-1,-1,1,1,null
2.746321,0,0,0,0,-1,-1,1,1,null
3.145586,0,0,0,0,-1,-1,1,1,null
3.255925,0,0,0,0,-1,-1,1,1,null
3.358768,0,0,0,0,-1,-1,1,1,null
3.472023,0,0,0,0,-1,-1,1,1,null
3.588814,0,0,0,0,-1,-1,1,1,null
3.692232,0,0,0,0,-1,-1,1,1,null
3.79277,0,0,0,0,-1,-1,1,1,null
3.904872,0,0,0,0,-1,-1,1,1,null
4.006596,0,0,0,0,-1,-1,1,1,null
4.120132,0,0,0,0,-1,-1,1,1,null
4.233218,0,0,0,0,-1,-1,1,1,null
4.344955,0,0,0,0,-1,-1,1,1,null
4.460292,0,0,0,0,-1,-1,1,1,null
4.568122,0,0,0,0,-1,-1,1,1,null
4.685885,0,0,0,0,-1,-1,1,1,null
4.796456,0,0,0,0,-1,-1,1,1,null
4.903317,0,0,0,0,-1,-1,1,1,null
5.003523,0,0,0,0,-1,-1,1,1,null
5.104368,0,0,0,0,-1,-1,1,1,null
5.219698,0,0,0,0,-1,-1,1,1,null
5.373721,0,0,0,0,-1,-1,1,1,null
5.490046,0,0,0,0,-1,-1,1,1,null
5.608053,0,0,0,0,-1,-1,1,1,null
5.727807,0,0,0,0,-1,-1,1,1,null
5.846733,0,0,0,0,-1,-1,1,1,null
5.949812,0,0,0,0,-1,-1,1,1,null
6.051688,0,0,0,0,-1,-1,1,1,null
6.166202,0,0,0,0,-1,-1,1,1,null
6.285482,0,0,0,0,-1,-1,1,1,null
6.401101,0,0,0,0,-1,-1,1,1,null
6.516896,0,0,0,0,-1,-1,1,1,null
