ïbêî,ç∂ìµçEåa,âEìµçEåa,ç∂ñ⁄ÇÃäJÇ´ãÔçá,âEñ⁄ÇÃäJÇ´ãÔçá,1ïbìñÇΩÇËÇÃèuÇ´âÒêî
1177,-1,-1,0.2834378,0.1,2
1178,-1,2.904709,0.4672876,0,0
1179,-1,-1,0.752081,0.4494458,1
1180,-1,-1,0,0,1
1181,2.767776,2.639404,1,1,0
1182,2.810684,2.592896,1,1,0
1183,3.228729,2.998306,1,1,0
1184,3.300827,3.281082,1,1,0
1185,3.348587,3.213181,1,1,0
1186,-1,-1,0.6745495,0.4784235,0
1187,3.449966,3.472046,1,1,0
1188,3.722855,3.615295,1,1,0
1189,3.502289,3.286377,1,1,0
1190,3.778839,3.630127,0.8267176,0.7378964,0
1190,3.778839,3.630127,0.8267176,0.7378964,0
1191,3.405411,3.257034,0.9160779,0.8049386,0
1192,2.954391,2.649902,0.9367107,0.9399394,0
1192,2.954391,2.649902,0.9367107,0.9399394,0
1193,3.161102,3.094467,1,1,0
1194,2.461548,2.461609,1,1,0
1195,2.689835,2.6008,1,1,0
1196,-1,-1,0.6837208,0.638851,0
1197,3.102661,3.002365,1,1,0
1197,3.102661,3.002365,1,1,0
1198,3.131607,2.748367,0.9071588,0.975967,0
1198,3.131607,2.748367,0.9071588,0.975967,0
1199,3.120819,2.868469,1,1,0
1200,-1,-1,0.5712548,0.3666417,0
1200,-1,-1,0.5712548,0.3666417,0
1201,2.914749,2.672531,1,1,0
1202,3.325653,3.224747,1,1,0
1203,2.982788,2.870819,0.9248412,0.9275298,0
1204,2.938965,3.048813,1,1,0
1204,2.938965,3.048813,1,1,0
1205,3.169922,3.201584,1,1,0
1206,3.441162,3.291016,1,1,0
1207,3.684586,3.518173,0.9734094,0.9616136,0
1208,3.776154,3.668625,1,1,0
1209,3.725311,3.508545,0.9542102,0.8158401,0
1210,-1,-1,0.6140932,0.2583721,0
1211,2.902695,2.820862,0.8032432,0.5728604,0
1212,2.921143,2.7836,1,1,0
1212,2.921143,2.7836,1,1,0
1213,3.135071,3.10022,1,1,0
1213,3.135071,3.10022,1,1,0
1214,3.934769,3.869354,1,1,0
1214,3.934769,3.869354,1,1,0
1215,3.227325,3.282776,1,1,0
1216,2.81395,3.004242,1,1,0
1217,3.410461,3.454498,1,1,3
1218,3.27858,3.183212,0.8859695,0.8773525,1
1219,-1,-1,0.343158,0,2
1220,-1,-1,0,0,3
1221,-1,-1,0,0.1,2
1222,3.336212,3.207886,1,0.8080853,2
1223,3.086685,3.240112,1,1,0
1224,3.615982,3.494751,0.9150857,0.8785219,2
1225,2.798553,2.772308,0.9412753,0.8216228,0
1226,2.484879,2.40921,0.9449145,0.8055464,0
1227,2.263565,2.272781,0.9658468,0.9246725,0
1227,2.263565,2.272781,0.9658468,0.9246725,0
1228,2.255524,2.268295,1,1,0
1229,2.492126,2.327728,0.9012058,0.7660021,0
1230,2.205841,2.15918,1,1,0
1231,2.452026,2.426895,1,1,0
1231,2.452026,2.426895,1,1,0
1232,2.374863,2.304367,0.9903842,0.9462626,0
1233,2.279404,2.239059,0.9815276,0.7476196,0
1234,2.220062,2.278625,0.9898018,0.8072989,0
1235,-1,-1,0,0,3
1235,-1,-1,0,0,0
1236,-1,-1,0,0,2
1236,-1,-1,0,0,0
1237,-1,-1,0,0.1,2
1238,-1,3.875702,0,0,2
1238,-1,3.875702,0,0,0
1239,2.412033,2.398224,0.7800874,0.484479,0
1240,2.224854,2.27359,0.7080191,0.3175224,0
1241,2.403442,2.412552,0.7046927,0.525126,0
1242,2.433548,2.340393,0.735091,0.8420211,0
1243,2.461105,2.346191,0.7228467,0.7304856,0
1244,2.667755,2.636169,0.7207128,0.5824012,0
1245,2.321579,2.443726,0.7663581,0.6313791,0
1246,2.576508,2.596191,0.6622983,0.2374031,0
1247,2.583786,2.595383,0.6219919,0.1061602,0
1247,2.583786,2.595383,0.6219919,0.1061602,0
1248,2.652328,2.750168,0.5233561,0.1,0
1249,2.781937,2.603775,0.6239911,0.1,0
1249,2.781937,2.603775,0.6239911,0.1,0
1250,2.4797
