time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink,blinktiming
0.3533334,0.1821315,-0.04499936,0.2581276,-0.2549611,4.052322,4.332733,1,1,blinked
0.4545024,0.03068066,-0.01388669,0.1236079,-0.07189929,3.927322,4.047058,1,1,null
0.5704319,-0.1020969,-0.05775416,0.01932597,-0.003962755,3.855896,3.978836,1,1,null
0.717186,0.1959342,-0.1135015,0.3266987,-0.3086209,3.63858,4.134567,1,1,null
0.8229315,0.1059167,-0.00719142,0.2222844,-0.1246321,3.791733,3.985992,1,1,null
0.9337577,0,0,0.2220858,-0.3188835,-1,-1,0.6664193,0.4604889,null
1.037001,0.04799414,-0.2537864,0.1564199,-0.2473925,3.437073,3.884171,0.9647891,0.7308627,null
1.146526,0.03803897,-0.2151619,0.139557,-0.168817,3.28804,3.570221,1,1,null
1.257106,-0.009851813,-0.2117544,0.04710007,-0.2580067,-1,-1,0.8655611,0.6293077,null
1.366122,-0.08844149,-0.04545188,0.03719509,-0.08404922,-1,-1,0.8694271,0.6301742,null
1.472409,-0.01384032,-0.1150389,0.1187097,-0.2577536,3.721863,3.784012,1,1,null
1.58469,-0.06143731,-0.1061822,0.06671464,-0.1592195,3.662109,3.64566,1,1,null
1.694654,-0.1071904,-0.2895621,0.03545034,-0.3420819,3.54689,3.633286,1,1,null
1.804097,-0.2650046,-0.6833991,-0.01282531,-0.6785841,-1,-1,0.4767403,0.2054463,null
1.907368,-0.108245,-0.5465708,0.01920307,-0.7633916,-1,-1,0.5458608,0.1640938,null
2.024384,-0.0881325,-0.3825727,0.0110302,-0.5374939,3.542862,-1,0.8567715,0.499681,null
2.13433,-0.1995968,-0.2680115,0.5886307,-0.8616621,-1,-1,0.4290664,0.1846348,null
2.237134,-0.2084149,-0.2474873,-0.1102666,-0.1185734,4.151703,3.705505,0.9297572,0.6975697,null
2.341625,-0.2024338,-0.2797704,-0.09572256,-0.1525483,4.277817,3.69313,0.9340662,0.7607874,null
2.44882,-0.1596713,-0.2299494,-0.05244368,-0.1191688,4.196411,3.506943,0.8928717,0.812865,null
2.557532,-0.149756,-0.2552756,-0.03726649,-0.1378597,4.345825,3.803665,0.9281046,0.8910961,null
2.665296,-0.1448807,-0.2578456,-0.02971023,-0.1176589,4.358246,3.587021,1,1,null
2.77379,0,0,-0.07224488,-0.171226,-1,-1,0,0.5349509,blinked
2.873944,0,0,0,0,-1,-1,0.01440702,0.6231102,null
2.978662,-0.03617555,-0.3813944,0.02821136,-0.2867045,-1,3.215118,0.4869146,0.1521126,blinked
3.091777,-0.06642777,-0.192847,0.01440501,-0.0996114,4.389343,3.67691,0.7578155,0.4418213,null
3.199657,-0.1390196,-0.1999665,-0.05500114,-0.1033381,4.404053,1.972565,0.7980046,0.5651643,null
3.311912,-0.2062726,-0.2740396,-0.1460513,-0.175886,4.448914,2.778778,0.7845721,0.5003858,null
3.421147,-0.2155777,-0.211055,-0.1603957,-0.1488378,4.526962,4.700821,0.8249255,0.6283023,null
3.524449,-0.1916152,-0.1811565,-0.1343701,-0.1060703,4.503601,4.614014,0.8383647,0.7532269,null
3.625241,-0.1761494,-0.1407095,-0.1164432,-0.07323802,4.471954,4.499283,0.8894528,0.9166528,null
3.735947,-0.2010743,-0.1784065,-0.1515612,-0.1328402,4.490417,4.350098,0.8966779,0.995549,null
3.841223,-0.2252423,-0.1761163,-0.1595936,-0.1244634,4.272247,4.349121,1,1,null
3.948494,-0.2143416,-0.1464701,-0.1557775,-0.1023073,4.23085,4.215485,1,1,null
4.054713,-0.1278036,-0.285147,-0.09234786,-0.2280742,4.236465,4.352356,0.864092,0.9315365,null
4.16039,-0.1606726,-0.2574608,-0.118121,-0.1984513,4.182816,4.326752,0.8994876,0.9728324,null
4.266881,-0.2604222,-0.2693542,-0.1835156,-0.2753706,4.243912,4.907181,0.9178141,0.9711724,null
